notification_id,request_id,recipient_user_id,notification_type,sent_at,read_at
2665,1002065,98,Escalation,2025-01-27 16:15:00,2025-01-28 17:15:00
2666,1002066,213,Closure,2024-09-05 03:36:00,2024-09-07 03:36:00
2667,1002067,189,Closure,2026-06-28 16:09:00,2026-06-29 18:09:00
2668,1002068,90,Follow-up Due,2026-06-17 17:37:00,2026-06-18 05:37:00
2669,1002068,90,Closure,2026-06-20 05:37:00,2026-06-21 19:37:00
2670,1002069,87,Follow-up Due,2024-11-26 09:10:00,2024-11-28 04:10:00
2671,1002069,87,Follow-up Due,2024-11-26 02:10:00,2024-11-27 17:10:00
2672,1002070,173,Escalation,2025-10-12 07:29:00,2025-10-13 01:29:00
2673,1002070,173,Assignment,2025-10-11 13:29:00,2025-10-11 18:29:00
2674,1002071,9,Closure,2025-12-29 05:32:00,2025-12-30 03:32:00
2675,1002072,91,Assignment,2025-06-17 17:19:00,2025-06-18 16:19:00
2676,1002073,50,Assignment,2024-12-22 18:05:00,
2677,1002073,50,Closure,2024-12-23 13:05:00,
2678,1002074,87,Follow-up Due,2026-02-02 13:59:00,2026-02-02 16:59:00
2679,1002075,196,Closure,2025-06-21 08:19:00,2025-06-21 15:19:00
2680,1002075,196,Assignment,2025-06-21 09:19:00,2025-06-22 15:19:00
2681,1002076,28,Assignment,2025-09-08 00:55:00,
2682,1002077,112,SLA At Risk,2025-06-17 21:06:00,
2683,1002077,112,Closure,2025-06-19 18:06:00,2025-06-21 11:06:00
2684,1002078,107,SLA At Risk,2025-03-21 18:19:00,2025-03-21 19:19:00
2685,1002078,107,Closure,2025-03-21 20:19:00,2025-03-21 21:19:00
2686,1002079,248,Follow-up Due,2026-02-11 18:46:00,2026-02-12 09:46:00
2687,1002080,181,SLA At Risk,2025-01-17 09:09:00,2025-01-18 05:09:00
2688,1002081,139,SLA At Risk,2025-06-11 07:41:00,2025-06-11 10:41:00
2689,1002081,139,Follow-up Due,2025-06-10 09:41:00,2025-06-11 06:41:00
2690,1002082,270,Assignment,2026-02-22 18:06:00,
2691,1002082,270,Follow-up Due,2026-02-23 23:06:00,2026-02-25 13:06:00
2692,1002083,213,Follow-up Due,2025-02-18 02:12:00,2025-02-18 08:12:00
2693,1002084,25,Closure,2026-01-18 15:16:00,2026-01-20 08:16:00
2694,1002085,42,Assignment,2024-08-24 11:22:00,2024-08-26 07:22:00
2695,1002086,118,Follow-up Due,2026-01-22 22:12:00,2026-01-23 07:12:00
2696,1002086,118,Escalation,2026-01-22 10:12:00,2026-01-22 20:12:00
2697,1002087,74,Follow-up Due,2025-08-15 15:46:00,2025-08-16 05:46:00
2698,1002088,39,SLA At Risk,2025-05-28 01:37:00,2025-05-29 10:37:00
2699,1002089,165,Closure,2026-05-06 01:41:00,2026-05-07 04:41:00
2700,1002090,227,Escalation,2025-06-02 12:34:00,2025-06-04 11:34:00
2701,1002090,227,Follow-up Due,2025-06-02 05:34:00,2025-06-02 07:34:00
2702,1002091,45,Assignment,2025-06-14 13:15:00,2025-06-16 04:15:00
2703,1002092,221,Assignment,2025-05-25 05:20:00,2025-05-25 21:20:00
2704,1002093,33,Closure,2025-12-13 09:24:00,2025-12-13 10:24:00
2705,1002093,33,Assignment,2025-12-13 17:24:00,2025-12-14 18:24:00
2706,1002094,46,Escalation,2026-03-09 23:23:00,2026-03-11 22:23:00
2707,1002095,35,Closure,2026-04-27 07:05:00,2026-04-28 15:05:00
2708,1002096,189,Assignment,2025-05-05 03:35:00,
2709,1002097,56,SLA At Risk,2025-01-26 15:57:00,2025-01-28 13:57:00
2710,1002097,56,Assignment,2025-01-24 23:57:00,2025-01-25 16:57:00
2711,1002098,37,Escalation,2026-02-14 00:36:00,2026-02-14 18:36:00
2712,1002098,37,SLA At Risk,2026-02-15 14:36:00,
2713,1002099,56,SLA At Risk,2026-02-05 16:59:00,2026-02-07 12:59:00
2714,1002100,148,Closure,2025-09-16 17:01:00,2025-09-18 13:01:00
2715,1002101,20,Assignment,2025-04-01 13:22:00,
2716,1002102,53,SLA At Risk,2024-09-26 10:51:00,
2717,1002102,53,Assignment,2024-09-28 13:51:00,2024-09-30 03:51:00
2718,1002103,3,SLA At Risk,2025-12-21 15:56:00,2025-12-23 06:56:00
2719,1002104,59,Closure,2024-10-22 08:57:00,2024-10-23 11:57:00
2720,1002105,174,SLA At Risk,2025-01-30 07:53:00,2025-01-30 11:53:00
2721,1002106,170,Follow-up Due,2025-06-18 01:02:00,2025-06-18 19:02:00
2722,1002106,170,SLA At Risk,2025-06-17 22:02:00,
2723,1002107,79,Escalation,2025-03-28 02:09:00,2025-03-29 23:09:00
2724,1002107,79,SLA At Risk,2025-03-29 14:09:00,2025-03-29 19:09:00
2725,1002108,41,Assignment,2025-08-30 19:52:00,2025-08-31 04:52:00
2726,1002109,245,Assignment,2025-08-05 16:06:00,2025-08-06 00:06:00
2727,1002110,210,Assignment,2026-03-23 06:36:00,2026-03-24 06:36:00
2728,1002111,272,Closure,2025-01-17 06:34:00,2025-01-19 05:34:00
2729,1002112,203,Follow-up Due,2026-04-04 20:24:00,2026-04-06 13:24:00
2730,1002113,34,Closure,2025-03-02 10:45:00,2025-03-04 01:45:00
2731,1002113,34,Assignment,2025-03-02 15:45:00,
2732,1002114,150,Follow-up Due,2024-10-14 20:44:00,2024-10-15 01:44:00
2733,1002115,39,Assignment,2026-04-28 08:45:00,2026-04-28 11:45:00
2734,1002115,39,Escalation,2026-04-29 15:45:00,
2735,1002116,34,Escalation,2025-03-02 17:49:00,2025-03-04 08:49:00
2736,1002117,169,Closure,2024-09-07 08:44:00,2024-09-08 12:44:00
2737,1002117,169,Closure,2024-09-06 01:44:00,2024-09-07 14:44:00
2738,1002118,214,Escalation,2024-12-24 02:41:00,2024-12-24 17:41:00
2739,1002119,257,Assignment,2025-01-24 00:05:00,2025-01-25 11:05:00
2740,1002120,260,SLA At Risk,2025-10-24 15:54:00,2025-10-25 18:54:00
2741,1002121,70,Escalation,2024-11-29 19:44:00,2024-12-01 16:44:00
2742,1002122,177,Closure,2025-06-02 13:09:00,2025-06-03 17:09:00
2743,1002123,116,SLA At Risk,2026-03-08 18:37:00,2026-03-09 10:37:00
2744,1002124,68,SLA At Risk,2026-02-21 06:52:00,2026-02-21 23:52:00
2745,1002125,196,SLA At Risk,2025-04-08 08:02:00,2025-04-09 01:02:00
2746,1002126,178,Closure,2025-05-11 15:55:00,2025-05-12 10:55:00
2747,1002126,178,Follow-up Due,2025-05-10 08:55:00,
2748,1002127,17,SLA At Risk,2024-12-29 10:54:00,2024-12-30 05:54:00
2749,1002128,178,SLA At Risk,2025-12-08 16:58:00,2025-12-10 16:58:00
2750,1002129,69,Follow-up Due,2026-05-19 12:32:00,2026-05-19 14:32:00
2751,1002129,69,SLA At Risk,2026-05-17 15:32:00,2026-05-18 00:32:00
2752,1002130,112,Closure,2025-07-13 14:24:00,2025-07-15 11:24:00
2753,1002131,107,Assignment,2025-09-10 18:48:00,2025-09-10 21:48:00
2754,1002132,63,Closure,2026-05-20 21:15:00,2026-05-21 10:15:00
2755,1002133,160,Assignment,2025-06-23 14:25:00,
2756,1002133,160,Escalation,2025-06-26 05:25:00,
2757,1002134,69,Assignment,2025-07-24 20:18:00,2025-07-25 10:18:00
2758,1002135,37,Follow-up Due,2026-04-03 07:11:00,2026-04-03 08:11:00
2759,1002135,37,SLA At Risk,2026-04-02 23:11:00,
2760,1002136,45,Assignment,2025-03-22 08:46:00,2025-03-23 15:46:00
2761,1002136,45,Escalation,2025-03-22 14:46:00,2025-03-24 14:46:00
2762,1002137,260,Assignment,2025-10-16 13:52:00,2025-10-16 21:52:00
2763,1002138,98,Assignment,2025-02-21 08:59:00,
2764,1002139,218,SLA At Risk,2025-03-25 00:48:00,2025-03-25 08:48:00
2765,1002140,55,Follow-up Due,2024-08-22 00:54:00,2024-08-22 11:54:00
2766,1002141,170,SLA At Risk,2025-08-08 06:16:00,2025-08-10 06:16:00
2767,1002142,28,Closure,2025-03-27 01:50:00,2025-03-28 23:50:00
2768,1002143,255,Escalation,2025-02-15 09:08:00,2025-02-15 10:08:00
2769,1002144,84,SLA At Risk,2024-08-21 10:30:00,2024-08-22 02:30:00
2770,1002145,167,Assignment,2025-10-13 22:34:00,2025-10-14 07:34:00
2771,1002145,167,Escalation,2025-10-12 07:34:00,2025-10-14 00:34:00
2772,1002146,97,SLA At Risk,2026-06-25 03:40:00,2026-06-25 07:40:00
2773,1002146,97,Escalation,2026-06-26 05:40:00,2026-06-28 04:40:00
2774,1002147,207,Follow-up Due,2024-12-04 22:19:00,2024-12-05 06:19:00
2775,1002148,25,SLA At Risk,2026-03-11 01:35:00,2026-03-12 08:35:00
2776,1002149,86,Follow-up Due,2026-06-05 09:59:00,2026-06-05 19:59:00
2777,1002150,123,Follow-up Due,2024-09-15 23:57:00,2024-09-17 10:57:00
2778,1002150,123,Follow-up Due,2024-09-18 10:57:00,2024-09-18 16:57:00
2779,1002151,60,SLA At Risk,2025-07-02 23:35:00,
2780,1002152,13,SLA At Risk,2024-12-31 21:16:00,2025-01-02 06:16:00
2781,1002153,226,Follow-up Due,2026-03-07 03:17:00,
2782,1002154,147,Escalation,2025-04-30 08:57:00,2025-05-02 04:57:00
2783,1002155,210,Follow-up Due,2025-03-01 05:09:00,
2784,1002155,210,Follow-up Due,2025-02-28 18:09:00,
2785,1002156,156,Closure,2024-12-04 16:30:00,
2786,1002156,156,Closure,2024-12-04 17:30:00,2024-12-06 08:30:00
2787,1002157,189,Closure,2026-02-20 17:16:00,2026-02-21 14:16:00
2788,1002158,39,Escalation,2026-06-18 19:52:00,
2789,1002159,26,Escalation,2025-06-11 09:58:00,2025-06-12 14:58:00
2790,1002160,272,SLA At Risk,2026-05-24 15:35:00,
2791,1002161,25,Escalation,2026-06-29 20:50:00,
2792,1002162,31,Assignment,2025-01-11 15:58:00,2025-01-12 15:58:00
2793,1002163,10,Escalation,2025-10-04 01:36:00,2025-10-04 09:36:00
2794,1002164,28,Follow-up Due,2026-03-09 21:55:00,2026-03-10 17:55:00
2795,1002165,6,Assignment,2025-04-30 07:50:00,2025-05-01 13:50:00
2796,1002165,6,Escalation,2025-04-29 16:50:00,2025-04-30 13:50:00
2797,1002166,29,Follow-up Due,2026-02-05 22:52:00,
2798,1002167,187,SLA At Risk,2025-12-30 01:42:00,2025-12-31 12:42:00
2799,1002168,182,Closure,2025-10-04 16:28:00,2025-10-05 06:28:00
2800,1002169,59,Closure,2025-10-15 13:55:00,2025-10-16 19:55:00
2801,1002170,40,Escalation,2025-05-11 09:27:00,
2802,1002171,102,Escalation,2024-09-05 21:40:00,2024-09-07 07:40:00
2803,1002172,218,Follow-up Due,2024-11-28 12:23:00,
2804,1002172,218,SLA At Risk,2024-11-28 00:23:00,2024-11-28 10:23:00
2805,1002173,162,SLA At Risk,2025-07-10 09:37:00,
2806,1002174,171,Assignment,2025-04-08 00:49:00,2025-04-08 01:49:00
2807,1002175,11,Closure,2025-03-06 21:01:00,
2808,1002175,11,Escalation,2025-03-08 13:01:00,
2809,1002176,94,SLA At Risk,2025-09-20 09:22:00,2025-09-21 17:22:00
2810,1002177,136,SLA At Risk,2025-09-06 15:38:00,2025-09-08 02:38:00
2811,1002177,136,SLA At Risk,2025-09-06 13:38:00,
2812,1002178,110,Follow-up Due,2024-08-31 19:41:00,2024-09-02 08:41:00
2813,1002179,171,Follow-up Due,2024-09-19 06:23:00,2024-09-19 22:23:00
2814,1002180,178,Escalation,2025-07-03 20:32:00,2025-07-05 14:32:00
2815,1002181,9,Closure,2025-10-07 11:56:00,
2816,1002181,9,Assignment,2025-10-07 22:56:00,
2817,1002182,116,Escalation,2025-04-16 01:12:00,2025-04-16 23:12:00
2818,1002182,116,SLA At Risk,2025-04-14 07:12:00,2025-04-16 03:12:00
2819,1002183,268,SLA At Risk,2025-05-29 13:16:00,2025-05-30 07:16:00
2820,1002183,268,SLA At Risk,2025-05-29 15:16:00,
2821,1002184,124,Closure,2025-04-26 16:37:00,2025-04-27 16:37:00
2822,1002185,112,Closure,2025-06-21 02:21:00,2025-06-22 09:21:00
2823,1002186,162,Closure,2025-01-02 18:06:00,2025-01-04 14:06:00
2824,1002186,162,Escalation,2025-01-04 02:06:00,2025-01-05 05:06:00
2825,1002187,96,Closure,2024-08-25 23:33:00,
2826,1002188,132,Follow-up Due,2025-07-30 00:26:00,2025-07-30 04:26:00
2827,1002189,197,SLA At Risk,2025-11-01 21:30:00,2025-11-02 02:30:00
2828,1002190,52,Closure,2024-09-17 00:14:00,
2829,1002191,66,Escalation,2025-10-27 07:09:00,
2830,1002192,94,Assignment,2025-06-24 10:14:00,
2831,1002193,132,SLA At Risk,2024-08-21 02:19:00,2024-08-21 06:19:00
2832,1002194,69,Escalation,2025-02-28 14:12:00,2025-03-02 03:12:00
2833,1002195,22,Closure,2025-05-04 15:41:00,2025-05-05 04:41:00
2834,1002196,268,SLA At Risk,2025-03-24 22:13:00,2025-03-25 21:13:00
2835,1002197,120,Closure,2024-09-23 18:18:00,2024-09-23 19:18:00
2836,1002198,49,Assignment,2025-09-02 13:50:00,
2837,1002198,49,SLA At Risk,2025-09-01 23:50:00,2025-09-03 03:50:00
2838,1002199,106,Closure,2025-10-16 20:56:00,2025-10-18 09:56:00
2839,1002200,59,Assignment,2024-09-11 00:34:00,2024-09-11 22:34:00
2840,1002201,58,SLA At Risk,2026-02-10 03:51:00,2026-02-10 21:51:00
2841,1002202,20,Follow-up Due,2025-05-11 13:38:00,
2842,1002202,20,Escalation,2025-05-10 13:38:00,2025-05-10 18:38:00
2843,1002203,19,Closure,2025-05-30 08:38:00,2025-05-30 19:38:00
2844,1002204,140,SLA At Risk,2025-07-18 17:27:00,2025-07-19 23:27:00
2845,1002205,154,Closure,2025-05-18 09:38:00,2025-05-19 19:38:00
2846,1002205,154,SLA At Risk,2025-05-20 09:38:00,2025-05-21 17:38:00
2847,1002206,257,Assignment,2025-03-10 03:22:00,2025-03-11 14:22:00
2848,1002207,129,Assignment,2025-03-03 13:14:00,2025-03-04 08:14:00
2849,1002208,143,SLA At Risk,2025-03-20 03:08:00,2025-03-21 00:08:00
2850,1002209,216,Assignment,2024-11-24 17:55:00,2024-11-25 19:55:00
2851,1002210,40,SLA At Risk,2024-11-07 11:50:00,
2852,1002211,170,Assignment,2024-11-16 08:06:00,2024-11-18 06:06:00
2853,1002211,170,Assignment,2024-11-15 21:06:00,
2854,1002212,99,Escalation,2025-04-14 11:54:00,
2855,1002213,36,Closure,2025-02-13 04:21:00,
2856,1002213,36,Follow-up Due,2025-02-12 19:21:00,2025-02-13 03:21:00
2857,1002214,33,Follow-up Due,2025-08-06 00:29:00,
2858,1002215,118,Assignment,2025-09-12 22:10:00,2025-09-13 06:10:00
2859,1002216,118,Assignment,2026-03-03 20:33:00,2026-03-05 14:33:00
2860,1002216,118,Assignment,2026-03-03 23:33:00,
2861,1002217,3,Escalation,2026-04-28 12:28:00,2026-04-29 14:28:00
2862,1002217,3,SLA At Risk,2026-04-27 17:28:00,
2863,1002218,23,Closure,2024-10-03 22:05:00,2024-10-05 08:05:00
2864,1002219,63,SLA At Risk,2025-08-16 04:17:00,2025-08-16 07:17:00
2865,1002219,63,Follow-up Due,2025-08-15 06:17:00,2025-08-16 21:17:00
2866,1002220,16,Closure,2025-07-05 20:58:00,2025-07-05 22:58:00
2867,1002220,16,Assignment,2025-07-05 12:58:00,2025-07-07 08:58:00
2868,1002221,143,Follow-up Due,2025-09-02 04:59:00,
2869,1002221,143,Closure,2025-09-03 03:59:00,2025-09-03 04:59:00
2870,1002222,257,Assignment,2025-08-23 09:49:00,
2871,1002223,21,Follow-up Due,2026-01-25 19:16:00,2026-01-25 21:16:00
2872,1002224,167,Closure,2025-09-03 12:03:00,2025-09-05 08:03:00
2873,1002225,47,Escalation,2026-05-17 21:09:00,2026-05-18 17:09:00
2874,1002226,82,Escalation,2025-09-17 09:59:00,2025-09-18 01:59:00
2875,1002226,82,Closure,2025-09-19 14:59:00,2025-09-19 23:59:00
2876,1002227,34,Escalation,2025-08-25 06:25:00,2025-08-25 08:25:00
2877,1002228,212,Assignment,2026-02-18 16:46:00,2026-02-19 22:46:00
2878,1002229,19,Assignment,2025-01-14 05:30:00,2025-01-14 13:30:00
2879,1002229,19,SLA At Risk,2025-01-15 10:30:00,
2880,1002230,226,Follow-up Due,2026-01-14 00:23:00,
2881,1002231,82,Closure,2025-03-18 08:53:00,2025-03-19 05:53:00
2882,1002231,82,SLA At Risk,2025-03-18 13:53:00,2025-03-19 23:53:00
2883,1002232,48,SLA At Risk,2026-05-06 02:59:00,2026-05-08 00:59:00
2884,1002232,48,Closure,2026-05-07 07:59:00,2026-05-08 03:59:00
2885,1002233,46,Escalation,2025-05-14 14:35:00,2025-05-16 00:35:00
2886,1002234,12,Closure,2026-05-18 07:07:00,2026-05-20 00:07:00
2887,1002234,12,Assignment,2026-05-19 16:07:00,2026-05-19 18:07:00
2888,1002235,171,Follow-up Due,2025-11-12 07:36:00,2025-11-12 13:36:00
2889,1002236,100,Follow-up Due,2025-05-17 19:34:00,2025-05-18 02:34:00
2890,1002237,165,Follow-up Due,2025-02-17 17:09:00,2025-02-19 03:09:00
2891,1002237,165,Closure,2025-02-18 15:09:00,
2892,1002238,115,Assignment,2024-08-19 02:32:00,2024-08-20 15:32:00
2893,1002238,115,Follow-up Due,2024-08-18 08:32:00,
2894,1002239,88,Escalation,2025-01-11 06:15:00,2025-01-12 17:15:00
2895,1002240,16,SLA At Risk,2025-08-30 02:12:00,2025-08-31 17:12:00
2896,1002241,219,SLA At Risk,2025-10-14 19:22:00,
2897,1002242,1,Follow-up Due,2026-01-23 09:11:00,2026-01-24 05:11:00
2898,1002243,26,SLA At Risk,2025-07-28 09:42:00,2025-07-29 05:42:00
2899,1002243,26,SLA At Risk,2025-07-26 23:42:00,2025-07-27 02:42:00
2900,1002244,178,Follow-up Due,2024-10-10 21:51:00,2024-10-10 22:51:00
2901,1002245,125,Follow-up Due,2025-03-03 22:36:00,
2902,1002245,125,Follow-up Due,2025-03-04 14:36:00,2025-03-05 02:36:00
2903,1002246,149,Follow-up Due,2025-10-02 16:27:00,2025-10-04 05:27:00
2904,1002247,60,SLA At Risk,2025-12-09 06:23:00,2025-12-11 04:23:00
2905,1002248,171,Assignment,2025-01-19 23:08:00,
2906,1002249,196,Escalation,2025-12-04 09:31:00,2025-12-05 12:31:00
2907,1002250,11,Assignment,2025-08-27 08:10:00,
2908,1002251,7,Assignment,2025-05-17 06:41:00,2025-05-18 16:41:00
2909,1002252,142,Closure,2025-02-15 05:59:00,2025-02-16 12:59:00
2910,1002253,23,Escalation,2026-01-28 10:25:00,
2911,1002254,148,Escalation,2024-12-24 19:07:00,
2912,1002255,249,Assignment,2025-12-14 05:11:00,2025-12-15 09:11:00
2913,1002255,249,Assignment,2025-12-13 17:11:00,2025-12-15 09:11:00
2914,1002256,108,Closure,2026-03-06 17:43:00,
2915,1002257,106,Closure,2025-04-11 17:30:00,2025-04-12 23:30:00
2916,1002257,106,Closure,2025-04-10 20:30:00,
2917,1002258,55,Escalation,2024-12-18 05:27:00,2024-12-18 21:27:00
2918,1002258,55,Assignment,2024-12-16 17:27:00,2024-12-17 21:27:00
2919,1002259,3,Closure,2026-01-03 19:29:00,2026-01-05 07:29:00
2920,1002260,160,SLA At Risk,2025-07-01 07:50:00,2025-07-02 00:50:00
2921,1002260,160,Closure,2025-06-29 18:50:00,2025-06-30 01:50:00
2922,1002261,220,SLA At Risk,2025-10-11 10:42:00,2025-10-12 13:42:00
2923,1002262,34,Follow-up Due,2026-05-01 21:38:00,
2924,1002263,109,Escalation,2026-04-22 23:52:00,2026-04-24 13:52:00
2925,1002263,109,Assignment,2026-04-21 18:52:00,2026-04-22 14:52:00
2926,1002264,84,Closure,2026-02-26 08:10:00,2026-02-27 02:10:00
2927,1002264,84,Closure,2026-02-23 23:10:00,
2928,1002265,180,Assignment,2025-04-08 22:52:00,2025-04-10 14:52:00
2929,1002265,180,Assignment,2025-04-09 20:52:00,2025-04-10 15:52:00
2930,1002266,6,SLA At Risk,2024-10-11 14:30:00,
2931,1002266,6,SLA At Risk,2024-10-10 22:30:00,
2932,1002267,164,Escalation,2026-04-04 12:12:00,
2933,1002267,164,Escalation,2026-04-03 01:12:00,2026-04-05 01:12:00
2934,1002268,32,Closure,2026-02-14 19:35:00,
2935,1002269,108,Assignment,2026-02-08 03:04:00,2026-02-09 12:04:00
2936,1002269,108,Assignment,2026-02-09 09:04:00,2026-02-09 20:04:00
2937,1002270,104,Follow-up Due,2024-12-30 12:31:00,
2938,1002271,142,Escalation,2025-06-28 09:37:00,2025-06-30 04:37:00
2939,1002272,178,Escalation,2025-11-24 09:50:00,
2940,1002272,178,Assignment,2025-11-25 12:50:00,2025-11-25 16:50:00
2941,1002273,83,Follow-up Due,2025-08-25 10:08:00,2025-08-26 11:08:00
2942,1002274,118,SLA At Risk,2024-11-20 07:35:00,
2943,1002275,19,Assignment,2025-04-07 08:25:00,2025-04-09 07:25:00
2944,1002276,208,SLA At Risk,2025-05-17 22:33:00,
2945,1002277,28,Assignment,2026-02-20 04:09:00,2026-02-21 16:09:00
2946,1002278,124,Closure,2026-02-28 14:27:00,2026-03-02 00:27:00
2947,1002279,111,Assignment,2024-12-20 10:50:00,2024-12-22 04:50:00
2948,1002280,173,Escalation,2024-08-29 09:08:00,2024-08-31 03:08:00
2949,1002281,213,Follow-up Due,2025-10-25 13:36:00,2025-10-26 13:36:00
2950,1002282,186,Assignment,2026-03-29 15:32:00,2026-03-31 08:32:00
2951,1002283,34,Closure,2025-03-22 16:02:00,
2952,1002284,154,Escalation,2026-02-25 22:54:00,2026-02-26 21:54:00
2953,1002285,42,Closure,2024-08-22 10:15:00,2024-08-22 16:15:00
2954,1002286,6,Closure,2025-08-07 22:58:00,2025-08-08 19:58:00
2955,1002287,135,Follow-up Due,2025-04-01 03:19:00,2025-04-01 12:19:00
2956,1002288,270,SLA At Risk,2025-07-21 21:53:00,
2957,1002289,145,Escalation,2025-02-06 04:16:00,2025-02-06 05:16:00
2958,1002290,138,Follow-up Due,2025-04-04 16:29:00,2025-04-06 14:29:00
2959,1002291,43,SLA At Risk,2025-01-09 04:40:00,2025-01-10 02:40:00
2960,1002292,88,SLA At Risk,2025-12-14 14:15:00,
2961,1002293,30,Assignment,2025-10-17 16:52:00,
2962,1002293,30,Assignment,2025-10-19 11:52:00,2025-10-21 04:52:00
2963,1002294,97,SLA At Risk,2025-05-13 12:23:00,2025-05-15 06:23:00
2964,1002295,131,Follow-up Due,2026-03-01 12:06:00,
2965,1002296,92,SLA At Risk,2025-06-24 02:31:00,2025-06-24 11:31:00
2966,1002297,178,Follow-up Due,2025-12-17 12:02:00,
2967,1002298,88,SLA At Risk,2026-02-03 04:53:00,2026-02-03 14:53:00
2968,1002298,88,Follow-up Due,2026-02-05 03:53:00,2026-02-06 19:53:00
2969,1002299,59,SLA At Risk,2024-11-12 10:25:00,
2970,1002300,139,Assignment,2025-03-17 14:51:00,2025-03-18 15:51:00
2971,1002301,131,SLA At Risk,2024-10-22 02:45:00,2024-10-23 14:45:00
2972,1002301,131,Follow-up Due,2024-10-21 19:45:00,2024-10-23 17:45:00
2973,1002302,177,SLA At Risk,2025-09-04 15:18:00,2025-09-05 02:18:00
2974,1002303,175,Escalation,2025-04-26 09:11:00,2025-04-27 12:11:00
2975,1002304,124,Assignment,2026-03-06 14:00:00,2026-03-07 10:00:00
2976,1002305,25,Assignment,2024-09-17 04:08:00,2024-09-18 12:08:00
2977,1002306,16,Follow-up Due,2025-02-07 15:15:00,2025-02-09 15:15:00
2978,1002307,19,Follow-up Due,2025-08-21 00:26:00,2025-08-22 19:26:00
2979,1002308,107,Closure,2024-12-08 14:12:00,2024-12-09 03:12:00
2980,1002309,153,SLA At Risk,2025-03-07 10:22:00,2025-03-08 03:22:00
2981,1002310,153,Escalation,2025-03-12 23:40:00,
2982,1002311,145,Closure,2026-02-15 23:29:00,2026-02-16 13:29:00
2983,1002312,122,Escalation,2025-01-06 18:16:00,2025-01-08 13:16:00
2984,1002313,47,Assignment,2026-06-05 23:24:00,
2985,1002314,65,SLA At Risk,2025-06-25 12:59:00,2025-06-26 17:59:00
2986,1002315,170,Escalation,2025-01-14 01:32:00,2025-01-15 07:32:00
2987,1002316,112,Closure,2024-09-24 18:37:00,2024-09-26 14:37:00
2988,1002317,257,Follow-up Due,2026-03-25 17:07:00,2026-03-26 11:07:00
2989,1002318,2,Assignment,2025-07-26 05:19:00,2025-07-26 15:19:00
2990,1002319,258,Escalation,2025-04-15 08:11:00,2025-04-16 09:11:00
2991,1002319,258,SLA At Risk,2025-04-14 17:11:00,2025-04-16 00:11:00
2992,1002320,88,SLA At Risk,2026-01-02 19:03:00,2026-01-04 10:03:00
2993,1002321,268,Closure,2025-07-06 18:20:00,
2994,1002322,265,Follow-up Due,2025-07-16 23:07:00,2025-07-17 03:07:00
2995,1002323,93,Assignment,2024-12-14 03:08:00,2024-12-16 00:08:00
2996,1002324,35,Closure,2025-08-11 08:18:00,2025-08-13 03:18:00
2997,1002325,121,SLA At Risk,2026-03-09 08:26:00,2026-03-10 04:26:00
2998,1002325,121,SLA At Risk,2026-03-09 21:26:00,2026-03-11 08:26:00
2999,1002326,29,SLA At Risk,2025-07-20 06:14:00,2025-07-20 21:14:00
3000,1002326,29,Assignment,2025-07-21 17:14:00,2025-07-23 17:14:00
3001,1002327,189,SLA At Risk,2025-06-19 15:31:00,2025-06-21 05:31:00
3002,1002328,129,Follow-up Due,2026-05-23 14:58:00,2026-05-24 23:58:00
3003,1002328,129,Closure,2026-05-26 12:58:00,2026-05-28 11:58:00
3004,1002329,17,Assignment,2025-06-26 03:42:00,2025-06-26 22:42:00
3005,1002330,189,Assignment,2026-02-04 06:32:00,2026-02-05 03:32:00
3006,1002331,67,Follow-up Due,2024-11-18 04:16:00,2024-11-18 10:16:00
3007,1002332,15,Escalation,2025-11-05 14:13:00,
3008,1002333,44,Follow-up Due,2026-03-13 14:04:00,2026-03-14 06:04:00
3009,1002334,260,SLA At Risk,2025-02-02 06:38:00,2025-02-02 15:38:00
3010,1002334,260,Assignment,2025-02-03 11:38:00,2025-02-05 02:38:00
3011,1002335,121,Follow-up Due,2025-11-17 08:19:00,2025-11-18 16:19:00
3012,1002336,91,Assignment,2025-08-19 11:27:00,2025-08-20 08:27:00
3013,1002336,91,Assignment,2025-08-20 22:27:00,
3014,1002337,151,Assignment,2026-01-05 07:13:00,
3015,1002337,151,Escalation,2026-01-02 15:13:00,
3016,1002338,207,Closure,2025-08-07 03:20:00,2025-08-07 13:20:00
3017,1002338,207,Escalation,2025-08-06 16:20:00,
3018,1002339,214,Assignment,2025-05-26 12:09:00,2025-05-28 12:09:00
3019,1002339,214,Assignment,2025-05-27 10:09:00,
3020,1002340,106,Closure,2025-05-15 09:24:00,2025-05-17 07:24:00
3021,1002341,107,Assignment,2025-06-01 13:03:00,2025-06-02 04:03:00
3022,1002342,77,SLA At Risk,2026-01-22 01:02:00,
3023,1002342,77,Follow-up Due,2026-01-22 15:02:00,
3024,1002343,41,Assignment,2026-05-20 00:45:00,2026-05-21 13:45:00
3025,1002343,41,Escalation,2026-05-20 15:45:00,2026-05-22 13:45:00
3026,1002344,142,Closure,2025-04-25 00:14:00,2025-04-26 15:14:00
3027,1002345,158,SLA At Risk,2026-03-06 19:58:00,2026-03-08 04:58:00
3028,1002346,153,Assignment,2025-04-25 16:13:00,2025-04-26 16:13:00
3029,1002347,75,Escalation,2026-02-19 08:47:00,2026-02-19 19:47:00
3030,1002348,87,Assignment,2025-05-03 07:38:00,2025-05-04 18:38:00
