audit_log_id,entity_type,entity_id,field_name,old_value,new_value,changed_by_user_id,changed_at
2737,support_request,1000584,current_status,New,Triaged,21,2025-02-04 04:39:00
2738,support_request,1000584,current_status,Triaged,Assigned,21,2025-02-04 10:39:00
2739,support_request,1000584,current_status,Assigned,In Progress,21,2025-02-04 07:39:00
2740,support_request,1000584,current_status,In Progress,Resolved,21,2025-02-04 16:39:00
2741,support_request,1000584,current_status,Resolved,Closed,21,2025-02-06 09:39:00
2742,support_request,1000585,current_status,,New,14,2026-04-22 08:00:00
2743,support_request,1000585,current_status,New,Triaged,14,2026-04-22 18:00:00
2744,support_request,1000585,current_status,Triaged,Assigned,14,2026-04-23 18:00:00
2745,support_request,1000585,current_status,Assigned,In Progress,14,2026-04-23 23:00:00
2746,support_request,1000585,current_status,In Progress,Resolved,14,2026-04-24 16:00:00
2747,support_request,1000586,current_status,,New,124,2026-01-17 16:02:00
2748,support_request,1000586,current_status,New,Triaged,124,2026-01-18 08:02:00
2749,support_request,1000586,current_status,Triaged,Assigned,124,2026-01-17 20:02:00
2750,support_request,1000586,current_status,Assigned,In Progress,124,2026-01-19 01:02:00
2751,support_request,1000586,current_status,In Progress,Resolved,124,2026-01-19 04:02:00
2752,support_request,1000587,current_status,,New,134,2026-06-02 10:01:00
2753,support_request,1000587,current_status,New,Triaged,134,2026-06-02 17:01:00
2754,support_request,1000587,current_status,Triaged,Assigned,134,2026-06-02 22:01:00
2755,support_request,1000587,current_status,Assigned,In Progress,134,2026-06-02 16:01:00
2756,support_request,1000588,current_status,,New,47,2025-05-23 12:06:00
2757,support_request,1000588,current_status,New,Triaged,47,2025-05-24 00:06:00
2758,support_request,1000588,current_status,Triaged,Assigned,47,2025-05-24 18:06:00
2759,support_request,1000588,current_status,Assigned,In Progress,47,2025-05-25 03:06:00
2760,support_request,1000589,current_status,,New,61,2025-09-23 14:16:00
2761,support_request,1000589,current_status,New,Triaged,61,2025-09-24 02:16:00
2762,support_request,1000589,current_status,Triaged,Assigned,61,2025-09-23 22:16:00
2763,support_request,1000590,current_status,,New,22,2026-01-09 15:24:00
2764,support_request,1000590,current_status,New,Triaged,22,2026-01-09 22:24:00
2765,support_request,1000590,current_status,Triaged,Assigned,22,2026-01-10 07:24:00
2766,support_request,1000590,current_status,Assigned,In Progress,22,2026-01-11 21:24:00
2767,support_request,1000590,current_status,In Progress,Pending Parent,22,2026-01-10 23:24:00
2768,support_request,1000591,current_status,,New,147,2024-11-24 14:19:00
2769,support_request,1000591,current_status,New,Triaged,147,2024-11-24 22:19:00
2770,support_request,1000591,current_status,Triaged,Assigned,147,2024-11-26 00:19:00
2771,support_request,1000591,current_status,Assigned,In Progress,147,2024-11-25 23:19:00
2772,support_request,1000592,current_status,,New,73,2024-12-09 08:28:00
2773,support_request,1000592,current_status,New,Triaged,73,2024-12-09 18:28:00
2774,support_request,1000592,current_status,Triaged,Assigned,73,2024-12-09 22:28:00
2775,support_request,1000592,current_status,Assigned,In Progress,73,2024-12-09 23:28:00
2776,support_request,1000592,current_status,In Progress,Resolved,73,2024-12-10 20:28:00
2777,support_request,1000592,current_status,Resolved,Closed,73,2024-12-10 09:28:00
2778,support_request,1000593,current_status,,New,16,2024-12-19 09:14:00
2779,support_request,1000593,current_status,New,Triaged,16,2024-12-19 22:14:00
2780,support_request,1000593,current_status,Triaged,Assigned,16,2024-12-19 23:14:00
2781,support_request,1000593,current_status,Assigned,In Progress,16,2024-12-20 18:14:00
2782,support_request,1000593,current_status,In Progress,Resolved,16,2024-12-20 21:14:00
2783,support_request,1000594,current_status,,New,172,2026-05-26 12:27:00
2784,support_request,1000594,current_status,New,Triaged,172,2026-05-27 04:27:00
2785,support_request,1000594,current_status,Triaged,Assigned,172,2026-05-27 06:27:00
2786,support_request,1000595,current_status,,New,144,2026-02-05 14:02:00
2787,support_request,1000595,current_status,New,Triaged,144,2026-02-05 22:02:00
2788,support_request,1000595,current_status,Triaged,Assigned,144,2026-02-06 12:02:00
2789,support_request,1000595,current_status,Assigned,In Progress,144,2026-02-07 08:02:00
2790,support_request,1000595,current_status,In Progress,Escalated,144,2026-02-08 14:02:00
2791,support_request,1000596,current_status,,New,59,2026-02-23 16:11:00
2792,support_request,1000596,current_status,New,Triaged,59,2026-02-23 21:11:00
2793,support_request,1000596,current_status,Triaged,Assigned,59,2026-02-24 06:11:00
2794,support_request,1000596,current_status,Assigned,In Progress,59,2026-02-24 16:11:00
2795,support_request,1000596,current_status,In Progress,Pending Parent,59,2026-02-25 08:11:00
2796,support_request,1000597,current_status,,New,116,2024-10-28 09:11:00
2797,support_request,1000597,current_status,New,Triaged,116,2024-10-28 17:11:00
2798,support_request,1000597,current_status,Triaged,Assigned,116,2024-10-29 03:11:00
2799,support_request,1000597,current_status,Assigned,In Progress,116,2024-10-28 21:11:00
2800,support_request,1000597,current_status,In Progress,Pending Parent,116,2024-10-30 17:11:00
2801,support_request,1000598,current_status,,New,178,2025-02-03 15:53:00
2802,support_request,1000598,current_status,New,Triaged,178,2025-02-04 06:53:00
2803,support_request,1000598,current_status,Triaged,Assigned,178,2025-02-03 19:53:00
2804,support_request,1000598,current_status,Assigned,In Progress,178,2025-02-04 03:53:00
2805,support_request,1000598,current_status,In Progress,Pending Parent,178,2025-02-04 07:53:00
2806,support_request,1000599,current_status,,New,104,2025-04-23 12:28:00
2807,support_request,1000599,current_status,New,Triaged,104,2025-04-24 00:28:00
2808,support_request,1000599,current_status,Triaged,Assigned,104,2025-04-24 06:28:00
2809,support_request,1000600,current_status,,New,249,2025-07-22 08:38:00
2810,support_request,1000600,current_status,New,Triaged,249,2025-07-22 20:38:00
2811,support_request,1000600,current_status,Triaged,Assigned,249,2025-07-23 04:38:00
2812,support_request,1000601,current_status,,New,132,2025-08-28 16:48:00
2813,support_request,1000601,current_status,New,Triaged,132,2025-08-29 07:48:00
2814,support_request,1000601,current_status,Triaged,Assigned,132,2025-08-30 04:48:00
2815,support_request,1000601,current_status,Assigned,In Progress,132,2025-08-29 04:48:00
2816,support_request,1000601,current_status,In Progress,Resolved,132,2025-08-29 00:48:00
2817,support_request,1000602,current_status,,New,177,2025-12-17 15:35:00
2818,support_request,1000602,current_status,New,Triaged,177,2025-12-18 06:35:00
2819,support_request,1000602,current_status,Triaged,Assigned,177,2025-12-17 19:35:00
2820,support_request,1000603,current_status,,New,134,2025-11-07 13:30:00
2821,support_request,1000603,current_status,New,Triaged,134,2025-11-07 19:30:00
2822,support_request,1000603,current_status,Triaged,Assigned,134,2025-11-08 07:30:00
2823,support_request,1000603,current_status,Assigned,In Progress,134,2025-11-07 19:30:00
2824,support_request,1000603,current_status,In Progress,Resolved,134,2025-11-10 01:30:00
2825,support_request,1000603,current_status,Resolved,Closed,134,2025-11-11 02:30:00
2826,support_request,1000604,current_status,,New,7,2025-12-23 13:38:00
2827,support_request,1000604,current_status,New,Triaged,7,2025-12-24 04:38:00
2828,support_request,1000604,current_status,Triaged,Assigned,7,2025-12-24 05:38:00
2829,support_request,1000604,current_status,Assigned,In Progress,7,2025-12-23 19:38:00
2830,support_request,1000604,current_status,In Progress,Resolved,7,2025-12-26 09:38:00
2831,support_request,1000604,current_status,Resolved,Closed,7,2025-12-24 14:38:00
2832,support_request,1000605,current_status,,New,24,2026-06-19 11:06:00
2833,support_request,1000605,current_status,New,Triaged,24,2026-06-19 18:06:00
2834,support_request,1000605,current_status,Triaged,Assigned,24,2026-06-20 23:06:00
2835,support_request,1000605,current_status,Assigned,In Progress,24,2026-06-19 17:06:00
2836,support_request,1000605,current_status,In Progress,Resolved,24,2026-06-21 11:06:00
2837,support_request,1000606,current_status,,New,126,2025-06-29 10:06:00
2838,support_request,1000606,current_status,New,Triaged,126,2025-06-30 01:06:00
2839,support_request,1000606,current_status,Triaged,Assigned,126,2025-06-29 18:06:00
2840,support_request,1000606,current_status,Assigned,In Progress,126,2025-06-30 04:06:00
2841,support_request,1000606,current_status,In Progress,Resolved,126,2025-07-01 18:06:00
2842,support_request,1000607,current_status,,New,214,2026-06-19 09:20:00
2843,support_request,1000607,current_status,New,Triaged,214,2026-06-20 02:20:00
2844,support_request,1000607,current_status,Triaged,Assigned,214,2026-06-20 11:20:00
2845,support_request,1000607,current_status,Assigned,In Progress,214,2026-06-20 06:20:00
2846,support_request,1000608,current_status,,New,34,2025-07-16 10:33:00
2847,support_request,1000608,current_status,New,Triaged,34,2025-07-16 21:33:00
2848,support_request,1000608,current_status,Triaged,Assigned,34,2025-07-16 18:33:00
2849,support_request,1000608,current_status,Assigned,In Progress,34,2025-07-18 10:33:00
2850,support_request,1000608,current_status,In Progress,Resolved,34,2025-07-16 22:33:00
2851,support_request,1000608,current_status,Resolved,Closed,34,2025-07-20 04:33:00
2852,support_request,1000609,current_status,,New,96,2025-07-15 08:54:00
2853,support_request,1000609,current_status,New,Triaged,96,2025-07-15 15:54:00
2854,support_request,1000609,current_status,Triaged,Assigned,96,2025-07-16 20:54:00
2855,support_request,1000609,current_status,Assigned,In Progress,96,2025-07-15 23:54:00
2856,support_request,1000609,current_status,In Progress,Pending Parent,96,2025-07-17 12:54:00
2857,support_request,1000610,current_status,,New,264,2025-10-29 14:04:00
2858,support_request,1000610,current_status,New,Triaged,264,2025-10-30 08:04:00
2859,support_request,1000610,current_status,Triaged,Assigned,264,2025-10-29 20:04:00
2860,support_request,1000610,current_status,Assigned,In Progress,264,2025-10-30 11:04:00
2861,support_request,1000610,current_status,In Progress,Resolved,264,2025-10-31 10:04:00
2862,support_request,1000611,current_status,,New,143,2026-06-30 09:33:00
2863,support_request,1000611,current_status,New,Triaged,143,2026-06-30 11:33:00
2864,support_request,1000611,current_status,Triaged,Assigned,143,2026-07-01 03:33:00
2865,support_request,1000611,current_status,Assigned,In Progress,143,2026-07-02 06:33:00
2866,support_request,1000612,current_status,,New,121,2025-05-22 10:14:00
2867,support_request,1000612,current_status,New,Triaged,121,2025-05-22 13:14:00
2868,support_request,1000612,current_status,Triaged,Assigned,121,2025-05-23 20:14:00
2869,support_request,1000612,current_status,Assigned,In Progress,121,2025-05-24 04:14:00
2870,support_request,1000612,current_status,In Progress,Resolved,121,2025-05-24 06:14:00
2871,support_request,1000612,current_status,Resolved,Closed,121,2025-05-25 18:14:00
2872,support_request,1000613,current_status,,New,160,2025-05-04 14:01:00
2873,support_request,1000613,current_status,New,Triaged,160,2025-05-05 01:01:00
2874,support_request,1000613,current_status,Triaged,Assigned,160,2025-05-05 16:01:00
2875,support_request,1000613,current_status,Assigned,In Progress,160,2025-05-04 20:01:00
2876,support_request,1000614,current_status,,New,169,2024-10-08 13:50:00
2877,support_request,1000614,current_status,New,Triaged,169,2024-10-09 05:50:00
2878,support_request,1000614,current_status,Triaged,Assigned,169,2024-10-09 13:50:00
2879,support_request,1000614,current_status,Assigned,In Progress,169,2024-10-08 22:50:00
2880,support_request,1000614,current_status,In Progress,Resolved,169,2024-10-10 21:50:00
2881,support_request,1000614,current_status,Resolved,Closed,169,2024-10-10 15:50:00
2882,support_request,1000615,current_status,,New,62,2025-07-06 16:18:00
2883,support_request,1000615,current_status,New,Triaged,62,2025-07-06 20:18:00
2884,support_request,1000615,current_status,Triaged,Assigned,62,2025-07-07 14:18:00
2885,support_request,1000615,current_status,Assigned,In Progress,62,2025-07-07 07:18:00
2886,support_request,1000615,current_status,In Progress,Resolved,62,2025-07-07 00:18:00
2887,support_request,1000616,current_status,,New,155,2025-04-08 16:26:00
2888,support_request,1000616,current_status,New,Triaged,155,2025-04-09 08:26:00
2889,support_request,1000616,current_status,Triaged,Assigned,155,2025-04-09 04:26:00
2890,support_request,1000616,current_status,Assigned,In Progress,155,2025-04-09 16:26:00
2891,support_request,1000616,current_status,In Progress,Resolved,155,2025-04-10 00:26:00
2892,support_request,1000617,current_status,,New,96,2025-10-15 11:13:00
2893,support_request,1000617,current_status,New,Triaged,96,2025-10-15 14:13:00
2894,support_request,1000617,current_status,Triaged,Assigned,96,2025-10-15 17:13:00
2895,support_request,1000617,current_status,Assigned,In Progress,96,2025-10-16 05:13:00
2896,support_request,1000617,current_status,In Progress,Resolved,96,2025-10-15 19:13:00
2897,support_request,1000617,current_status,Resolved,Closed,96,2025-10-17 13:13:00
2898,support_request,1000618,current_status,,New,157,2025-08-23 08:30:00
2899,support_request,1000618,current_status,New,Triaged,157,2025-08-23 18:30:00
2900,support_request,1000618,current_status,Triaged,Assigned,157,2025-08-24 10:30:00
2901,support_request,1000618,current_status,Assigned,In Progress,157,2025-08-24 20:30:00
2902,support_request,1000618,current_status,In Progress,Resolved,157,2025-08-24 00:30:00
2903,support_request,1000619,current_status,,New,136,2024-08-23 14:54:00
2904,support_request,1000619,current_status,New,Triaged,136,2024-08-24 01:54:00
2905,support_request,1000619,current_status,Triaged,Assigned,136,2024-08-23 22:54:00
2906,support_request,1000619,current_status,Assigned,In Progress,136,2024-08-23 23:54:00
2907,support_request,1000620,current_status,,New,24,2025-11-30 16:33:00
2908,support_request,1000620,current_status,New,Triaged,24,2025-12-01 07:33:00
2909,support_request,1000620,current_status,Triaged,Assigned,24,2025-12-01 06:33:00
2910,support_request,1000620,current_status,Assigned,In Progress,24,2025-12-01 16:33:00
2911,support_request,1000620,current_status,In Progress,Escalated,24,2025-12-02 20:33:00
2912,support_request,1000621,current_status,,New,173,2025-05-28 11:03:00
2913,support_request,1000621,current_status,New,Triaged,173,2025-05-28 19:03:00
2914,support_request,1000621,current_status,Triaged,Assigned,173,2025-05-29 01:03:00
2915,support_request,1000621,current_status,Assigned,In Progress,173,2025-05-29 02:03:00
2916,support_request,1000621,current_status,In Progress,Pending Parent,173,2025-05-30 07:03:00
2917,support_request,1000622,current_status,,New,227,2024-10-23 14:57:00
2918,support_request,1000622,current_status,New,Triaged,227,2024-10-24 08:57:00
2919,support_request,1000622,current_status,Triaged,Assigned,227,2024-10-24 02:57:00
2920,support_request,1000622,current_status,Assigned,In Progress,227,2024-10-25 11:57:00
2921,support_request,1000622,current_status,In Progress,Escalated,227,2024-10-24 10:57:00
2922,support_request,1000623,current_status,,New,130,2026-03-24 08:42:00
2923,support_request,1000623,current_status,New,Triaged,130,2026-03-24 13:42:00
2924,support_request,1000623,current_status,Triaged,Assigned,130,2026-03-24 14:42:00
2925,support_request,1000623,current_status,Assigned,In Progress,130,2026-03-25 05:42:00
2926,support_request,1000623,current_status,In Progress,Pending Student,130,2026-03-25 00:42:00
2927,support_request,1000624,current_status,,New,52,2026-01-04 16:18:00
2928,support_request,1000624,current_status,New,Triaged,52,2026-01-05 04:18:00
2929,support_request,1000624,current_status,Triaged,Assigned,52,2026-01-05 02:18:00
2930,support_request,1000624,current_status,Assigned,In Progress,52,2026-01-05 22:18:00
2931,support_request,1000624,current_status,In Progress,Escalated,52,2026-01-07 12:18:00
2932,support_request,1000625,current_status,,New,91,2025-09-24 10:07:00
2933,support_request,1000625,current_status,New,Triaged,91,2025-09-24 15:07:00
2934,support_request,1000625,current_status,Triaged,Assigned,91,2025-09-25 14:07:00
2935,support_request,1000625,current_status,Assigned,In Progress,91,2025-09-25 13:07:00
2936,support_request,1000625,current_status,In Progress,Resolved,91,2025-09-25 06:07:00
2937,support_request,1000625,current_status,Resolved,Closed,91,2025-09-26 17:07:00
2938,support_request,1000626,current_status,,New,128,2026-03-24 09:03:00
2939,support_request,1000626,current_status,New,Triaged,128,2026-03-24 23:03:00
2940,support_request,1000626,current_status,Triaged,Assigned,128,2026-03-25 05:03:00
2941,support_request,1000626,current_status,Assigned,In Progress,128,2026-03-25 12:03:00
2942,support_request,1000627,current_status,,New,6,2025-11-09 14:02:00
2943,support_request,1000627,current_status,New,Triaged,6,2025-11-09 18:02:00
2944,support_request,1000627,current_status,Triaged,Assigned,6,2025-11-09 18:02:00
2945,support_request,1000627,current_status,Assigned,In Progress,6,2025-11-10 11:02:00
2946,support_request,1000627,current_status,In Progress,Resolved,6,2025-11-10 22:02:00
2947,support_request,1000627,current_status,Resolved,Closed,6,2025-11-11 21:02:00
2948,support_request,1000628,current_status,,New,77,2025-12-17 09:17:00
2949,support_request,1000628,current_status,New,Triaged,77,2025-12-17 12:17:00
2950,support_request,1000628,current_status,Triaged,Assigned,77,2025-12-18 01:17:00
2951,support_request,1000628,current_status,Assigned,In Progress,77,2025-12-19 09:17:00
2952,support_request,1000628,current_status,In Progress,Resolved,77,2025-12-17 21:17:00
2953,support_request,1000628,current_status,Resolved,Closed,77,2025-12-18 20:17:00
2954,support_request,1000629,current_status,,New,146,2025-05-25 08:23:00
2955,support_request,1000629,current_status,New,Triaged,146,2025-05-25 17:23:00
2956,support_request,1000629,current_status,Triaged,Assigned,146,2025-05-25 14:23:00
2957,support_request,1000629,current_status,Assigned,In Progress,146,2025-05-26 08:23:00
2958,support_request,1000629,current_status,In Progress,Escalated,146,2025-05-28 00:23:00
2959,support_request,1000630,current_status,,New,59,2024-10-07 12:03:00
2960,support_request,1000630,current_status,New,Triaged,59,2024-10-07 21:03:00
2961,support_request,1000630,current_status,Triaged,Assigned,59,2024-10-08 22:03:00
2962,support_request,1000630,current_status,Assigned,In Progress,59,2024-10-09 12:03:00
2963,support_request,1000630,current_status,In Progress,Resolved,59,2024-10-09 08:03:00
2964,support_request,1000631,current_status,,New,122,2024-08-31 11:39:00
2965,support_request,1000631,current_status,New,Triaged,122,2024-08-31 13:39:00
2966,support_request,1000631,current_status,Triaged,Assigned,122,2024-09-01 23:39:00
2967,support_request,1000632,current_status,,New,138,2024-11-24 14:10:00
2968,support_request,1000632,current_status,New,Triaged,138,2024-11-25 02:10:00
2969,support_request,1000632,current_status,Triaged,Assigned,138,2024-11-24 18:10:00
2970,support_request,1000632,current_status,Assigned,In Progress,138,2024-11-26 20:10:00
2971,support_request,1000632,current_status,In Progress,Pending Parent,138,2024-11-25 06:10:00
2972,support_request,1000633,current_status,,New,110,2025-09-24 13:19:00
2973,support_request,1000633,current_status,New,Triaged,110,2025-09-24 22:19:00
2974,support_request,1000633,current_status,Triaged,Assigned,110,2025-09-25 01:19:00
2975,support_request,1000634,current_status,,New,252,2026-06-20 08:21:00
2976,support_request,1000634,current_status,New,Triaged,252,2026-06-20 22:21:00
2977,support_request,1000634,current_status,Triaged,Assigned,252,2026-06-21 16:21:00
2978,support_request,1000634,current_status,Assigned,In Progress,252,2026-06-22 14:21:00
2979,support_request,1000634,current_status,In Progress,Pending Parent,252,2026-06-22 20:21:00
2980,support_request,1000635,current_status,,New,174,2025-05-27 09:09:00
2981,support_request,1000635,current_status,New,Triaged,174,2025-05-27 20:09:00
2982,support_request,1000635,current_status,Triaged,Assigned,174,2025-05-28 17:09:00
2983,support_request,1000636,current_status,,New,168,2026-01-11 08:54:00
2984,support_request,1000636,current_status,New,Triaged,168,2026-01-11 15:54:00
2985,support_request,1000636,current_status,Triaged,Assigned,168,2026-01-12 08:54:00
2986,support_request,1000637,current_status,,New,13,2026-04-13 08:57:00
2987,support_request,1000637,current_status,New,Triaged,13,2026-04-14 00:57:00
2988,support_request,1000637,current_status,Triaged,Assigned,13,2026-04-14 18:57:00
2989,support_request,1000637,current_status,Assigned,In Progress,13,2026-04-15 02:57:00
2990,support_request,1000637,current_status,In Progress,Resolved,13,2026-04-16 04:57:00
2991,support_request,1000638,current_status,,New,135,2024-12-15 13:57:00
2992,support_request,1000638,current_status,New,Triaged,135,2024-12-15 23:57:00
2993,support_request,1000638,current_status,Triaged,Assigned,135,2024-12-16 19:57:00
2994,support_request,1000638,current_status,Assigned,In Progress,135,2024-12-16 01:57:00
2995,support_request,1000638,current_status,In Progress,Resolved,135,2024-12-17 01:57:00
2996,support_request,1000638,current_status,Resolved,Closed,135,2024-12-19 07:57:00
2997,support_request,1000639,current_status,,New,74,2025-05-11 16:06:00
2998,support_request,1000639,current_status,New,Triaged,74,2025-05-11 23:06:00
2999,support_request,1000639,current_status,Triaged,Assigned,74,2025-05-12 22:06:00
3000,support_request,1000639,current_status,Assigned,In Progress,74,2025-05-12 22:06:00
3001,support_request,1000639,current_status,In Progress,Resolved,74,2025-05-13 00:06:00
3002,support_request,1000640,current_status,,New,134,2025-08-10 08:50:00
3003,support_request,1000640,current_status,New,Triaged,134,2025-08-10 15:50:00
3004,support_request,1000640,current_status,Triaged,Assigned,134,2025-08-11 20:50:00
3005,support_request,1000640,current_status,Assigned,In Progress,134,2025-08-11 11:50:00
3006,support_request,1000641,current_status,,New,119,2024-12-08 10:13:00
3007,support_request,1000641,current_status,New,Triaged,119,2024-12-08 12:13:00
3008,support_request,1000641,current_status,Triaged,Assigned,119,2024-12-09 22:13:00
3009,support_request,1000641,current_status,Assigned,In Progress,119,2024-12-09 19:13:00
3010,support_request,1000641,current_status,In Progress,Escalated,119,2024-12-09 18:13:00
3011,support_request,1000642,current_status,,New,31,2025-12-07 15:27:00
3012,support_request,1000642,current_status,New,Triaged,31,2025-12-08 03:27:00
3013,support_request,1000642,current_status,Triaged,Assigned,31,2025-12-08 03:27:00
3014,support_request,1000642,current_status,Assigned,In Progress,31,2025-12-08 00:27:00
3015,support_request,1000643,current_status,,New,159,2025-08-31 12:34:00
3016,support_request,1000643,current_status,New,Triaged,159,2025-09-01 01:34:00
3017,support_request,1000643,current_status,Triaged,Assigned,159,2025-09-01 12:34:00
3018,support_request,1000643,current_status,Assigned,In Progress,159,2025-09-01 15:34:00
3019,support_request,1000643,current_status,In Progress,Pending Parent,159,2025-09-02 04:34:00
3020,support_request,1000644,current_status,,New,76,2025-07-01 12:40:00
3021,support_request,1000644,current_status,New,Triaged,76,2025-07-01 14:40:00
3022,support_request,1000644,current_status,Triaged,Assigned,76,2025-07-01 16:40:00
3023,support_request,1000645,current_status,,New,75,2025-07-04 08:55:00
3024,support_request,1000645,current_status,New,Triaged,75,2025-07-04 13:55:00
3025,support_request,1000645,current_status,Triaged,Assigned,75,2025-07-04 18:55:00
3026,support_request,1000645,current_status,Assigned,In Progress,75,2025-07-05 14:55:00
3027,support_request,1000645,current_status,In Progress,Escalated,75,2025-07-06 00:55:00
3028,support_request,1000646,current_status,,New,24,2024-10-10 08:41:00
3029,support_request,1000646,current_status,New,Triaged,24,2024-10-10 14:41:00
3030,support_request,1000646,current_status,Triaged,Assigned,24,2024-10-11 06:41:00
3031,support_request,1000646,current_status,Assigned,In Progress,24,2024-10-12 14:41:00
3032,support_request,1000646,current_status,In Progress,Escalated,24,2024-10-10 16:41:00
3033,support_request,1000647,current_status,,New,268,2025-06-16 16:35:00
3034,support_request,1000647,current_status,New,Triaged,268,2025-06-17 04:35:00
3035,support_request,1000647,current_status,Triaged,Assigned,268,2025-06-17 06:35:00
3036,support_request,1000647,current_status,Assigned,In Progress,268,2025-06-16 22:35:00
3037,support_request,1000647,current_status,In Progress,Escalated,268,2025-06-17 04:35:00
3038,support_request,1000648,current_status,,New,115,2025-03-27 16:13:00
3039,support_request,1000648,current_status,New,Triaged,115,2025-03-28 05:13:00
3040,support_request,1000648,current_status,Triaged,Assigned,115,2025-03-28 04:13:00
3041,support_request,1000648,current_status,Assigned,In Progress,115,2025-03-27 22:13:00
3042,support_request,1000648,current_status,In Progress,Resolved,115,2025-03-28 16:13:00
3043,support_request,1000649,current_status,,New,175,2025-12-17 16:16:00
3044,support_request,1000649,current_status,New,Triaged,175,2025-12-18 06:16:00
3045,support_request,1000649,current_status,Triaged,Assigned,175,2025-12-18 08:16:00
3046,support_request,1000649,current_status,Assigned,In Progress,175,2025-12-19 13:16:00
3047,support_request,1000649,current_status,In Progress,Escalated,175,2025-12-20 12:16:00
3048,support_request,1000650,current_status,,New,159,2025-12-05 14:18:00
3049,support_request,1000650,current_status,New,Triaged,159,2025-12-06 04:18:00
3050,support_request,1000650,current_status,Triaged,Assigned,159,2025-12-06 16:18:00
3051,support_request,1000651,current_status,,New,49,2024-10-19 09:48:00
3052,support_request,1000651,current_status,New,Triaged,49,2024-10-19 17:48:00
3053,support_request,1000651,current_status,Triaged,Assigned,49,2024-10-19 21:48:00
3054,support_request,1000651,current_status,Assigned,In Progress,49,2024-10-21 00:48:00
3055,support_request,1000651,current_status,In Progress,Escalated,49,2024-10-20 13:48:00
3056,support_request,1000652,current_status,,New,75,2025-09-24 08:58:00
3057,support_request,1000652,current_status,New,Triaged,75,2025-09-24 21:58:00
3058,support_request,1000652,current_status,Triaged,Assigned,75,2025-09-25 10:58:00
3059,support_request,1000652,current_status,Assigned,In Progress,75,2025-09-25 11:58:00
3060,support_request,1000652,current_status,In Progress,Pending Parent,75,2025-09-25 04:58:00
3061,support_request,1000653,current_status,,New,43,2025-04-11 13:24:00
3062,support_request,1000653,current_status,New,Triaged,43,2025-04-12 05:24:00
3063,support_request,1000653,current_status,Triaged,Assigned,43,2025-04-12 09:24:00
3064,support_request,1000653,current_status,Assigned,In Progress,43,2025-04-13 13:24:00
3065,support_request,1000654,current_status,,New,151,2025-12-11 15:20:00
3066,support_request,1000654,current_status,New,Triaged,151,2025-12-12 03:20:00
3067,support_request,1000654,current_status,Triaged,Assigned,151,2025-12-13 03:20:00
3068,support_request,1000654,current_status,Assigned,In Progress,151,2025-12-13 21:20:00
3069,support_request,1000655,current_status,,New,125,2025-07-04 09:36:00
3070,support_request,1000655,current_status,New,Triaged,125,2025-07-04 19:36:00
3071,support_request,1000655,current_status,Triaged,Assigned,125,2025-07-04 21:36:00
3072,support_request,1000655,current_status,Assigned,In Progress,125,2025-07-04 18:36:00
3073,support_request,1000655,current_status,In Progress,Resolved,125,2025-07-05 05:36:00
3074,support_request,1000656,current_status,,New,24,2025-05-20 11:19:00
3075,support_request,1000656,current_status,New,Triaged,24,2025-05-20 22:19:00
3076,support_request,1000656,current_status,Triaged,Assigned,24,2025-05-21 13:19:00
3077,support_request,1000656,current_status,Assigned,In Progress,24,2025-05-21 20:19:00
3078,support_request,1000656,current_status,In Progress,Pending Parent,24,2025-05-21 23:19:00
3079,support_request,1000657,current_status,,New,86,2025-01-16 16:49:00
3080,support_request,1000657,current_status,New,Triaged,86,2025-01-17 07:49:00
3081,support_request,1000657,current_status,Triaged,Assigned,86,2025-01-18 04:49:00
3082,support_request,1000657,current_status,Assigned,In Progress,86,2025-01-18 10:49:00
3083,support_request,1000657,current_status,In Progress,Pending Parent,86,2025-01-19 16:49:00
3084,support_request,1000658,current_status,,New,169,2025-12-24 08:07:00
3085,support_request,1000658,current_status,New,Triaged,169,2025-12-24 12:07:00
3086,support_request,1000658,current_status,Triaged,Assigned,169,2025-12-24 22:07:00
3087,support_request,1000658,current_status,Assigned,In Progress,169,2025-12-24 23:07:00
3088,support_request,1000658,current_status,In Progress,Resolved,169,2025-12-27 04:07:00
3089,support_request,1000659,current_status,,New,87,2026-05-17 10:05:00
3090,support_request,1000659,current_status,New,Triaged,87,2026-05-18 03:05:00
3091,support_request,1000659,current_status,Triaged,Assigned,87,2026-05-18 20:05:00
3092,support_request,1000659,current_status,Assigned,In Progress,87,2026-05-18 13:05:00
3093,support_request,1000660,current_status,,New,5,2026-04-26 14:52:00
3094,support_request,1000660,current_status,New,Triaged,5,2026-04-27 03:52:00
3095,support_request,1000660,current_status,Triaged,Assigned,5,2026-04-27 14:52:00
3096,support_request,1000660,current_status,Assigned,In Progress,5,2026-04-27 11:52:00
3097,support_request,1000660,current_status,In Progress,Resolved,5,2026-04-29 14:52:00
3098,support_request,1000661,current_status,,New,193,2025-05-02 12:07:00
3099,support_request,1000661,current_status,New,Triaged,193,2025-05-02 14:07:00
3100,support_request,1000661,current_status,Triaged,Assigned,193,2025-05-02 18:07:00
3101,support_request,1000661,current_status,Assigned,In Progress,193,2025-05-04 03:07:00
3102,support_request,1000661,current_status,In Progress,Escalated,193,2025-05-03 16:07:00
3103,support_request,1000662,current_status,,New,252,2025-04-27 09:22:00
3104,support_request,1000662,current_status,New,Triaged,252,2025-04-27 23:22:00
