intervention_id,request_id,intervention_type,intervention_date,recorded_by_user_id
1271,1003878,Resource referral,2025-11-09,167
1272,1003881,Peer mediation,2026-06-17,182
1273,1003883,Administrative review,2026-04-19,155
1274,1003884,Administrative review,2024-12-11,117
1275,1003885,Peer mediation,2025-03-27,125
1276,1003887,Peer mediation,2025-12-02,221
1277,1003896,Peer mediation,2025-09-29,171
1278,1003897,Counselor meeting,2025-03-13,62
1279,1003899,Administrative review,2025-03-23,41
1280,1003903,Peer mediation,2026-01-02,258
1281,1003906,Counselor meeting,2026-05-21,49
1282,1003912,Resource referral,2025-04-14,182
1283,1003915,Resource referral,2025-01-14,71
1284,1003917,Counselor meeting,2025-04-16,150
1285,1003923,Resource referral,2026-04-02,136
1286,1003926,Peer mediation,2025-03-04,249
1287,1003928,Counselor meeting,2024-09-14,118
1288,1003931,Resource referral,2024-12-02,91
1289,1003935,Resource referral,2026-04-03,75
1290,1003938,Resource referral,2026-02-24,226
1291,1003940,Counselor meeting,2024-12-21,149
1292,1003946,Resource referral,2025-07-21,80
1293,1003947,Parent outreach,2024-11-13,81
1294,1003952,Administrative review,2025-10-30,17
1295,1003954,Resource referral,2024-10-19,271
1296,1003965,Parent outreach,2025-12-09,39
1297,1003969,Peer mediation,2024-10-26,50
1298,1003970,Administrative review,2025-08-27,182
1299,1003974,Peer mediation,2025-10-18,218
1300,1003983,Peer mediation,2026-01-03,136
1301,1003991,Counselor meeting,2025-09-06,100
1302,1003994,Counselor meeting,2025-03-06,115
1303,1004000,Administrative review,2025-04-04,265
1304,1004002,Administrative review,2024-11-10,179
1305,1004003,Administrative review,2024-11-23,257
1306,1004006,Parent outreach,2025-03-02,212
1307,1004007,Resource referral,2025-08-01,12
1308,1004010,Resource referral,2026-01-27,130
1309,1004013,Resource referral,2026-01-06,95
1310,1004019,Counselor meeting,2025-01-15,81
1311,1004022,Administrative review,2025-06-18,84
1312,1004027,Peer mediation,2025-12-12,59
1313,1004030,Peer mediation,2024-11-05,151
1314,1004033,Peer mediation,2025-02-22,115
1315,1004042,Parent outreach,2024-11-30,144
1316,1004043,Peer mediation,2025-01-13,114
1317,1004045,Resource referral,2025-05-20,207
1318,1004047,Counselor meeting,2025-10-21,76
1319,1004048,Parent outreach,2026-05-19,75
1320,1004049,Parent outreach,2025-01-14,168
1321,1004050,Administrative review,2025-11-20,196
1322,1004051,Resource referral,2025-11-13,134
1323,1004052,Counselor meeting,2025-03-01,56
1324,1004071,Peer mediation,2024-09-08,72
1325,1004072,Resource referral,2025-12-14,22
1326,1004073,Peer mediation,2025-10-31,248
1327,1004077,Parent outreach,2026-05-19,142
1328,1004078,Counselor meeting,2025-11-06,187
1329,1004079,Administrative review,2026-03-15,41
1330,1004087,Peer mediation,2025-05-30,121
1331,1004090,Counselor meeting,2024-12-20,85
1332,1004091,Counselor meeting,2026-07-12,35
1333,1004093,Resource referral,2026-01-15,203
1334,1004095,Resource referral,2026-04-28,260
1335,1004100,Administrative review,2025-11-22,180
1336,1004102,Resource referral,2026-01-25,37
1337,1004104,Counselor meeting,2024-11-15,214
1338,1004105,Administrative review,2025-03-14,174
1339,1004108,Parent outreach,2025-01-28,138
1340,1004109,Peer mediation,2024-11-04,216
1341,1004110,Administrative review,2025-02-18,159
1342,1004111,Resource referral,2025-08-13,13
1343,1004112,Counselor meeting,2026-01-23,45
1344,1004122,Counselor meeting,2024-12-25,54
1345,1004123,Peer mediation,2025-07-24,96
1346,1004132,Peer mediation,2025-03-30,38
1347,1004134,Resource referral,2025-01-15,176
1348,1004137,Peer mediation,2026-04-29,33
1349,1004142,Counselor meeting,2026-04-29,213
1350,1004144,Counselor meeting,2025-02-12,203
1351,1004148,Peer mediation,2025-02-23,133
1352,1004149,Peer mediation,2026-05-25,32
1353,1004150,Peer mediation,2024-10-19,186
1354,1004153,Resource referral,2026-06-02,80
1355,1004156,Administrative review,2025-09-25,79
1356,1004157,Resource referral,2026-03-09,48
1357,1004158,Peer mediation,2026-06-11,132
1358,1004160,Peer mediation,2025-11-04,166
1359,1004161,Resource referral,2025-05-14,212
1360,1004163,Resource referral,2025-10-20,140
1361,1004164,Parent outreach,2025-09-08,216
1362,1004166,Counselor meeting,2025-09-13,61
1363,1004174,Administrative review,2024-10-18,272
1364,1004177,Parent outreach,2025-02-02,264
1365,1004183,Administrative review,2024-12-08,41
1366,1004184,Resource referral,2024-10-16,66
1367,1004185,Counselor meeting,2026-06-06,101
1368,1004186,Peer mediation,2024-10-01,21
1369,1004187,Administrative review,2026-05-23,272
1370,1004189,Resource referral,2025-03-18,160
1371,1004190,Parent outreach,2025-11-01,129
1372,1004195,Parent outreach,2024-12-23,72
1373,1004197,Administrative review,2024-08-23,135
1374,1004199,Counselor meeting,2025-10-30,68
1375,1004202,Peer mediation,2026-04-23,213
1376,1004204,Resource referral,2025-07-06,109
1377,1004205,Administrative review,2024-09-13,126
1378,1004208,Resource referral,2025-10-17,174
1379,1004213,Administrative review,2024-09-03,180
1380,1004215,Resource referral,2026-03-03,71
1381,1004217,Administrative review,2025-03-03,16
1382,1004218,Counselor meeting,2024-12-31,41
1383,1004222,Parent outreach,2026-06-16,12
1384,1004227,Peer mediation,2025-07-07,66
1385,1004236,Resource referral,2025-09-17,55
1386,1004242,Parent outreach,2026-07-08,174
1387,1004243,Administrative review,2026-04-23,127
1388,1004250,Administrative review,2026-04-09,257
1389,1004255,Counselor meeting,2026-02-06,46
1390,1004259,Counselor meeting,2024-10-21,96
1391,1004262,Counselor meeting,2025-02-27,53
1392,1004264,Administrative review,2025-06-01,18
1393,1004265,Parent outreach,2025-07-25,157
1394,1004266,Administrative review,2026-03-07,132
1395,1004272,Administrative review,2026-01-02,93
1396,1004273,Counselor meeting,2026-04-19,141
1397,1004274,Counselor meeting,2025-11-14,81
1398,1004275,Administrative review,2024-12-12,62
1399,1004277,Resource referral,2025-12-10,69
1400,1004278,Resource referral,2026-04-29,171
1401,1004280,Resource referral,2025-01-08,186
1402,1004282,Resource referral,2025-09-18,25
1403,1004291,Resource referral,2025-06-29,213
1404,1004293,Peer mediation,2025-08-13,265
1405,1004294,Resource referral,2025-10-04,245
1406,1004295,Peer mediation,2024-11-11,163
1407,1004297,Parent outreach,2025-03-14,65
1408,1004304,Parent outreach,2024-09-10,129
1409,1004308,Parent outreach,2024-12-14,160
1410,1004317,Peer mediation,2025-01-19,212
1411,1004323,Resource referral,2025-10-23,74
1412,1004324,Administrative review,2025-12-01,122
1413,1004325,Peer mediation,2024-11-09,181
1414,1004327,Counselor meeting,2026-02-08,162
1415,1004329,Resource referral,2024-11-02,138
1416,1004330,Counselor meeting,2025-07-17,49
1417,1004332,Counselor meeting,2026-06-15,32
1418,1004337,Parent outreach,2026-05-10,214
1419,1004338,Administrative review,2025-10-04,106
1420,1004340,Parent outreach,2025-01-31,102
1421,1004344,Parent outreach,2026-07-06,106
1422,1004346,Administrative review,2024-10-02,119
1423,1004352,Resource referral,2026-02-06,180
1424,1004362,Administrative review,2026-07-12,48
1425,1004364,Parent outreach,2026-06-13,137
1426,1004366,Peer mediation,2025-07-04,68
1427,1004367,Peer mediation,2026-06-03,48
1428,1004368,Administrative review,2026-03-11,208
1429,1004372,Counselor meeting,2025-02-23,22
1430,1004373,Peer mediation,2026-05-24,102
1431,1004379,Parent outreach,2024-10-15,79
1432,1004382,Peer mediation,2025-11-25,264
1433,1004387,Administrative review,2025-06-05,55
1434,1004391,Peer mediation,2025-07-11,114
1435,1004394,Peer mediation,2026-06-25,161
1436,1004395,Counselor meeting,2026-06-09,81
1437,1004397,Resource referral,2025-05-07,210
1438,1004399,Counselor meeting,2024-08-30,42
1439,1004401,Parent outreach,2025-03-05,167
1440,1004402,Resource referral,2025-04-24,31
1441,1004404,Administrative review,2025-05-10,84
1442,1004407,Parent outreach,2025-11-25,86
1443,1004408,Resource referral,2026-02-22,25
1444,1004415,Peer mediation,2026-01-30,103
1445,1004419,Parent outreach,2026-06-19,125
1446,1004425,Counselor meeting,2025-05-23,89
1447,1004429,Resource referral,2025-12-07,45
1448,1004432,Peer mediation,2025-01-12,174
1449,1004437,Peer mediation,2025-05-28,163
1450,1004439,Administrative review,2025-11-26,193
1451,1004444,Resource referral,2026-04-09,75
1452,1004449,Resource referral,2026-05-01,218
1453,1004452,Resource referral,2025-10-11,125
1454,1004454,Parent outreach,2024-08-30,212
1455,1004463,Parent outreach,2024-12-09,26
1456,1004464,Peer mediation,2025-02-24,154
1457,1004465,Administrative review,2025-03-04,264
1458,1004466,Administrative review,2025-03-11,81
1459,1004467,Counselor meeting,2025-12-31,56
1460,1004469,Peer mediation,2025-11-01,58
1461,1004472,Administrative review,2024-09-18,37
1462,1004473,Resource referral,2025-11-29,46
1463,1004477,Counselor meeting,2024-10-01,8
1464,1004478,Counselor meeting,2024-10-15,216
1465,1004479,Parent outreach,2026-06-29,245
1466,1004480,Administrative review,2026-01-04,20
1467,1004483,Peer mediation,2025-02-08,44
1468,1004486,Peer mediation,2026-02-11,47
1469,1004490,Peer mediation,2026-04-18,84
1470,1004491,Counselor meeting,2025-07-23,179
1471,1004493,Peer mediation,2026-01-13,227
1472,1004495,Resource referral,2025-12-27,112
1473,1004504,Resource referral,2025-09-07,108
1474,1004516,Counselor meeting,2024-12-01,145
1475,1004528,Peer mediation,2024-12-21,25
1476,1004530,Parent outreach,2025-06-17,146
1477,1004531,Administrative review,2024-10-23,107
1478,1004534,Counselor meeting,2025-08-25,100
1479,1004543,Peer mediation,2025-07-09,271
1480,1004545,Parent outreach,2025-09-27,187
1481,1004546,Resource referral,2025-03-30,237
1482,1004547,Counselor meeting,2026-04-15,271
1483,1004548,Counselor meeting,2026-06-11,1
1484,1004549,Parent outreach,2025-01-05,173
1485,1004552,Peer mediation,2026-03-05,48
1486,1004553,Administrative review,2024-11-30,77
1487,1004554,Parent outreach,2026-06-21,134
1488,1004557,Counselor meeting,2024-09-12,94
1489,1004559,Administrative review,2026-02-16,180
1490,1004560,Administrative review,2025-10-15,170
1491,1004562,Parent outreach,2025-10-30,257
1492,1004566,Counselor meeting,2024-10-09,237
1493,1004568,Resource referral,2025-11-05,26
1494,1004572,Peer mediation,2025-07-05,74
1495,1004576,Counselor meeting,2025-10-04,171
1496,1004578,Administrative review,2024-12-27,62
1497,1004589,Counselor meeting,2026-03-17,82
1498,1004591,Counselor meeting,2025-05-23,61
1499,1004592,Parent outreach,2024-09-08,97
1500,1004596,Administrative review,2025-02-23,42
1501,1004604,Counselor meeting,2025-02-22,66
1502,1004608,Peer mediation,2024-12-08,103
1503,1004609,Resource referral,2024-11-23,83
1504,1004611,Parent outreach,2025-06-15,159
1505,1004612,Parent outreach,2025-01-26,76
1506,1004614,Counselor meeting,2024-11-01,55
1507,1004620,Counselor meeting,2025-09-25,79
1508,1004624,Peer mediation,2025-01-05,164
1509,1004627,Counselor meeting,2025-05-07,62
1510,1004636,Resource referral,2025-04-23,138
1511,1004638,Parent outreach,2026-01-12,147
1512,1004642,Counselor meeting,2026-01-28,80
1513,1004649,Resource referral,2024-11-19,99
1514,1004652,Counselor meeting,2025-01-25,123
1515,1004653,Resource referral,2026-02-20,33
1516,1004656,Peer mediation,2025-10-31,88
1517,1004657,Parent outreach,2026-01-14,219
1518,1004665,Administrative review,2026-02-22,159
1519,1004670,Counselor meeting,2026-05-29,59
1520,1004675,Administrative review,2024-11-22,76
1521,1004687,Resource referral,2025-01-21,136
1522,1004691,Resource referral,2025-01-19,94
1523,1004693,Peer mediation,2025-09-28,184
1524,1004695,Administrative review,2025-09-01,78
1525,1004703,Peer mediation,2024-12-20,87
1526,1004704,Counselor meeting,2024-12-02,52
1527,1004705,Peer mediation,2025-03-25,128
1528,1004707,Administrative review,2026-02-15,71
1529,1004710,Resource referral,2026-05-20,237
1530,1004711,Peer mediation,2025-03-24,184
1531,1004715,Peer mediation,2025-03-20,169
1532,1004722,Administrative review,2025-08-07,159
1533,1004727,Peer mediation,2025-04-11,65
1534,1004728,Administrative review,2026-03-16,111
1535,1004730,Resource referral,2024-11-02,19
1536,1004731,Peer mediation,2024-09-04,58
1537,1004734,Parent outreach,2025-02-15,62
1538,1004736,Peer mediation,2025-05-30,7
1539,1004737,Counselor meeting,2026-04-08,142
1540,1004738,Counselor meeting,2025-05-09,25
1541,1004742,Parent outreach,2026-06-06,237
1542,1004747,Parent outreach,2025-03-13,214
1543,1004748,Peer mediation,2024-12-29,196
1544,1004751,Counselor meeting,2026-04-16,2
1545,1004752,Parent outreach,2024-12-26,127
1546,1004755,Counselor meeting,2025-11-16,160
1547,1004758,Counselor meeting,2025-01-29,21
1548,1004761,Administrative review,2025-09-28,237
1549,1004766,Resource referral,2026-06-29,4
1550,1004772,Administrative review,2025-04-19,52
1551,1004773,Peer mediation,2025-01-18,13
1552,1004774,Peer mediation,2024-11-17,55
1553,1004778,Counselor meeting,2025-10-09,170
1554,1004781,Peer mediation,2024-10-27,129
1555,1004783,Administrative review,2025-12-07,93
1556,1004787,Resource referral,2025-12-02,252
1557,1004788,Administrative review,2025-06-03,164
1558,1004792,Peer mediation,2025-04-29,33
1559,1004795,Administrative review,2026-04-07,237
1560,1004798,Parent outreach,2024-12-12,106
1561,1004799,Counselor meeting,2025-03-19,62
1562,1004801,Counselor meeting,2024-09-11,226
1563,1004803,Counselor meeting,2024-10-30,245
1564,1004804,Peer mediation,2024-12-16,122
1565,1004805,Administrative review,2024-10-19,118
1566,1004806,Counselor meeting,2025-01-23,150
1567,1004810,Counselor meeting,2024-10-16,49
1568,1004812,Administrative review,2025-12-30,218
1569,1004818,Resource referral,2025-12-21,184
1570,1004823,Administrative review,2025-12-22,102
1571,1004826,Resource referral,2025-07-14,85
1572,1004831,Resource referral,2025-12-15,39
1573,1004837,Peer mediation,2026-05-10,184
1574,1004838,Administrative review,2026-05-16,6
1575,1004840,Peer mediation,2026-05-19,210
1576,1004843,Administrative review,2025-10-07,84
1577,1004847,Administrative review,2025-06-13,32
1578,1004848,Peer mediation,2026-06-21,168
1579,1004849,Resource referral,2025-01-01,93
1580,1004851,Administrative review,2026-01-17,176
1581,1004854,Administrative review,2026-02-03,100
1582,1004855,Administrative review,2026-01-26,42
1583,1004858,Parent outreach,2025-04-15,148
1584,1004862,Peer mediation,2026-01-06,59
1585,1004863,Administrative review,2025-04-10,148
1586,1004864,Counselor meeting,2025-07-20,221
1587,1004865,Parent outreach,2025-02-06,208
1588,1004866,Administrative review,2026-01-08,74
1589,1004868,Resource referral,2024-09-28,113
1590,1004871,Counselor meeting,2026-05-26,53
1591,1004881,Counselor meeting,2025-12-13,101
1592,1004882,Peer mediation,2024-09-08,65
1593,1004884,Peer mediation,2025-02-28,65
1594,1004888,Counselor meeting,2025-06-14,101
1595,1004889,Counselor meeting,2025-09-27,145
1596,1004893,Parent outreach,2025-03-27,121
1597,1004897,Resource referral,2026-04-15,5
1598,1004903,Resource referral,2026-02-17,184
1599,1004904,Counselor meeting,2024-11-05,31
1600,1004907,Parent outreach,2026-05-30,164
1601,1004910,Administrative review,2025-02-24,23
1602,1004911,Resource referral,2025-04-07,182
1603,1004915,Counselor meeting,2026-03-23,161
1604,1004922,Resource referral,2025-11-19,118
1605,1004923,Administrative review,2025-12-27,9
1606,1004925,Counselor meeting,2025-09-15,52
1607,1004928,Resource referral,2024-10-23,29
1608,1004934,Resource referral,2026-03-25,152
1609,1004938,Parent outreach,2024-11-03,87
1610,1004942,Administrative review,2024-12-07,120
1611,1004945,Resource referral,2025-07-16,18
1612,1004953,Administrative review,2024-09-23,208
1613,1004957,Resource referral,2026-07-06,143
1614,1004959,Counselor meeting,2025-07-14,268
1615,1004960,Counselor meeting,2024-11-30,153
1616,1004966,Resource referral,2026-05-22,98
1617,1004967,Peer mediation,2026-05-04,82
1618,1004969,Administrative review,2025-08-14,37
1619,1004973,Resource referral,2025-10-24,153
1620,1004975,Parent outreach,2025-03-24,112
1621,1004979,Administrative review,2025-05-27,105
1622,1004985,Peer mediation,2025-10-03,21
1623,1004989,Resource referral,2025-04-19,174
1624,1004990,Parent outreach,2025-07-24,26
1625,1004991,Resource referral,2025-03-05,146
1626,1004993,Counselor meeting,2025-03-11,249
1627,1004996,Counselor meeting,2026-06-20,21
1628,1004997,Parent outreach,2024-11-12,31
1629,1004999,Counselor meeting,2025-01-10,62
1630,1005001,Counselor meeting,2026-05-05,108
1631,1005002,Peer mediation,2025-04-19,13
1632,1005003,Counselor meeting,2024-11-26,16
1633,1005015,Peer mediation,2024-08-25,171
1634,1005021,Peer mediation,2026-07-05,133
1635,1005029,Counselor meeting,2025-05-14,37
1636,1005030,Resource referral,2026-04-14,36
1637,1005032,Peer mediation,2025-12-01,208
1638,1005035,Parent outreach,2025-11-10,260
1639,1005036,Parent outreach,2024-09-15,8
1640,1005037,Administrative review,2024-11-10,1
1641,1005038,Counselor meeting,2024-12-23,13
1642,1005039,Administrative review,2026-04-22,27
1643,1005041,Administrative review,2025-10-20,143
1644,1005042,Resource referral,2024-11-15,36
1645,1005043,Resource referral,2024-10-11,120
1646,1005044,Peer mediation,2025-10-16,196
1647,1005046,Parent outreach,2025-06-02,168
1648,1005050,Parent outreach,2025-02-26,154
1649,1005051,Parent outreach,2025-11-04,179
1650,1005054,Counselor meeting,2025-03-08,62
1651,1005057,Resource referral,2024-12-20,51
1652,1005058,Parent outreach,2024-10-24,61
1653,1005062,Parent outreach,2025-02-21,172
1654,1005065,Administrative review,2026-01-13,265
1655,1005070,Resource referral,2024-11-09,115
1656,1005072,Parent outreach,2025-08-05,227
1657,1005079,Counselor meeting,2025-11-20,1
1658,1005080,Parent outreach,2024-12-29,213
1659,1005081,Parent outreach,2026-06-10,18
1660,1005084,Resource referral,2025-03-27,207
1661,1005085,Parent outreach,2026-04-02,86
1662,1005086,Counselor meeting,2024-11-18,149
1663,1005087,Parent outreach,2024-12-17,12
1664,1005089,Resource referral,2025-06-30,157
1665,1005090,Peer mediation,2025-06-05,17
1666,1005092,Peer mediation,2026-05-21,11
1667,1005093,Administrative review,2025-02-14,40
1668,1005098,Resource referral,2026-01-13,258
1669,1005110,Parent outreach,2025-02-17,265
1670,1005113,Peer mediation,2025-12-17,1
1671,1005115,Administrative review,2025-04-02,174
1672,1005116,Administrative review,2025-04-10,21
1673,1005118,Resource referral,2026-03-10,144
1674,1005121,Counselor meeting,2025-08-25,159
1675,1005123,Peer mediation,2024-11-18,150
1676,1005124,Resource referral,2026-02-09,257
1677,1005130,Counselor meeting,2025-10-25,80
1678,1005132,Resource referral,2025-06-28,163
1679,1005134,Counselor meeting,2025-06-09,79
1680,1005136,Resource referral,2026-04-25,86
1681,1005138,Counselor meeting,2024-09-08,57
1682,1005139,Counselor meeting,2026-03-26,150
1683,1005144,Counselor meeting,2025-01-02,1
1684,1005147,Parent outreach,2026-01-02,7
1685,1005148,Administrative review,2024-12-26,13
1686,1005152,Peer mediation,2024-09-10,203
1687,1005153,Peer mediation,2026-02-22,97
1688,1005154,Peer mediation,2025-02-04,15
1689,1005159,Administrative review,2025-03-05,127
1690,1005161,Counselor meeting,2025-02-15,257
1691,1005162,Administrative review,2025-05-18,208
1692,1005166,Peer mediation,2024-10-30,187
1693,1005167,Parent outreach,2025-01-04,99
1694,1005170,Counselor meeting,2026-05-18,9
1695,1005172,Peer mediation,2026-02-01,92
1696,1005179,Counselor meeting,2025-11-14,181
1697,1005182,Peer mediation,2026-02-19,121
1698,1005183,Peer mediation,2024-12-21,9
1699,1005184,Administrative review,2026-03-14,63
1700,1005188,Administrative review,2025-09-24,82
1701,1005189,Peer mediation,2025-04-08,144
1702,1005190,Peer mediation,2026-04-10,143
1703,1005191,Administrative review,2026-04-17,216
1704,1005196,Resource referral,2025-03-30,14
1705,1005198,Resource referral,2026-01-26,96
1706,1005203,Counselor meeting,2025-08-23,50
1707,1005216,Parent outreach,2025-02-05,95
1708,1005219,Counselor meeting,2025-08-23,220
1709,1005220,Administrative review,2025-02-28,31
1710,1005226,Peer mediation,2024-12-13,101
1711,1005227,Resource referral,2024-09-25,176
1712,1005232,Resource referral,2025-05-05,6
1713,1005234,Parent outreach,2025-09-11,159
1714,1005236,Administrative review,2025-02-07,87
1715,1005237,Counselor meeting,2025-03-28,170
1716,1005249,Peer mediation,2025-04-08,151
1717,1005252,Resource referral,2025-04-11,122
1718,1005254,Resource referral,2025-03-01,56
1719,1005258,Counselor meeting,2026-04-08,260
1720,1005260,Resource referral,2025-04-10,9
1721,1005263,Resource referral,2026-01-19,87
1722,1005268,Counselor meeting,2026-02-16,264
1723,1005273,Peer mediation,2025-07-25,187
1724,1005277,Parent outreach,2026-03-20,138
1725,1005278,Counselor meeting,2026-07-07,50
1726,1005279,Counselor meeting,2025-12-05,99
1727,1005282,Administrative review,2025-05-01,268
1728,1005285,Counselor meeting,2024-10-21,143
1729,1005291,Resource referral,2025-06-23,53
1730,1005292,Parent outreach,2026-06-26,214
1731,1005298,Administrative review,2026-02-06,161
1732,1005300,Counselor meeting,2025-03-28,117
1733,1005302,Administrative review,2025-09-24,170
1734,1005308,Parent outreach,2025-07-08,5
1735,1005312,Counselor meeting,2025-10-15,216
1736,1005318,Peer mediation,2025-04-26,64
1737,1005321,Resource referral,2025-05-06,171
1738,1005322,Administrative review,2026-04-03,173
1739,1005325,Administrative review,2025-12-19,146
1740,1005326,Peer mediation,2026-06-07,138
1741,1005327,Counselor meeting,2025-12-11,24
1742,1005333,Parent outreach,2025-09-10,42
1743,1005336,Resource referral,2026-05-07,248
1744,1005340,Administrative review,2025-07-22,92
1745,1005342,Parent outreach,2025-11-06,161
1746,1005343,Administrative review,2024-11-12,75
1747,1005344,Counselor meeting,2024-12-03,145
1748,1005352,Parent outreach,2026-06-19,174
1749,1005357,Peer mediation,2025-07-13,169
1750,1005364,Parent outreach,2025-05-30,141
1751,1005365,Parent outreach,2025-12-31,180
1752,1005373,Counselor meeting,2025-11-22,12
1753,1005378,Administrative review,2025-02-27,131
1754,1005381,Peer mediation,2025-02-06,102
1755,1005382,Resource referral,2025-08-11,214
1756,1005384,Peer mediation,2025-12-19,47
1757,1005387,Counselor meeting,2024-12-27,10
1758,1005388,Administrative review,2024-12-16,94
1759,1005391,Parent outreach,2025-09-29,36
1760,1005394,Counselor meeting,2024-11-09,268
1761,1005395,Resource referral,2024-11-10,70
1762,1005403,Counselor meeting,2025-12-18,151
1763,1005404,Resource referral,2024-10-08,184
1764,1005406,Administrative review,2025-09-23,72
1765,1005411,Administrative review,2025-02-16,120
1766,1005414,Administrative review,2024-10-06,15
1767,1005416,Administrative review,2025-02-16,132
1768,1005418,Resource referral,2025-05-03,54
1769,1005421,Peer mediation,2026-05-11,92
1770,1005426,Resource referral,2025-03-04,110
1771,1005431,Peer mediation,2026-02-03,144
1772,1005434,Resource referral,2025-03-07,81
1773,1005435,Resource referral,2025-04-04,2
1774,1005437,Resource referral,2025-09-14,203
1775,1005438,Peer mediation,2025-04-14,43
1776,1005439,Parent outreach,2024-11-17,151
1777,1005441,Resource referral,2024-09-22,3
1778,1005446,Resource referral,2024-10-18,156
1779,1005453,Administrative review,2026-05-23,161
1780,1005461,Counselor meeting,2024-12-03,130
1781,1005464,Counselor meeting,2025-11-01,142
1782,1005470,Administrative review,2026-04-18,237
1783,1005475,Peer mediation,2025-03-21,189
1784,1005477,Counselor meeting,2026-05-29,103
1785,1005484,Resource referral,2025-09-06,63
1786,1005486,Peer mediation,2025-03-05,161
1787,1005487,Counselor meeting,2025-04-13,197
1788,1005488,Counselor meeting,2025-10-27,10
1789,1005489,Peer mediation,2025-10-01,96
1790,1005490,Administrative review,2025-05-14,25
1791,1005494,Peer mediation,2026-06-09,258
1792,1005498,Peer mediation,2025-01-19,85
1793,1005500,Peer mediation,2025-04-09,16
1794,1005502,Peer mediation,2026-04-21,42
1795,1005505,Administrative review,2025-07-12,144
1796,1005506,Parent outreach,2025-05-11,171
1797,1005509,Resource referral,2025-10-01,108
1798,1005512,Resource referral,2024-12-23,127
1799,1005513,Parent outreach,2025-02-28,20
1800,1005516,Administrative review,2026-05-17,73
1801,1005518,Counselor meeting,2024-09-23,12
1802,1005522,Counselor meeting,2025-01-18,5
1803,1005525,Administrative review,2025-09-16,130
1804,1005534,Counselor meeting,2026-05-05,21
1805,1005536,Peer mediation,2024-11-23,59
1806,1005543,Parent outreach,2024-09-05,71
1807,1005546,Parent outreach,2026-06-02,2
1808,1005550,Peer mediation,2024-11-08,181
1809,1005555,Parent outreach,2024-10-11,106
1810,1005558,Peer mediation,2026-03-09,58
1811,1005561,Counselor meeting,2024-10-24,60
1812,1005563,Parent outreach,2026-06-02,54
1813,1005566,Counselor meeting,2024-11-15,9
1814,1005568,Resource referral,2025-07-10,109
1815,1005569,Peer mediation,2025-08-11,148
1816,1005570,Counselor meeting,2026-03-12,197
1817,1005573,Administrative review,2024-11-13,239
1818,1005576,Resource referral,2026-04-26,182
1819,1005581,Peer mediation,2024-10-05,212
1820,1005582,Resource referral,2025-06-09,3
1821,1005586,Parent outreach,2025-09-20,5
1822,1005587,Peer mediation,2026-01-11,88
1823,1005589,Resource referral,2026-02-09,272
1824,1005592,Counselor meeting,2025-07-12,59
1825,1005594,Counselor meeting,2025-01-27,138
1826,1005598,Administrative review,2026-02-22,24
1827,1005611,Peer mediation,2025-09-19,44
1828,1005612,Peer mediation,2025-06-13,179
1829,1005615,Peer mediation,2025-12-06,44
1830,1005616,Peer mediation,2025-08-31,43
1831,1005617,Counselor meeting,2024-10-09,123
1832,1005621,Administrative review,2025-04-19,50
1833,1005624,Peer mediation,2024-11-08,7
1834,1005634,Resource referral,2026-02-27,172
1835,1005635,Peer mediation,2024-11-04,208
1836,1005636,Parent outreach,2024-11-28,268
1837,1005637,Resource referral,2025-01-24,245
1838,1005644,Resource referral,2026-05-14,103
1839,1005645,Counselor meeting,2024-12-29,79
1840,1005646,Counselor meeting,2026-06-13,72
1841,1005647,Resource referral,2025-12-31,118
1842,1005649,Counselor meeting,2026-03-03,149
1843,1005651,Administrative review,2024-11-18,48
1844,1005652,Parent outreach,2026-02-07,208
1845,1005654,Peer mediation,2026-05-13,68
1846,1005659,Counselor meeting,2024-10-30,13
1847,1005661,Administrative review,2024-09-10,150
1848,1005663,Parent outreach,2026-02-12,108
1849,1005666,Parent outreach,2026-04-22,99
1850,1005667,Peer mediation,2025-06-27,11
1851,1005669,Resource referral,2026-06-23,182
1852,1005670,Counselor meeting,2024-11-09,119
1853,1005673,Administrative review,2024-09-04,64
1854,1005677,Counselor meeting,2024-11-21,69
1855,1005681,Peer mediation,2026-02-28,52
1856,1005682,Resource referral,2025-05-22,60
1857,1005684,Counselor meeting,2025-03-07,42
1858,1005686,Resource referral,2024-10-28,107
1859,1005687,Counselor meeting,2025-12-01,175
1860,1005689,Peer mediation,2024-11-02,124
1861,1005690,Parent outreach,2026-02-14,271
1862,1005693,Administrative review,2026-02-02,27
1863,1005696,Resource referral,2026-06-15,184
1864,1005699,Resource referral,2026-04-19,5
1865,1005705,Resource referral,2024-10-09,196
1866,1005708,Parent outreach,2025-08-22,93
1867,1005709,Resource referral,2026-02-03,119
1868,1005715,Resource referral,2025-10-10,144
1869,1005718,Resource referral,2025-12-30,131
1870,1005720,Parent outreach,2026-05-31,141
1871,1005721,Parent outreach,2024-11-21,27
1872,1005722,Administrative review,2025-09-11,51
1873,1005724,Peer mediation,2026-06-11,89
1874,1005736,Peer mediation,2024-09-24,102
1875,1005737,Administrative review,2026-03-28,48
1876,1005740,Counselor meeting,2024-10-01,86
1877,1005741,Administrative review,2026-05-30,142
1878,1005743,Peer mediation,2025-12-18,168
1879,1005745,Peer mediation,2025-06-29,193
1880,1005753,Resource referral,2025-08-21,105
1881,1005759,Parent outreach,2026-01-08,163
1882,1005760,Peer mediation,2024-09-13,8
