assignment_id,request_id,assigned_user_id,assigned_at,unassigned_at,assignment_reason
2318,1002318,2,2025-07-24 08:19:00,,manual reassignment
2319,1002319,258,2025-04-15 00:11:00,,capacity based
2320,1002320,88,2026-01-02 23:03:00,,category match
2321,1002321,268,2025-07-05 04:20:00,2025-07-15 17:20:00,school assignment
2322,1002322,265,2025-07-15 03:07:00,,capacity based
2323,1002323,93,2024-12-14 07:08:00,,category match
2324,1002324,35,2025-08-08 16:18:00,,capacity based
2325,1002325,121,2026-03-09 03:26:00,,manual reassignment
2326,1002326,29,2025-07-19 21:14:00,,capacity based
2327,1002327,189,2025-06-17 22:31:00,,school assignment
2328,1002328,129,2026-05-24 21:58:00,,manual reassignment
2329,1002329,17,2025-06-24 18:42:00,,manual reassignment
2330,1002330,189,2026-02-03 21:32:00,,category match
2331,1002331,67,2024-11-15 21:16:00,,category match
2332,1002332,15,2025-11-05 10:13:00,,category match
2333,1002333,44,2026-03-14 15:04:00,,capacity based
2334,1002334,260,2025-02-01 21:38:00,2025-02-10 17:38:00,manual reassignment
2335,1002335,121,2025-11-17 10:19:00,,school assignment
2336,1002336,91,2025-08-18 20:27:00,2025-09-19 18:27:00,manual reassignment
2337,1002337,151,2026-01-03 06:13:00,2026-01-18 19:13:00,school assignment
2338,1002338,207,2025-08-05 18:20:00,,capacity based
2339,1002339,214,2025-05-26 21:09:00,,manual reassignment
2340,1002340,106,2025-05-15 20:24:00,,category match
2341,1002341,107,2025-06-01 16:03:00,2025-06-07 08:03:00,category match
2342,1002342,77,2026-01-22 02:02:00,,manual reassignment
2343,1002343,41,2026-05-19 23:45:00,2026-05-21 11:45:00,capacity based
2344,1002344,142,2025-04-24 14:14:00,,capacity based
2345,1002345,158,2026-03-06 19:58:00,2026-03-14 17:58:00,capacity based
2346,1002346,153,2025-04-23 14:13:00,2025-05-02 11:13:00,capacity based
2347,1002347,75,2026-02-17 23:47:00,,school assignment
2348,1002348,87,2025-05-01 07:38:00,,manual reassignment
2349,1002349,36,2024-08-31 21:20:00,,school assignment
2350,1002350,148,2024-10-01 15:24:00,,capacity based
2351,1002351,177,2026-04-27 20:45:00,,category match
2352,1002352,227,2025-12-04 23:23:00,,capacity based
2353,1002353,26,2025-06-09 21:16:00,,manual reassignment
2354,1002354,53,2025-07-15 18:12:00,,category match
2355,1002355,7,2026-04-26 16:59:00,2026-05-19 16:59:00,school assignment
2356,1002356,257,2025-11-23 19:59:00,,manual reassignment
2357,1002357,87,2025-12-13 09:57:00,,manual reassignment
2358,1002358,175,2024-09-12 00:59:00,,manual reassignment
2359,1002359,120,2025-08-03 13:15:00,,capacity based
2360,1002360,96,2026-06-28 11:55:00,,manual reassignment
2361,1002361,207,2025-03-05 20:29:00,,capacity based
2362,1002362,27,2026-02-28 01:54:00,,school assignment
2363,1002363,103,2024-08-21 10:31:00,,category match
2364,1002364,145,2025-10-31 12:55:00,,category match
2365,1002365,114,2024-09-29 18:46:00,,manual reassignment
2366,1002366,221,2025-06-19 13:03:00,2025-07-13 20:03:00,capacity based
2367,1002367,142,2025-04-02 18:33:00,2025-04-25 13:33:00,manual reassignment
2368,1002368,169,2026-04-10 17:40:00,2026-05-11 17:40:00,category match
2369,1002369,177,2025-08-05 19:05:00,,manual reassignment
2370,1002370,51,2024-12-29 08:09:00,,category match
2371,1002371,102,2025-07-12 12:58:00,2025-08-01 18:58:00,category match
2372,1002372,212,2026-03-25 07:38:00,,manual reassignment
2373,1002373,64,2026-05-03 00:52:00,,manual reassignment
2374,1002374,178,2025-05-17 13:35:00,2025-05-26 11:35:00,manual reassignment
2375,1002375,79,2025-03-26 00:10:00,,manual reassignment
2376,1002376,85,2024-12-11 14:26:00,,school assignment
2377,1002377,58,2025-12-17 21:02:00,,manual reassignment
2378,1002378,126,2025-11-30 06:15:00,,category match
2379,1002379,142,2025-10-02 16:06:00,,capacity based
2380,1002380,9,2026-04-01 09:34:00,,capacity based
2381,1002381,25,2024-10-26 03:40:00,,school assignment
2382,1002382,121,2024-09-15 12:33:00,2024-09-25 13:33:00,manual reassignment
2383,1002383,59,2024-10-11 22:45:00,,capacity based
2384,1002384,114,2025-12-07 20:30:00,,capacity based
2385,1002385,91,2025-09-13 22:09:00,2025-09-28 09:09:00,capacity based
2386,1002386,120,2025-01-23 22:32:00,,capacity based
2387,1002387,181,2024-10-08 22:10:00,,category match
2388,1002388,1,2024-12-11 18:27:00,,capacity based
2389,1002389,68,2026-05-15 02:47:00,,category match
2390,1002390,145,2025-08-19 01:55:00,,capacity based
2391,1002391,106,2025-11-13 21:49:00,,category match
2392,1002392,128,2025-10-14 21:50:00,,category match
2393,1002393,64,2025-08-20 16:44:00,,category match
2394,1002394,103,2026-04-22 01:03:00,,capacity based
2395,1002395,140,2025-11-21 17:34:00,,manual reassignment
2396,1002396,112,2024-10-10 19:06:00,,manual reassignment
2397,1002397,83,2025-06-07 18:38:00,,category match
2398,1002398,137,2026-05-20 15:06:00,,school assignment
2399,1002399,208,2025-11-17 06:16:00,,category match
2400,1002400,118,2025-08-26 00:48:00,,manual reassignment
2401,1002401,49,2026-02-25 15:25:00,,school assignment
2402,1002402,116,2026-02-21 04:28:00,,school assignment
2403,1002403,252,2025-08-29 15:28:00,,capacity based
2404,1002404,168,2025-12-08 02:05:00,,manual reassignment
2405,1002405,153,2026-06-06 17:33:00,,school assignment
2406,1002406,119,2025-08-14 05:13:00,2025-08-26 19:13:00,capacity based
2407,1002407,164,2025-09-24 11:11:00,,category match
2408,1002408,218,2025-07-19 23:04:00,,category match
2409,1002409,272,2025-05-29 09:23:00,,school assignment
2410,1002410,120,2024-10-06 20:38:00,,category match
2411,1002411,29,2025-12-12 07:35:00,,manual reassignment
2412,1002412,102,2026-02-20 14:13:00,,capacity based
2413,1002413,48,2025-02-23 04:32:00,,manual reassignment
2414,1002414,265,2025-03-22 12:06:00,,school assignment
2415,1002415,186,2025-02-28 01:26:00,,school assignment
2416,1002416,118,2025-12-03 20:02:00,2025-12-18 19:02:00,category match
2417,1002417,30,2026-06-28 22:37:00,,category match
2418,1002418,34,2025-04-16 04:40:00,,manual reassignment
2419,1002419,104,2026-05-23 23:39:00,,school assignment
2420,1002420,162,2025-12-22 13:10:00,,category match
2421,1002421,207,2024-10-28 01:15:00,,capacity based
2422,1002422,89,2026-02-14 04:44:00,,category match
2423,1002423,134,2024-11-26 18:37:00,,category match
2424,1002424,108,2025-08-14 23:24:00,2025-09-15 15:24:00,school assignment
2425,1002425,23,2025-11-15 15:15:00,,capacity based
2426,1002426,138,2025-11-09 22:11:00,2025-11-14 19:11:00,category match
2427,1002427,215,2025-03-20 17:27:00,,school assignment
2428,1002428,8,2025-01-04 00:21:00,,category match
2429,1002429,176,2025-07-06 04:00:00,,school assignment
2430,1002430,41,2025-05-10 21:14:00,,capacity based
2431,1002431,4,2026-01-15 21:24:00,,school assignment
2432,1002432,272,2025-11-16 19:13:00,,capacity based
2433,1002433,10,2025-12-29 03:12:00,,capacity based
2434,1002434,62,2026-05-07 14:15:00,,category match
2435,1002435,164,2024-10-30 20:25:00,,category match
2436,1002436,44,2024-09-07 16:59:00,,category match
2437,1002437,179,2025-10-31 23:57:00,,capacity based
2438,1002438,186,2025-07-13 13:52:00,,manual reassignment
2439,1002439,88,2025-02-03 15:49:00,,category match
2440,1002440,122,2024-12-07 19:02:00,,manual reassignment
2441,1002441,89,2026-05-02 17:36:00,2026-05-18 22:36:00,capacity based
2442,1002442,73,2026-06-04 23:23:00,,capacity based
2443,1002443,56,2024-09-22 04:55:00,,manual reassignment
2444,1002444,180,2025-12-14 18:31:00,,school assignment
2445,1002445,134,2026-03-19 16:48:00,,category match
2446,1002446,32,2024-12-08 20:18:00,,manual reassignment
2447,1002447,176,2025-06-11 14:18:00,,category match
2448,1002448,75,2026-01-20 00:27:00,,category match
2449,1002449,143,2024-11-28 14:19:00,,category match
2450,1002450,121,2025-02-24 12:32:00,2025-03-25 16:32:00,manual reassignment
2451,1002451,103,2024-12-23 17:10:00,,manual reassignment
2452,1002452,143,2024-12-06 08:37:00,,category match
2453,1002453,43,2025-04-06 20:10:00,2025-04-29 23:10:00,category match
2454,1002454,116,2025-03-24 15:36:00,,manual reassignment
2455,1002455,100,2025-03-17 13:01:00,2025-04-16 16:01:00,capacity based
2456,1002456,174,2024-10-04 09:34:00,,school assignment
2457,1002457,98,2024-08-31 16:24:00,,category match
2458,1002458,126,2025-03-03 00:01:00,,school assignment
2459,1002459,4,2025-08-14 00:23:00,,capacity based
2460,1002460,33,2025-08-05 05:10:00,,school assignment
2461,1002461,87,2025-08-25 01:13:00,,manual reassignment
2462,1002462,37,2026-05-26 18:59:00,,school assignment
2463,1002463,258,2025-11-26 00:12:00,,capacity based
2464,1002464,1,2025-01-24 06:57:00,,school assignment
2465,1002465,85,2026-01-13 00:51:00,,capacity based
2466,1002466,107,2025-11-22 21:55:00,,category match
2467,1002467,26,2025-09-16 23:26:00,,school assignment
2468,1002468,216,2025-12-01 14:43:00,,capacity based
2469,1002469,51,2025-03-12 17:46:00,,capacity based
2470,1002470,268,2025-01-05 10:20:00,2025-01-16 08:20:00,manual reassignment
2471,1002471,12,2025-08-20 14:45:00,,manual reassignment
2472,1002472,34,2024-10-08 19:24:00,2024-10-31 22:24:00,manual reassignment
2473,1002473,131,2026-01-02 22:28:00,,school assignment
2474,1002474,77,2025-09-30 02:55:00,,category match
2475,1002475,39,2026-01-05 10:31:00,,capacity based
2476,1002476,113,2024-10-21 00:57:00,,capacity based
2477,1002477,226,2024-09-14 01:30:00,,school assignment
2478,1002478,177,2025-01-04 16:01:00,,school assignment
2479,1002479,115,2026-02-10 15:28:00,,category match
2480,1002480,59,2025-01-11 23:01:00,,school assignment
2481,1002481,142,2026-01-02 21:22:00,,category match
2482,1002482,175,2025-05-01 03:02:00,,school assignment
2483,1002483,4,2025-08-25 19:55:00,2025-08-29 16:55:00,capacity based
2484,1002484,67,2025-02-21 21:28:00,,manual reassignment
2485,1002485,66,2025-11-30 03:38:00,,manual reassignment
2486,1002486,169,2024-08-24 11:13:00,,category match
2487,1002487,178,2025-09-17 02:08:00,2025-09-17 22:08:00,manual reassignment
2488,1002488,125,2026-03-07 01:00:00,,manual reassignment
2489,1002489,36,2025-10-23 03:57:00,2025-10-31 16:57:00,category match
2490,1002490,168,2024-11-18 20:59:00,,category match
2491,1002491,19,2025-03-19 04:03:00,,capacity based
2492,1002492,71,2026-05-27 22:16:00,,category match
2493,1002493,227,2025-11-29 23:09:00,,manual reassignment
2494,1002494,82,2025-03-17 21:07:00,,manual reassignment
2495,1002495,260,2024-09-26 15:23:00,,school assignment
2496,1002496,50,2025-01-07 00:06:00,,school assignment
2497,1002497,147,2024-10-20 18:03:00,,capacity based
2498,1002498,133,2026-01-02 20:44:00,,school assignment
2499,1002499,101,2024-10-01 17:24:00,,manual reassignment
2500,1002500,74,2025-08-22 13:25:00,,school assignment
2501,1002501,156,2025-03-18 14:03:00,,school assignment
2502,1002502,92,2026-03-27 23:28:00,,category match
2503,1002503,19,2025-05-21 08:13:00,,category match
2504,1002504,33,2026-06-29 16:15:00,2026-07-07 14:15:00,capacity based
2505,1002505,208,2026-06-15 19:36:00,2026-06-27 23:36:00,category match
2506,1002506,179,2025-09-21 17:55:00,,category match
2507,1002507,129,2026-02-19 21:41:00,,manual reassignment
2508,1002508,79,2025-12-22 23:22:00,,school assignment
2509,1002509,1,2024-11-05 01:31:00,,category match
2510,1002510,65,2025-02-25 14:23:00,,category match
2511,1002511,119,2024-09-26 01:30:00,,category match
2512,1002512,187,2024-09-28 11:43:00,,category match
2513,1002513,221,2024-11-03 13:27:00,,capacity based
2514,1002514,87,2025-05-29 16:09:00,,capacity based
2515,1002515,91,2026-03-26 18:24:00,,manual reassignment
2516,1002516,88,2025-08-04 09:54:00,,capacity based
2517,1002517,39,2024-12-15 21:23:00,,capacity based
2518,1002518,35,2026-04-25 02:58:00,2026-05-11 14:58:00,capacity based
2519,1002519,156,2025-09-10 11:01:00,,category match
2520,1002520,98,2026-05-16 21:03:00,,school assignment
2521,1002521,117,2025-07-23 13:56:00,,category match
2522,1002522,56,2025-09-28 03:51:00,,school assignment
2523,1002523,148,2025-08-18 19:38:00,,capacity based
2524,1002524,175,2025-06-23 02:00:00,2025-07-07 15:00:00,manual reassignment
2525,1002525,12,2025-11-13 13:59:00,,category match
2526,1002526,99,2026-01-13 14:42:00,,category match
2527,1002527,131,2026-05-14 03:31:00,,capacity based
2528,1002528,47,2024-10-15 20:59:00,2024-11-13 13:59:00,category match
2529,1002529,76,2025-07-28 14:27:00,,manual reassignment
2530,1002530,83,2024-11-05 19:13:00,,category match
2531,1002531,173,2025-05-10 18:19:00,,manual reassignment
2532,1002532,167,2024-09-26 12:32:00,2024-10-25 15:32:00,category match
2533,1002533,36,2025-03-03 15:53:00,,capacity based
2534,1002534,170,2024-10-26 00:37:00,,capacity based
2535,1002535,47,2025-07-03 19:44:00,,capacity based
2536,1002536,170,2024-09-18 12:47:00,,school assignment
2537,1002537,170,2025-04-02 20:36:00,2025-04-10 09:36:00,school assignment
2538,1002538,207,2025-02-27 19:13:00,,school assignment
2539,1002539,43,2024-08-29 07:38:00,,school assignment
2540,1002540,115,2025-09-21 01:19:00,2025-10-11 11:19:00,category match
2541,1002541,172,2024-09-27 19:42:00,,capacity based
2542,1002542,173,2024-10-22 06:05:00,2024-11-14 13:05:00,school assignment
2543,1002543,129,2026-01-05 14:26:00,,category match
2544,1002544,152,2026-05-03 08:46:00,,capacity based
2545,1002545,220,2025-10-02 13:06:00,,school assignment
2546,1002546,71,2025-07-26 04:14:00,,capacity based
2547,1002547,123,2025-05-10 18:54:00,2025-05-17 16:54:00,category match
2548,1002548,49,2025-06-13 19:30:00,,manual reassignment
2549,1002549,63,2026-03-25 15:07:00,,school assignment
2550,1002550,98,2024-09-07 14:00:00,,capacity based
2551,1002551,187,2025-10-08 01:27:00,,manual reassignment
2552,1002552,19,2025-03-07 18:36:00,,category match
2553,1002553,15,2025-04-14 17:49:00,,manual reassignment
2554,1002554,82,2024-12-20 07:12:00,,capacity based
2555,1002555,39,2026-03-15 17:31:00,,category match
2556,1002556,74,2025-05-21 00:43:00,,category match
2557,1002557,102,2025-07-14 08:27:00,,capacity based
2558,1002558,226,2024-09-01 16:21:00,,manual reassignment
2559,1002559,189,2025-02-02 14:25:00,,capacity based
2560,1002560,51,2026-06-20 15:59:00,,school assignment
2561,1002561,37,2025-05-15 10:41:00,2025-06-07 17:41:00,manual reassignment
2562,1002562,22,2025-03-02 05:02:00,,capacity based
2563,1002563,271,2025-12-25 02:03:00,,capacity based
2564,1002564,260,2024-09-06 07:32:00,,school assignment
2565,1002565,61,2026-03-25 00:28:00,2026-04-23 13:28:00,manual reassignment
2566,1002566,53,2026-01-22 03:52:00,,manual reassignment
2567,1002567,172,2025-01-04 17:57:00,,manual reassignment
2568,1002568,66,2025-10-14 15:24:00,,capacity based
2569,1002569,22,2026-01-17 19:14:00,,category match
2570,1002570,40,2025-09-04 12:10:00,,capacity based
2571,1002571,15,2025-08-26 21:04:00,,category match
2572,1002572,95,2025-08-21 22:01:00,,school assignment
2573,1002573,3,2026-02-16 12:09:00,2026-02-19 16:09:00,manual reassignment
2574,1002574,18,2024-10-07 15:52:00,,school assignment
2575,1002575,166,2025-01-17 14:06:00,,school assignment
2576,1002576,75,2026-04-20 06:07:00,,capacity based
2577,1002577,219,2026-03-14 02:02:00,,capacity based
2578,1002578,135,2026-06-22 10:39:00,,manual reassignment
2579,1002579,133,2025-04-22 01:10:00,,capacity based
2580,1002580,48,2026-02-12 16:20:00,,capacity based
2581,1002581,24,2024-08-25 12:25:00,2024-09-19 11:25:00,category match
2582,1002582,77,2025-08-12 17:28:00,,category match
2583,1002583,99,2025-07-09 16:59:00,,school assignment
2584,1002584,107,2025-04-22 18:42:00,2025-04-29 21:42:00,manual reassignment
2585,1002585,89,2025-03-16 05:42:00,,capacity based
2586,1002586,57,2024-12-29 06:18:00,,manual reassignment
2587,1002587,144,2026-02-24 10:36:00,2026-03-05 23:36:00,school assignment
2588,1002588,17,2025-08-13 14:31:00,,capacity based
2589,1002589,158,2024-11-24 13:16:00,2024-12-05 18:16:00,category match
2590,1002590,93,2024-08-23 15:07:00,,category match
2591,1002591,96,2024-09-24 11:36:00,,school assignment
2592,1002592,178,2025-06-01 10:55:00,,capacity based
2593,1002593,125,2026-02-14 05:33:00,,capacity based
2594,1002594,98,2025-09-15 02:00:00,2025-09-25 20:00:00,manual reassignment
2595,1002595,13,2024-10-08 10:09:00,,manual reassignment
2596,1002596,25,2025-05-21 19:05:00,,category match
2597,1002597,184,2025-12-31 13:12:00,,capacity based
2598,1002598,62,2026-06-23 19:08:00,2026-07-22 11:08:00,category match
2599,1002599,97,2025-01-09 12:01:00,2025-01-22 14:01:00,school assignment
2600,1002600,56,2025-07-07 05:32:00,,manual reassignment
2601,1002601,51,2024-10-25 19:10:00,,school assignment
2602,1002602,13,2024-10-26 15:34:00,,manual reassignment
2603,1002603,6,2025-01-17 04:08:00,,manual reassignment
2604,1002604,126,2025-11-01 21:01:00,,manual reassignment
2605,1002605,143,2024-12-26 01:32:00,,capacity based
2606,1002606,101,2026-01-04 14:30:00,,capacity based
2607,1002607,148,2025-08-22 23:19:00,,manual reassignment
2608,1002608,38,2025-02-22 00:52:00,2025-03-03 16:52:00,category match
2609,1002609,90,2024-12-12 22:25:00,,capacity based
2610,1002610,94,2025-09-24 14:08:00,2025-10-18 15:08:00,category match
2611,1002611,110,2024-10-07 17:09:00,2024-11-05 15:09:00,school assignment
2612,1002612,105,2025-10-13 11:46:00,2025-10-14 17:46:00,category match
2613,1002613,59,2025-12-10 07:27:00,,school assignment
2614,1002614,106,2025-01-19 02:11:00,2025-02-10 18:11:00,school assignment
2615,1002615,99,2025-01-30 23:27:00,,capacity based
2616,1002616,271,2025-01-05 22:28:00,,capacity based
2617,1002617,35,2025-11-23 00:08:00,,manual reassignment
2618,1002618,4,2024-10-16 15:11:00,,category match
2619,1002619,73,2025-08-20 17:54:00,,school assignment
2620,1002620,128,2025-05-02 22:27:00,,school assignment
2621,1002621,162,2025-08-24 18:48:00,,school assignment
2622,1002622,127,2025-08-03 01:13:00,,school assignment
2623,1002623,155,2025-04-20 07:17:00,,capacity based
2624,1002624,53,2025-06-04 21:31:00,,manual reassignment
2625,1002625,176,2024-10-05 19:36:00,,category match
2626,1002626,30,2024-09-29 11:52:00,,category match
2627,1002627,5,2025-01-05 03:08:00,2025-01-13 15:08:00,school assignment
2628,1002628,121,2025-02-20 11:34:00,,capacity based
2629,1002629,125,2025-12-21 14:54:00,,school assignment
2630,1002630,117,2025-08-25 18:22:00,,capacity based
2631,1002631,60,2025-11-09 21:58:00,,manual reassignment
2632,1002632,86,2025-08-11 05:05:00,,school assignment
2633,1002633,215,2025-03-06 21:41:00,,capacity based
2634,1002634,103,2025-12-05 09:59:00,2025-12-21 17:59:00,capacity based
2635,1002635,101,2026-05-21 17:24:00,,school assignment
2636,1002636,152,2024-10-19 20:51:00,,school assignment
2637,1002637,14,2026-05-28 05:17:00,,category match
2638,1002638,184,2025-05-19 03:16:00,,manual reassignment
2639,1002639,28,2025-09-09 04:33:00,2025-09-21 23:33:00,manual reassignment
2640,1002640,83,2025-09-19 20:22:00,2025-10-19 17:22:00,school assignment
2641,1002641,87,2024-09-23 18:58:00,2024-10-21 12:58:00,category match
2642,1002642,169,2026-04-27 01:57:00,,manual reassignment
2643,1002643,17,2025-05-29 21:44:00,2025-06-07 17:44:00,manual reassignment
2644,1002644,94,2025-07-14 20:03:00,,category match
2645,1002645,103,2025-12-25 18:35:00,,capacity based
2646,1002646,210,2024-09-06 22:46:00,,school assignment
2647,1002647,128,2026-05-27 20:44:00,,manual reassignment
2648,1002648,156,2024-11-20 02:10:00,2024-12-06 17:10:00,category match
2649,1002649,148,2026-05-28 16:11:00,,capacity based
2650,1002650,37,2024-09-01 18:01:00,2024-09-28 15:01:00,category match
2651,1002651,29,2026-06-13 21:05:00,,manual reassignment
2652,1002652,81,2025-10-08 17:40:00,,school assignment
2653,1002653,258,2025-04-27 16:11:00,,category match
2654,1002654,47,2025-09-12 20:03:00,2025-09-14 15:03:00,school assignment
2655,1002655,184,2024-10-16 16:37:00,,capacity based
2656,1002656,100,2024-11-24 20:52:00,,category match
2657,1002657,66,2025-11-09 21:44:00,2025-11-27 14:44:00,category match
2658,1002658,158,2026-04-16 22:08:00,,manual reassignment
2659,1002659,139,2024-12-09 03:29:00,2024-12-24 17:29:00,category match
2660,1002660,27,2025-12-28 19:36:00,,manual reassignment
2661,1002661,21,2025-11-12 19:14:00,,capacity based
2662,1002662,20,2024-10-09 09:30:00,,school assignment
2663,1002663,20,2024-11-29 12:04:00,2024-12-26 13:04:00,manual reassignment
2664,1002664,111,2026-04-06 04:31:00,,category match
2665,1002665,272,2024-09-09 20:07:00,,school assignment
2666,1002666,74,2025-10-11 17:08:00,,capacity based
2667,1002667,51,2024-09-14 20:31:00,2024-10-13 18:31:00,school assignment
2668,1002668,182,2025-07-03 01:01:00,,school assignment
2669,1002669,29,2025-06-18 16:01:00,,capacity based
2670,1002670,8,2025-02-22 21:48:00,,category match
2671,1002671,7,2024-12-03 23:25:00,,capacity based
2672,1002672,157,2025-09-30 21:36:00,,manual reassignment
2673,1002673,162,2025-10-13 20:18:00,,capacity based
2674,1002674,82,2025-05-19 16:39:00,2025-06-14 15:39:00,manual reassignment
2675,1002675,207,2025-07-07 17:47:00,2025-08-09 11:47:00,school assignment
2676,1002676,162,2025-01-19 00:35:00,,school assignment
2677,1002677,31,2026-02-07 14:02:00,,capacity based
2678,1002678,216,2025-01-25 12:35:00,,manual reassignment
2679,1002679,173,2025-06-30 00:08:00,,manual reassignment
2680,1002680,212,2025-01-31 22:49:00,,category match
2681,1002681,187,2025-04-14 00:05:00,,school assignment
2682,1002682,39,2025-09-01 19:52:00,,category match
2683,1002683,245,2024-08-20 08:44:00,,category match
2684,1002684,181,2025-06-11 12:10:00,,manual reassignment
2685,1002685,187,2026-05-28 06:30:00,,school assignment
2686,1002686,37,2024-12-31 12:26:00,,category match
2687,1002687,108,2024-11-16 02:57:00,,school assignment
2688,1002688,22,2025-08-31 11:19:00,,category match
2689,1002689,95,2026-03-08 01:19:00,,capacity based
2690,1002690,162,2025-09-27 12:44:00,2025-10-13 17:44:00,school assignment
2691,1002691,67,2025-07-24 16:45:00,2025-08-19 15:45:00,manual reassignment
2692,1002692,258,2025-05-24 17:02:00,,category match
2693,1002693,91,2026-04-20 17:44:00,,capacity based
2694,1002694,68,2025-03-15 06:44:00,,category match
2695,1002695,93,2026-05-24 08:20:00,,category match
2696,1002696,113,2025-11-08 15:09:00,2025-12-04 16:09:00,category match
2697,1002697,212,2024-12-03 17:06:00,,capacity based
2698,1002698,177,2026-01-08 16:12:00,,category match
2699,1002699,121,2026-05-17 18:31:00,,manual reassignment
2700,1002700,1,2024-08-18 03:40:00,,capacity based
2701,1002701,163,2025-06-17 20:23:00,,category match
2702,1002702,87,2024-10-12 02:25:00,,category match
2703,1002703,74,2025-10-09 15:00:00,,school assignment
2704,1002704,203,2025-08-24 21:18:00,,manual reassignment
2705,1002705,51,2026-02-07 14:38:00,,capacity based
2706,1002706,165,2026-04-28 22:13:00,2026-05-10 16:13:00,capacity based
2707,1002707,95,2026-04-01 20:16:00,2026-04-24 23:16:00,school assignment
2708,1002708,41,2024-10-10 01:44:00,,category match
2709,1002709,152,2025-05-18 17:52:00,,capacity based
2710,1002710,20,2025-01-29 03:05:00,,school assignment
2711,1002711,55,2026-05-29 23:07:00,,category match
2712,1002712,11,2025-07-10 01:58:00,,capacity based
2713,1002713,169,2026-02-04 04:21:00,,school assignment
2714,1002714,82,2026-01-14 03:00:00,,category match
2715,1002715,155,2026-06-10 05:41:00,2026-07-05 11:41:00,category match
2716,1002716,15,2026-04-22 05:15:00,,manual reassignment
2717,1002717,58,2025-12-09 13:43:00,,manual reassignment
2718,1002718,92,2025-06-14 01:06:00,,category match
2719,1002719,245,2025-04-05 21:23:00,,category match
2720,1002720,79,2025-02-24 17:27:00,,manual reassignment
2721,1002721,212,2026-05-03 05:48:00,,capacity based
2722,1002722,214,2025-11-17 17:37:00,,capacity based
2723,1002723,203,2025-01-19 01:43:00,,capacity based
2724,1002724,38,2025-01-26 18:55:00,,manual reassignment
2725,1002725,214,2025-01-20 20:34:00,,category match
2726,1002726,78,2025-09-05 19:41:00,,manual reassignment
2727,1002727,150,2025-07-29 15:48:00,,manual reassignment
2728,1002728,15,2025-05-21 16:53:00,,school assignment
2729,1002729,237,2025-08-05 12:25:00,2025-08-20 12:25:00,school assignment
2730,1002730,16,2024-11-30 13:34:00,,category match
2731,1002731,215,2026-04-06 16:27:00,,capacity based
2732,1002732,41,2025-06-24 03:27:00,2025-07-01 23:27:00,manual reassignment
2733,1002733,165,2025-11-02 15:32:00,,capacity based
2734,1002734,125,2026-06-25 23:33:00,,manual reassignment
2735,1002735,26,2024-09-23 07:48:00,,capacity based
2736,1002736,159,2025-07-11 20:23:00,,capacity based
2737,1002737,158,2025-03-10 03:16:00,,manual reassignment
2738,1002738,138,2025-02-09 00:36:00,,manual reassignment
2739,1002739,68,2024-10-13 00:00:00,,manual reassignment
2740,1002740,121,2026-02-01 11:26:00,,category match
2741,1002741,105,2025-04-07 00:07:00,2025-05-02 21:07:00,category match
2742,1002742,27,2024-10-30 11:33:00,,school assignment
2743,1002743,152,2025-01-10 10:49:00,,manual reassignment
2744,1002744,174,2025-07-06 20:40:00,2025-07-24 12:40:00,capacity based
2745,1002745,124,2025-02-13 00:26:00,,manual reassignment
2746,1002746,136,2025-11-08 03:10:00,,school assignment
2747,1002747,210,2025-12-24 20:21:00,2026-01-10 14:21:00,capacity based
2748,1002748,46,2026-03-28 23:23:00,,school assignment
2749,1002749,53,2024-11-19 22:46:00,,manual reassignment
2750,1002750,73,2025-03-11 04:03:00,,school assignment
2751,1002751,216,2025-12-16 10:42:00,2025-12-30 13:42:00,manual reassignment
2752,1002752,2,2024-12-20 15:17:00,,capacity based
2753,1002753,48,2024-10-22 21:23:00,,school assignment
2754,1002754,16,2025-02-28 06:33:00,,capacity based
2755,1002755,26,2025-08-01 14:14:00,,school assignment
2756,1002756,78,2025-01-08 05:38:00,,capacity based
2757,1002757,221,2025-06-19 21:17:00,2025-07-03 12:17:00,category match
2758,1002758,4,2025-02-07 02:20:00,,manual reassignment
2759,1002759,239,2025-05-05 04:46:00,2025-05-12 15:46:00,manual reassignment
2760,1002760,7,2024-12-03 16:48:00,,school assignment
2761,1002761,176,2024-11-28 23:12:00,2024-12-16 17:12:00,category match
2762,1002762,24,2025-11-24 06:23:00,,category match
2763,1002763,272,2025-07-24 14:16:00,2025-08-04 23:16:00,capacity based
2764,1002764,143,2024-08-27 12:38:00,,capacity based
2765,1002765,158,2025-02-23 17:42:00,2025-03-11 17:42:00,capacity based
2766,1002766,136,2024-09-23 19:00:00,,manual reassignment
2767,1002767,158,2025-09-28 17:03:00,,category match
2768,1002768,121,2025-07-06 20:17:00,,school assignment
2769,1002769,91,2025-05-27 18:23:00,,manual reassignment
2770,1002770,68,2024-09-18 13:22:00,,manual reassignment
2771,1002771,150,2024-08-24 07:54:00,2024-09-18 15:54:00,category match
2772,1002772,137,2025-03-12 10:03:00,,capacity based
2773,1002773,73,2026-02-23 22:27:00,2026-03-10 14:27:00,capacity based
2774,1002774,113,2025-05-09 16:51:00,,school assignment
2775,1002775,21,2024-12-18 05:32:00,2025-01-20 22:32:00,school assignment
2776,1002776,152,2025-09-16 17:21:00,2025-09-17 10:21:00,category match
2777,1002777,105,2025-11-11 23:58:00,,capacity based
2778,1002778,62,2025-10-13 01:27:00,,school assignment
