request_id,school_id,student_id,category_id,term_id,priority,intake_channel,current_status,submitted_at,first_response_at,resolved_at,closed_at,reopened_flag,sla_policy_id
1002311,1,20386,6,7,Low,Student Portal,In Progress,2026-02-14 11:29:00,2026-02-16 08:29:00,,,False,6
1002312,15,22039,11,2,High,Student Portal,Resolved,2025-01-04 13:16:00,2025-01-05 01:16:00,2025-01-06 20:16:00,,False,35
1002313,17,,12,8,Low,Counselor Intake,Closed,2026-06-05 13:24:00,2026-06-07 08:24:00,2026-06-29 18:24:00,2026-07-02 18:24:00,False,12
1002314,17,19154,10,4,Medium,Teacher Referral,Resolved,2025-06-23 15:59:00,2025-06-24 04:59:00,2025-06-29 17:59:00,,False,22
1002315,25,22803,10,2,Medium,Email,Pending Parent,2025-01-13 10:32:00,2025-01-14 09:32:00,,,False,22
1002316,26,12750,5,1,Medium,Teacher Referral,In Progress,2024-09-23 12:37:00,2024-09-24 00:37:00,,,False,17
1002317,5,8327,10,7,Low,Anonymous Form,Resolved,2026-03-24 15:07:00,2026-03-25 09:07:00,2026-04-01 15:07:00,,False,10
1002318,3,20504,2,4,Critical,Email,In Progress,2025-07-23 12:19:00,2025-07-23 15:19:00,,,True,38
1002319,7,13892,1,3,Medium,Email,Reopened,2025-04-13 14:11:00,2025-04-14 10:11:00,,,False,13
1002320,6,,2,6,High,Counselor Intake,Escalated,2026-01-01 12:03:00,2026-01-01 14:03:00,,,False,26
1002321,25,16731,10,4,Medium,Anonymous Form,Closed,2025-07-04 15:20:00,2025-07-04 18:20:00,2025-07-10 17:20:00,2025-07-15 17:20:00,False,22
1002322,16,18657,9,4,Medium,Parent Portal,Reopened,2025-07-14 08:07:00,2025-07-15 11:07:00,,,False,21
1002323,19,24467,10,2,Medium,Anonymous Form,In Progress,2024-12-13 11:08:00,2024-12-14 06:08:00,,,False,22
1002324,27,16326,9,4,Critical,Phone,Resolved,2025-08-08 15:18:00,2025-08-08 18:18:00,2025-09-02 16:18:00,,False,45
1002325,23,3721,11,7,Low,Counselor Intake,Triaged,2026-03-08 13:26:00,2026-03-10 01:26:00,,,False,11
1002326,26,,2,4,Medium,Student Portal,Resolved,2025-07-19 10:14:00,2025-07-20 05:14:00,2025-08-15 13:14:00,,False,14
1002327,24,3858,6,4,Medium,Counselor Intake,Resolved,2025-06-17 14:31:00,2025-06-18 05:31:00,2025-07-15 21:31:00,,False,18
1002328,18,16676,3,8,Critical,Parent Portal,In Progress,2026-05-23 12:58:00,2026-05-23 20:58:00,,,False,39
1002329,14,,4,4,Low,Email,Resolved,2025-06-24 08:42:00,2025-06-26 03:42:00,2025-07-16 12:42:00,,False,4
1002330,25,1764,9,6,Medium,Teacher Referral,Pending Student,2026-02-03 08:32:00,2026-02-04 16:32:00,,,True,21
1002331,10,,5,2,Medium,Student Portal,Pending Student,2024-11-15 09:16:00,2024-11-16 09:16:00,,,False,17
1002332,11,9863,4,5,Low,Phone,New,2025-11-05 08:13:00,2025-11-06 01:13:00,,,False,4
1002333,4,17535,8,7,Low,Email,Escalated,2026-03-13 12:04:00,2026-03-13 16:04:00,,,False,8
1002334,7,,6,2,High,Anonymous Form,Closed,2025-02-01 12:38:00,2025-02-01 15:38:00,2025-02-10 17:38:00,2025-02-10 17:38:00,False,30
1002335,20,13803,3,6,Low,Email,Resolved,2025-11-16 12:19:00,2025-11-18 10:19:00,2025-12-10 20:19:00,,False,3
1002336,21,2753,8,5,High,Phone,Closed,2025-08-18 10:27:00,2025-08-19 00:27:00,2025-09-17 18:27:00,2025-09-19 18:27:00,False,32
1002337,1,17173,4,6,Low,Counselor Intake,Closed,2026-01-02 13:13:00,2026-01-03 21:13:00,2026-01-13 19:13:00,2026-01-18 19:13:00,False,4
1002338,16,,9,4,Medium,Student Portal,Resolved,2025-08-05 09:20:00,2025-08-05 10:20:00,2025-08-23 16:20:00,,False,21
1002339,22,12341,10,4,Critical,Parent Portal,New,2025-05-25 13:09:00,2025-05-25 14:09:00,,,False,46
1002340,5,10906,10,4,Medium,Anonymous Form,Resolved,2025-05-14 10:24:00,2025-05-15 14:24:00,2025-05-20 16:24:00,,False,22
1002341,28,595,4,4,Medium,Anonymous Form,Closed,2025-05-31 08:03:00,2025-06-01 03:03:00,2025-06-02 08:03:00,2025-06-07 08:03:00,True,16
1002342,10,19082,12,6,Medium,Parent Portal,In Progress,2026-01-21 09:02:00,2026-01-21 17:02:00,,,False,24
1002343,6,21496,6,8,Low,Phone,Closed,2026-05-18 11:45:00,2026-05-20 04:45:00,2026-05-21 11:45:00,2026-05-21 11:45:00,False,6
1002344,13,23819,6,3,Medium,Anonymous Form,Resolved,2025-04-23 13:14:00,2025-04-23 14:14:00,2025-05-16 13:14:00,,False,18
1002345,29,18874,8,7,Low,Phone,Closed,2026-03-06 16:58:00,2026-03-07 10:58:00,2026-03-14 17:58:00,2026-03-14 17:58:00,False,8
1002346,18,21351,9,3,Low,Anonymous Form,Closed,2025-04-23 08:13:00,2025-04-24 12:13:00,2025-04-28 11:13:00,2025-05-02 11:13:00,False,9
1002347,21,4837,8,7,Low,Anonymous Form,Resolved,2026-02-17 08:47:00,2026-02-17 23:47:00,2026-03-01 09:47:00,,False,8
1002348,20,23292,3,3,Low,Teacher Referral,In Progress,2025-04-30 13:38:00,2025-05-01 02:38:00,,,False,3
1002349,5,16106,9,1,Low,Phone,Resolved,2024-08-31 15:20:00,2024-09-01 21:20:00,2024-09-03 21:20:00,,False,9
1002350,24,22153,8,1,Low,Teacher Referral,Assigned,2024-09-30 15:24:00,2024-10-01 01:24:00,,,False,8
1002351,15,15922,8,7,Medium,Anonymous Form,Assigned,2026-04-27 12:45:00,2026-04-27 13:45:00,,,False,20
1002352,30,3140,2,6,Low,Counselor Intake,Resolved,2025-12-04 16:23:00,2025-12-05 20:23:00,2025-12-13 19:23:00,,False,2
1002353,28,16535,11,4,Medium,Student Portal,Assigned,2025-06-09 14:16:00,2025-06-09 22:16:00,,,False,23
1002354,5,13248,3,4,Medium,Parent Portal,Resolved,2025-07-14 10:12:00,2025-07-14 20:12:00,2025-08-08 11:12:00,,False,15
1002355,26,21850,7,7,High,Parent Portal,Closed,2026-04-25 14:59:00,2026-04-26 03:59:00,2026-05-16 16:59:00,2026-05-19 16:59:00,False,31
1002356,29,8506,5,6,Medium,Email,Resolved,2025-11-23 11:59:00,2025-11-23 18:59:00,2025-12-23 14:59:00,,False,17
1002357,1,2408,3,6,High,Parent Portal,In Progress,2025-12-12 14:57:00,2025-12-13 01:57:00,,,False,27
1002358,8,21387,9,1,Low,Teacher Referral,Triaged,2024-09-11 09:59:00,,,,False,9
1002359,28,,10,4,Medium,Counselor Intake,Assigned,2025-08-02 16:15:00,2025-08-03 03:15:00,,,False,22
1002360,19,15471,10,8,Medium,Counselor Intake,In Progress,2026-06-27 13:55:00,2026-06-27 20:55:00,,,False,22
1002361,10,2661,11,3,Medium,Anonymous Form,Pending Parent,2025-03-05 16:29:00,2025-03-06 09:29:00,,,False,23
1002362,11,6135,8,7,Medium,Counselor Intake,Resolved,2026-02-27 08:54:00,2026-02-28 08:54:00,2026-03-10 16:54:00,,False,20
1002363,11,21270,10,1,Medium,Teacher Referral,Assigned,2024-08-20 16:31:00,2024-08-21 11:31:00,,,False,22
1002364,6,13596,9,5,High,Anonymous Form,Reopened,2025-10-30 09:55:00,2025-10-30 11:55:00,,,False,33
1002365,19,5033,6,1,Critical,Email,Escalated,2024-09-28 15:46:00,2024-09-28 22:46:00,,,False,42
1002366,22,,10,4,Low,Anonymous Form,Closed,2025-06-19 12:03:00,2025-06-20 10:03:00,2025-07-08 20:03:00,2025-07-13 20:03:00,False,10
1002367,27,11359,7,3,Medium,Email,Closed,2025-04-01 08:33:00,2025-04-02 10:33:00,2025-04-25 13:33:00,2025-04-25 13:33:00,False,19
1002368,28,,1,7,Low,Anonymous Form,Closed,2026-04-10 10:40:00,2026-04-10 19:40:00,2026-05-10 17:40:00,2026-05-11 17:40:00,False,1
1002369,21,,12,4,Medium,Student Portal,Pending Parent,2025-08-05 08:05:00,2025-08-06 11:05:00,,,False,24
1002370,23,4654,1,2,Low,Student Portal,Triaged,2024-12-28 09:09:00,,,,False,1
1002371,22,463,3,4,High,Teacher Referral,Closed,2025-07-12 11:58:00,2025-07-12 22:58:00,2025-07-28 18:58:00,2025-08-01 18:58:00,False,27
1002372,14,13338,12,7,Medium,Teacher Referral,In Progress,2026-03-24 09:38:00,2026-03-25 09:38:00,,,False,24
1002373,28,7590,10,7,Medium,Anonymous Form,Reopened,2026-05-02 16:52:00,2026-05-03 08:52:00,,,False,22
1002374,19,,5,4,Medium,Parent Portal,Closed,2025-05-17 11:35:00,2025-05-18 19:35:00,2025-05-24 11:35:00,2025-05-26 11:35:00,False,17
1002375,13,,12,3,Medium,Anonymous Form,New,2025-03-25 12:10:00,2025-03-26 01:10:00,,,False,24
1002376,10,2937,8,2,Critical,Email,In Progress,2024-12-10 14:26:00,2024-12-10 18:26:00,,,False,44
1002377,20,11051,10,6,High,Student Portal,Pending Student,2025-12-17 10:02:00,2025-12-17 19:02:00,,,False,34
1002378,16,,12,6,Medium,Teacher Referral,Pending Parent,2025-11-29 15:15:00,2025-11-29 20:15:00,,,False,24
1002379,7,9920,2,5,Low,Phone,Pending Parent,2025-10-02 10:06:00,2025-10-02 23:06:00,,,False,2
1002380,5,22926,5,7,Medium,Student Portal,Resolved,2026-03-31 13:34:00,2026-04-01 17:34:00,2026-04-30 16:34:00,,False,17
1002381,3,5762,5,1,Medium,Anonymous Form,In Progress,2024-10-25 13:40:00,2024-10-25 17:40:00,,,False,17
1002382,3,21493,11,1,High,Counselor Intake,Closed,2024-09-14 09:33:00,2024-09-14 14:33:00,2024-09-22 13:33:00,2024-09-25 13:33:00,False,35
1002383,23,12686,3,1,Critical,Counselor Intake,Triaged,2024-10-11 16:45:00,2024-10-11 17:45:00,,,False,39
1002384,26,,12,6,Medium,Phone,In Progress,2025-12-07 15:30:00,2025-12-08 16:30:00,,,False,24
1002385,22,19745,2,5,Medium,Anonymous Form,Closed,2025-09-13 09:09:00,2025-09-14 17:09:00,2025-09-28 09:09:00,2025-09-28 09:09:00,False,14
1002386,21,17146,5,2,Medium,Anonymous Form,Pending Parent,2025-01-22 15:32:00,2025-01-23 18:32:00,,,False,17
1002387,23,15069,5,1,Medium,Anonymous Form,In Progress,2024-10-08 13:10:00,2024-10-09 05:10:00,,,False,17
1002388,11,13626,1,2,Medium,Phone,Resolved,2024-12-10 12:27:00,2024-12-11 08:27:00,2024-12-30 17:27:00,,False,13
1002389,27,15236,5,8,Low,Phone,In Progress,2026-05-13 16:47:00,2026-05-15 08:47:00,,,False,5
1002390,23,,9,5,Low,Counselor Intake,Pending Student,2025-08-17 15:55:00,2025-08-18 12:55:00,,,True,9
1002391,4,,4,6,Low,Student Portal,Resolved,2025-11-13 11:49:00,2025-11-14 11:49:00,2025-11-14 12:49:00,,False,4
1002392,7,22912,12,5,Low,Teacher Referral,Triaged,2025-10-13 11:50:00,2025-10-15 03:50:00,,,False,12
1002393,24,3231,7,5,Medium,Counselor Intake,Pending Parent,2025-08-19 10:44:00,2025-08-20 01:44:00,,,False,19
1002394,4,4729,4,7,Medium,Student Portal,Pending Parent,2026-04-21 11:03:00,2026-04-22 04:03:00,,,False,16
1002395,24,10992,7,6,Medium,Student Portal,Pending Parent,2025-11-20 10:34:00,2025-11-21 18:34:00,,,False,19
1002396,29,24056,11,1,Medium,Phone,In Progress,2024-10-10 08:06:00,2024-10-11 12:06:00,,,False,23
1002397,18,14870,7,4,High,Student Portal,Resolved,2025-06-06 10:38:00,2025-06-06 22:38:00,2025-06-25 10:38:00,,False,31
1002398,20,13318,5,8,High,Parent Portal,In Progress,2026-05-20 10:06:00,2026-05-21 01:06:00,,,False,29
1002399,30,,5,6,High,Anonymous Form,Resolved,2025-11-16 08:16:00,2025-11-16 22:16:00,2025-12-05 10:16:00,,False,29
1002400,2,6678,2,5,Critical,Counselor Intake,Pending Parent,2025-08-25 14:48:00,2025-08-25 19:48:00,,,False,38
1002401,13,255,5,7,Medium,Email,Resolved,2026-02-24 11:25:00,2026-02-24 23:25:00,2026-02-28 15:25:00,,True,17
1002402,29,,12,7,Medium,Anonymous Form,Assigned,2026-02-20 15:28:00,2026-02-21 00:28:00,,,False,24
1002403,25,9547,4,5,Medium,Counselor Intake,Pending Parent,2025-08-29 09:28:00,2025-08-30 04:28:00,,,False,16
1002404,18,12215,6,6,High,Teacher Referral,In Progress,2025-12-07 11:05:00,2025-12-07 23:05:00,,,False,30
1002405,30,22160,12,8,High,Counselor Intake,Resolved,2026-06-05 09:33:00,2026-06-05 20:33:00,2026-06-14 15:33:00,,False,36
1002406,19,16789,5,5,Low,Anonymous Form,Closed,2025-08-13 11:13:00,2025-08-13 12:13:00,2025-08-22 19:13:00,2025-08-26 19:13:00,False,5
1002407,28,22196,10,5,Low,Student Portal,Assigned,2025-09-23 16:11:00,2025-09-25 12:11:00,,,True,10
1002408,18,,11,4,Low,Email,In Progress,2025-07-19 10:04:00,2025-07-19 13:04:00,,,False,11
1002409,10,19988,1,4,Low,Counselor Intake,Pending Student,2025-05-28 13:23:00,2025-05-29 08:23:00,,,False,1
1002410,20,841,2,1,Medium,Parent Portal,Triaged,2024-10-05 15:38:00,,,,False,14
1002411,19,,4,6,Low,Phone,In Progress,2025-12-11 15:35:00,2025-12-12 05:35:00,,,False,4
1002412,29,,4,7,Low,Teacher Referral,Resolved,2026-02-20 08:13:00,2026-02-21 07:13:00,2026-03-10 10:13:00,,False,4
1002413,22,13917,4,3,Low,Parent Portal,Resolved,2025-02-22 12:32:00,2025-02-23 07:32:00,2025-03-18 16:32:00,,False,4
1002414,26,20871,10,3,Low,Anonymous Form,Assigned,2025-03-21 13:06:00,2025-03-22 02:06:00,,,False,10
1002415,29,7292,3,3,Medium,Counselor Intake,In Progress,2025-02-27 10:26:00,2025-02-27 11:26:00,,,False,15
1002416,12,,4,6,Low,Teacher Referral,Closed,2025-12-03 14:02:00,2025-12-05 05:02:00,2025-12-17 19:02:00,2025-12-18 19:02:00,False,4
1002417,3,11419,7,8,Medium,Phone,Resolved,2026-06-27 11:37:00,2026-06-28 17:37:00,2026-07-18 11:37:00,,False,19
1002418,24,,7,3,High,Email,Resolved,2025-04-15 09:40:00,2025-04-15 14:40:00,2025-04-20 15:40:00,,False,31
1002419,15,16306,1,8,Critical,Teacher Referral,In Progress,2026-05-22 15:39:00,2026-05-22 22:39:00,,,True,37
1002420,3,20452,9,6,Low,Anonymous Form,Escalated,2025-12-21 15:10:00,2025-12-22 07:10:00,,,False,9
1002421,11,,7,1,Medium,Phone,Resolved,2024-10-27 09:15:00,2024-10-27 17:15:00,2024-11-26 12:15:00,,False,19
1002422,11,22113,4,7,Low,Counselor Intake,Escalated,2026-02-13 15:44:00,2026-02-15 01:44:00,,,False,4
1002423,10,24685,5,2,Low,Parent Portal,Resolved,2024-11-25 11:37:00,2024-11-26 19:37:00,2024-12-16 13:37:00,,False,5
1002424,6,9531,1,5,High,Counselor Intake,Closed,2025-08-14 10:24:00,2025-08-15 00:24:00,2025-09-12 15:24:00,2025-09-15 15:24:00,False,25
1002425,13,,5,6,Low,Counselor Intake,In Progress,2025-11-15 12:15:00,2025-11-16 16:15:00,,,False,5
1002426,12,15870,5,6,Medium,Counselor Intake,Closed,2025-11-08 16:11:00,2025-11-09 14:11:00,2025-11-12 19:11:00,2025-11-14 19:11:00,True,17
1002427,25,12718,2,3,Low,Email,New,2025-03-19 15:27:00,2025-03-21 02:27:00,,,False,2
1002428,26,,8,2,Low,Counselor Intake,New,2025-01-03 16:21:00,2025-01-04 17:21:00,,,False,8
1002429,29,24928,5,4,Low,Parent Portal,Resolved,2025-07-05 10:00:00,2025-07-05 11:00:00,2025-07-14 18:00:00,,False,5
1002430,27,6949,10,3,Medium,Teacher Referral,Resolved,2025-05-10 08:14:00,2025-05-10 22:14:00,2025-05-27 14:14:00,,False,22
1002431,21,8614,10,6,Critical,Email,Resolved,2026-01-14 15:24:00,2026-01-14 20:24:00,2026-02-03 22:24:00,,False,46
1002432,14,15282,1,6,Medium,Parent Portal,In Progress,2025-11-16 09:13:00,2025-11-17 00:13:00,,,False,13
1002433,12,8569,5,6,Low,Student Portal,Resolved,2025-12-28 14:12:00,2025-12-29 14:12:00,2026-01-03 21:12:00,,False,5
1002434,29,,9,7,High,Phone,Escalated,2026-05-06 12:15:00,2026-05-07 02:15:00,,,True,33
1002435,16,13387,12,1,Medium,Phone,Resolved,2024-10-29 10:25:00,2024-10-29 16:25:00,2024-11-25 15:25:00,,False,24
1002436,19,5572,1,1,Medium,Teacher Referral,In Progress,2024-09-07 12:59:00,2024-09-07 15:59:00,,,False,13
1002437,9,,2,5,High,Anonymous Form,In Progress,2025-10-30 12:57:00,2025-10-30 19:57:00,,,True,26
1002438,18,16327,8,4,Medium,Email,Resolved,2025-07-12 09:52:00,2025-07-13 11:52:00,2025-07-17 12:52:00,,False,20
1002439,20,9384,2,2,High,Counselor Intake,Resolved,2025-02-02 11:49:00,2025-02-03 00:49:00,2025-02-17 19:49:00,,False,26
1002440,21,3078,4,2,Low,Anonymous Form,Assigned,2024-12-07 11:02:00,2024-12-07 23:02:00,,,False,4
1002441,10,8406,10,7,Low,Parent Portal,Closed,2026-05-01 16:36:00,2026-05-02 01:36:00,2026-05-15 22:36:00,2026-05-18 22:36:00,False,10
1002442,23,8035,11,8,Medium,Anonymous Form,In Progress,2026-06-04 09:23:00,2026-06-05 15:23:00,,,False,23
1002443,5,5209,4,1,Medium,Counselor Intake,Resolved,2024-09-20 16:55:00,2024-09-21 01:55:00,2024-09-28 22:55:00,,False,16
1002444,25,,10,6,High,Phone,Resolved,2025-12-14 13:31:00,2025-12-15 02:31:00,2026-01-07 16:31:00,,False,34
1002445,27,16959,2,7,Low,Email,Pending Parent,2026-03-19 11:48:00,2026-03-20 04:48:00,,,False,2
1002446,17,17973,2,2,Medium,Student Portal,Resolved,2024-12-07 12:18:00,2024-12-07 14:18:00,2024-12-30 14:18:00,,False,14
1002447,16,15437,1,4,Low,Student Portal,Resolved,2025-06-10 09:18:00,2025-06-11 03:18:00,2025-06-28 15:18:00,,False,1
1002448,3,11625,11,6,Medium,Student Portal,Resolved,2026-01-19 12:27:00,2026-01-20 18:27:00,2026-02-08 16:27:00,,False,23
1002449,28,19620,12,2,Medium,Anonymous Form,Resolved,2024-11-27 16:19:00,2024-11-27 22:19:00,2024-11-30 00:19:00,,False,24
1002450,14,11052,9,3,Medium,Student Portal,Closed,2025-02-23 14:32:00,2025-02-24 06:32:00,2025-03-23 16:32:00,2025-03-25 16:32:00,False,21
1002451,25,19821,12,2,Low,Anonymous Form,In Progress,2024-12-23 11:10:00,2024-12-24 03:10:00,,,False,12
1002452,9,,5,2,Medium,Phone,Resolved,2024-12-05 10:37:00,2024-12-06 17:37:00,2024-12-21 11:37:00,,False,17
1002453,26,1457,5,3,Critical,Counselor Intake,Closed,2025-04-06 15:10:00,2025-04-06 20:10:00,2025-04-26 23:10:00,2025-04-29 23:10:00,False,41
1002454,17,9245,7,3,Low,Anonymous Form,Pending Parent,2025-03-23 09:36:00,2025-03-23 17:36:00,,,False,7
1002455,24,,10,3,Low,Phone,Closed,2025-03-16 11:01:00,2025-03-17 18:01:00,2025-04-13 16:01:00,2025-04-16 16:01:00,False,10
1002456,18,12084,8,1,Critical,Phone,New,2024-10-03 13:34:00,2024-10-03 20:34:00,,,False,44
1002457,17,7550,6,1,Medium,Phone,Resolved,2024-08-31 12:24:00,2024-08-31 16:24:00,2024-09-24 16:24:00,,False,18
1002458,20,3588,9,3,Medium,Email,In Progress,2025-03-01 16:01:00,2025-03-02 15:01:00,,,True,21
1002459,30,22809,8,5,Low,Email,Resolved,2025-08-13 08:23:00,2025-08-14 20:23:00,2025-08-26 16:23:00,,True,8
1002460,22,24474,11,4,Medium,Anonymous Form,Resolved,2025-08-04 13:10:00,2025-08-05 12:10:00,2025-08-14 16:10:00,,False,23
1002461,17,14992,9,5,Medium,Teacher Referral,In Progress,2025-08-23 15:13:00,2025-08-23 16:13:00,,,False,21
1002462,2,1826,7,8,Medium,Phone,In Progress,2026-05-25 10:59:00,2026-05-26 14:59:00,,,False,19
1002463,9,22490,10,6,Medium,Anonymous Form,Escalated,2025-11-24 15:12:00,2025-11-25 23:12:00,,,False,22
1002464,1,,1,2,Medium,Teacher Referral,Resolved,2025-01-23 10:57:00,2025-01-24 13:57:00,2025-02-01 11:57:00,,False,13
1002465,8,10082,7,6,Medium,Anonymous Form,Pending Parent,2026-01-11 13:51:00,2026-01-12 06:51:00,,,False,19
1002466,20,21970,11,6,Low,Phone,Triaged,2025-11-21 11:55:00,2025-11-21 12:55:00,,,False,11
1002467,29,,5,5,Medium,Anonymous Form,Assigned,2025-09-16 13:26:00,2025-09-17 20:26:00,,,False,17
1002468,17,2598,3,6,Low,Anonymous Form,Resolved,2025-11-30 14:43:00,2025-12-01 19:43:00,2025-12-03 15:43:00,,False,3
1002469,19,24765,9,3,Medium,Email,Pending Student,2025-03-11 13:46:00,2025-03-12 13:46:00,,,False,21
1002470,10,14425,5,2,Medium,Counselor Intake,Closed,2025-01-05 08:20:00,2025-01-05 18:20:00,2025-01-11 08:20:00,2025-01-16 08:20:00,False,17
1002471,26,21914,5,5,Medium,Parent Portal,Resolved,2025-08-20 09:45:00,2025-08-20 10:45:00,2025-09-17 15:45:00,,False,17
1002472,22,2547,12,1,Low,Student Portal,Closed,2024-10-08 14:24:00,2024-10-08 15:24:00,2024-10-29 22:24:00,2024-10-31 22:24:00,False,12
1002473,23,10702,5,6,Medium,Phone,In Progress,2026-01-02 14:28:00,2026-01-02 16:28:00,,,False,17
1002474,28,,7,5,Medium,Anonymous Form,Pending Parent,2025-09-29 10:55:00,2025-09-30 11:55:00,,,False,19
1002475,2,1332,1,6,Medium,Teacher Referral,Pending Student,2026-01-05 09:31:00,2026-01-06 05:31:00,,,False,13
1002476,11,,10,1,Low,Parent Portal,Reopened,2024-10-20 14:57:00,2024-10-22 02:57:00,,,False,10
1002477,16,15177,3,1,Medium,Counselor Intake,Pending Parent,2024-09-13 08:30:00,2024-09-13 10:30:00,,,False,15
1002478,27,,7,2,Low,Anonymous Form,Assigned,2025-01-04 14:01:00,2025-01-05 00:01:00,,,False,7
1002479,16,7315,7,7,Low,Email,Pending Student,2026-02-09 14:28:00,2026-02-10 14:28:00,,,False,7
1002480,2,6450,10,2,Low,Teacher Referral,Pending Student,2025-01-10 12:01:00,2025-01-11 22:01:00,,,False,10
1002481,21,2664,12,6,Medium,Email,Resolved,2026-01-02 15:22:00,2026-01-03 19:22:00,2026-01-21 18:22:00,,False,24
1002482,28,,3,3,Low,Parent Portal,Escalated,2025-04-30 08:02:00,2025-04-30 16:02:00,,,True,3
1002483,11,2554,4,5,Medium,Student Portal,Closed,2025-08-24 08:55:00,2025-08-25 07:55:00,2025-08-28 16:55:00,2025-08-29 16:55:00,False,16
1002484,25,15963,10,3,Low,Parent Portal,New,2025-02-20 16:28:00,,,,False,10
1002485,6,,5,6,High,Phone,Escalated,2025-11-29 14:38:00,2025-11-29 17:38:00,,,False,29
1002486,3,,8,1,Low,Student Portal,In Progress,2024-08-24 08:13:00,2024-08-24 16:13:00,,,False,8
1002487,21,7375,6,5,Low,Phone,Closed,2025-09-15 14:08:00,2025-09-15 18:08:00,2025-09-16 22:08:00,2025-09-17 22:08:00,False,6
1002488,24,9437,10,7,Medium,Teacher Referral,Assigned,2026-03-05 14:00:00,2026-03-05 23:00:00,,,False,22
1002489,24,11705,8,5,Critical,Phone,Closed,2025-10-22 11:57:00,2025-10-22 14:57:00,2025-10-30 16:57:00,2025-10-31 16:57:00,False,44
1002490,27,10333,7,2,High,Anonymous Form,New,2024-11-18 12:59:00,,,,False,31
1002491,11,14962,7,3,Medium,Parent Portal,In Progress,2025-03-18 15:03:00,2025-03-19 11:03:00,,,False,19
1002492,5,22778,11,8,Critical,Parent Portal,Pending Student,2026-05-27 13:16:00,2026-05-27 20:16:00,,,False,47
1002493,6,13159,1,6,Critical,Phone,In Progress,2025-11-28 15:09:00,2025-11-28 19:09:00,,,True,37
1002494,12,5797,11,3,Low,Phone,New,2025-03-17 10:07:00,2025-03-17 19:07:00,,,False,11
1002495,2,22507,5,1,Medium,Counselor Intake,In Progress,2024-09-26 10:23:00,2024-09-27 06:23:00,,,False,17
1002496,14,13497,5,2,Low,Anonymous Form,Resolved,2025-01-06 13:06:00,2025-01-06 20:06:00,2025-01-10 20:06:00,,False,5
1002497,16,,1,1,Medium,Phone,Pending Parent,2024-10-20 16:03:00,2024-10-21 18:03:00,,,False,13
1002498,3,18434,1,6,Low,Parent Portal,In Progress,2026-01-02 14:44:00,2026-01-02 15:44:00,,,False,1
1002499,29,,8,1,Medium,Counselor Intake,In Progress,2024-09-30 15:24:00,2024-10-01 07:24:00,,,False,20
1002500,11,967,11,5,Low,Parent Portal,In Progress,2025-08-22 11:25:00,2025-08-24 01:25:00,,,False,11
1002501,17,1371,5,3,Medium,Counselor Intake,Pending Parent,2025-03-18 09:03:00,2025-03-19 15:03:00,,,False,17
1002502,4,16108,4,7,Medium,Parent Portal,Assigned,2026-03-26 13:28:00,2026-03-26 23:28:00,,,False,16
1002503,9,,3,4,Medium,Student Portal,Resolved,2025-05-20 15:13:00,2025-05-20 22:13:00,2025-06-15 20:13:00,,False,15
1002504,4,12331,7,8,Low,Email,Closed,2026-06-28 11:15:00,2026-06-28 14:15:00,2026-07-02 14:15:00,2026-07-07 14:15:00,False,7
1002505,26,19538,4,8,Low,Student Portal,Closed,2026-06-14 16:36:00,2026-06-15 22:36:00,2026-06-27 23:36:00,2026-06-27 23:36:00,False,4
1002506,12,996,1,5,Medium,Phone,Pending Parent,2025-09-20 16:55:00,2025-09-20 22:55:00,,,False,13
1002507,29,8218,7,7,Medium,Student Portal,Pending Student,2026-02-18 15:41:00,2026-02-19 07:41:00,,,False,19
1002508,18,10189,3,6,Low,Teacher Referral,In Progress,2025-12-21 13:22:00,2025-12-21 23:22:00,,,False,3
1002509,27,,5,1,Medium,Counselor Intake,Pending Student,2024-11-04 16:31:00,2024-11-04 17:31:00,,,False,17
1002510,1,6538,12,3,Medium,Parent Portal,In Progress,2025-02-25 13:23:00,2025-02-26 00:23:00,,,False,24
1002511,12,,5,1,Medium,Anonymous Form,Resolved,2024-09-25 10:30:00,2024-09-26 07:30:00,2024-10-03 11:30:00,,False,17
1002512,9,19693,11,1,High,Phone,Resolved,2024-09-28 08:43:00,2024-09-28 14:43:00,2024-10-11 14:43:00,,False,35
1002513,17,21934,11,1,Medium,Parent Portal,In Progress,2024-11-03 09:27:00,2024-11-04 14:27:00,,,False,23
1002514,27,15537,7,4,Medium,Parent Portal,In Progress,2025-05-29 10:09:00,2025-05-30 11:09:00,,,False,19
1002515,24,19959,5,7,Medium,Parent Portal,Resolved,2026-03-25 10:24:00,2026-03-26 13:24:00,2026-04-24 17:24:00,,False,17
1002516,20,24198,11,4,Medium,Phone,Pending Student,2025-08-03 10:54:00,2025-08-03 15:54:00,,,False,23
1002517,21,7386,9,2,Medium,Student Portal,Reopened,2024-12-14 10:23:00,2024-12-15 05:23:00,,,True,21
1002518,8,18231,12,7,Low,Email,Closed,2026-04-24 10:58:00,2026-04-25 14:58:00,2026-05-06 14:58:00,2026-05-11 14:58:00,False,12
1002519,15,1514,4,5,Critical,Anonymous Form,Resolved,2025-09-10 08:01:00,2025-09-10 11:01:00,2025-09-17 11:01:00,,False,40
1002520,8,8392,9,8,High,Anonymous Form,Triaged,2026-05-15 10:03:00,2026-05-15 23:03:00,,,False,33
