escalation_id,request_id,from_user_id,to_department_id,escalation_reason,escalated_at,resolved_at
1535,1013223,67,7,Capacity support,2025-12-21 14:39:00,2025-12-24 14:39:00
1536,1013244,3,1,Multi-department coordination,2025-09-07 12:04:00,2025-09-11 12:04:00
1537,1013247,106,8,SLA risk,2025-11-17 12:59:00,
1538,1013253,20,7,Multi-department coordination,2025-09-19 09:02:00,2025-09-21 09:02:00
1539,1013254,23,8,Capacity support,2025-01-29 13:32:00,
1540,1013263,22,4,Policy review,2025-05-01 08:25:00,
1541,1013280,219,2,SLA risk,2026-06-05 09:55:00,2026-06-11 09:55:00
1542,1013295,102,2,Capacity support,2026-07-05 12:25:00,2026-07-13 12:25:00
1543,1013304,10,4,Policy review,2025-04-21 12:43:00,
1544,1013310,20,4,Policy review,2026-05-15 09:33:00,2026-05-22 09:33:00
1545,1013312,40,2,SLA risk,2024-09-08 16:49:00,
1546,1013314,124,2,SLA risk,2025-03-14 09:32:00,
1547,1013319,119,4,Policy review,2026-04-11 15:44:00,2026-04-18 15:44:00
1548,1013323,96,2,Capacity support,2026-03-21 15:34:00,
1549,1013324,145,7,SLA risk,2026-01-12 11:31:00,2026-01-14 11:31:00
1550,1013342,53,6,Policy review,2025-01-04 15:46:00,2025-01-07 15:46:00
1551,1013351,60,6,Capacity support,2024-09-02 10:02:00,2024-09-07 10:02:00
1552,1013354,161,3,Capacity support,2025-10-29 09:57:00,
1553,1013366,32,3,Policy review,2025-08-19 10:14:00,2025-08-25 10:14:00
1554,1013405,226,2,SLA risk,2026-01-02 09:53:00,2026-01-03 09:53:00
1555,1013406,260,2,Policy review,2026-03-28 08:19:00,2026-04-03 08:19:00
1556,1013414,179,5,Multi-department coordination,2025-01-07 11:24:00,2025-01-12 11:24:00
1557,1013421,221,1,Multi-department coordination,2024-09-01 10:09:00,2024-09-04 10:09:00
1558,1013432,146,3,Policy review,2025-09-17 16:38:00,2025-09-19 16:38:00
1559,1013433,89,5,Policy review,2024-12-11 12:13:00,2024-12-14 12:13:00
1560,1013436,137,7,SLA risk,2026-05-29 08:31:00,2026-06-04 08:31:00
1561,1013454,187,2,SLA risk,2026-05-22 14:23:00,2026-05-23 14:23:00
1562,1013457,64,6,SLA risk,2025-06-04 16:14:00,2025-06-06 16:14:00
1563,1013462,84,5,Policy review,2025-02-10 10:52:00,
1564,1013463,143,6,Policy review,2026-03-22 13:03:00,2026-03-23 13:03:00
1565,1013470,182,5,Capacity support,2025-03-31 13:21:00,
1566,1013471,102,4,Multi-department coordination,2025-07-08 15:58:00,2025-07-11 15:58:00
1567,1013479,39,7,Policy review,2025-03-05 15:40:00,2025-03-11 15:40:00
1568,1013481,2,5,Capacity support,2025-02-12 09:37:00,2025-02-15 09:37:00
1569,1013502,196,4,Multi-department coordination,2025-11-02 14:18:00,2025-11-04 14:18:00
1570,1013512,171,3,Policy review,2025-05-16 10:34:00,2025-05-22 10:34:00
1571,1013522,178,6,Policy review,2025-12-30 12:02:00,
1572,1013526,158,6,Capacity support,2026-03-11 12:49:00,2026-03-16 12:49:00
1573,1013528,260,6,Multi-department coordination,2026-05-27 10:47:00,
1574,1013536,148,6,Policy review,2026-05-03 10:12:00,2026-05-07 10:12:00
1575,1013543,139,7,Multi-department coordination,2024-09-24 16:46:00,2024-09-26 16:46:00
1576,1013549,161,4,SLA risk,2024-12-09 14:51:00,
1577,1013550,78,7,Multi-department coordination,2024-12-01 15:18:00,
1578,1013553,111,1,Policy review,2025-05-23 09:10:00,2025-05-27 09:10:00
1579,1013557,79,3,Policy review,2026-04-10 11:39:00,2026-04-14 11:39:00
1580,1013573,116,2,Multi-department coordination,2025-04-23 14:37:00,2025-04-29 14:37:00
1581,1013597,40,3,Policy review,2025-01-21 10:18:00,2025-01-24 10:18:00
1582,1013626,143,8,Policy review,2024-09-26 14:14:00,2024-09-28 14:14:00
1583,1013632,82,8,Policy review,2025-03-20 16:26:00,2025-03-23 16:26:00
1584,1013650,82,1,SLA risk,2025-10-07 08:26:00,
1585,1013651,19,4,Multi-department coordination,2025-11-24 09:44:00,2025-12-01 09:44:00
1586,1013653,27,5,Policy review,2025-06-24 10:57:00,2025-07-01 10:57:00
1587,1013655,157,2,Policy review,2025-02-11 11:08:00,
1588,1013657,172,4,Capacity support,2026-01-04 15:58:00,
1589,1013658,268,4,Multi-department coordination,2025-03-15 15:53:00,2025-03-18 15:53:00
1590,1013670,42,7,Multi-department coordination,2025-08-21 13:20:00,2025-08-26 13:20:00
1591,1013681,57,8,Policy review,2026-04-12 15:15:00,
1592,1013683,117,4,SLA risk,2025-12-12 16:26:00,2025-12-16 16:26:00
1593,1013689,60,8,Capacity support,2024-11-21 08:00:00,2024-11-24 08:00:00
1594,1013697,123,2,Multi-department coordination,2025-10-28 11:05:00,
1595,1013702,258,5,Capacity support,2026-04-10 15:58:00,2026-04-16 15:58:00
1596,1013724,14,4,Multi-department coordination,2026-01-29 15:20:00,2026-02-04 15:20:00
1597,1013771,94,7,SLA risk,2025-04-03 10:24:00,2025-04-10 10:24:00
1598,1013802,207,2,Multi-department coordination,2026-01-29 08:25:00,
1599,1013815,67,3,SLA risk,2025-02-11 08:48:00,2025-02-15 08:48:00
1600,1013828,146,4,SLA risk,2026-02-09 11:13:00,2026-02-11 11:13:00
1601,1013835,79,7,Policy review,2024-12-13 11:41:00,2024-12-17 11:41:00
1602,1013844,128,1,Policy review,2025-10-29 13:40:00,2025-11-06 13:40:00
1603,1013849,210,6,Capacity support,2026-05-27 13:34:00,2026-06-01 13:34:00
1604,1013855,5,5,Policy review,2026-06-24 11:40:00,2026-06-27 11:40:00
1605,1013857,189,2,Capacity support,2025-03-24 16:30:00,2025-03-26 16:30:00
1606,1013867,264,7,Multi-department coordination,2025-01-23 12:04:00,
1607,1013871,17,7,Multi-department coordination,2024-11-06 09:14:00,2024-11-13 09:14:00
1608,1013878,131,7,Policy review,2025-11-23 11:26:00,2025-11-29 11:26:00
1609,1013880,162,4,SLA risk,2024-08-27 10:05:00,2024-08-29 10:05:00
1610,1013883,186,3,Capacity support,2025-12-11 11:23:00,2025-12-16 11:23:00
1611,1013884,184,2,Multi-department coordination,2026-01-07 15:36:00,2026-01-12 15:36:00
1612,1013885,220,4,Capacity support,2025-04-30 08:11:00,
1613,1013894,118,7,SLA risk,2024-11-29 14:30:00,2024-12-01 14:30:00
1614,1013897,82,6,Multi-department coordination,2025-09-07 16:19:00,
1615,1013898,107,7,Capacity support,2026-01-06 15:59:00,2026-01-09 15:59:00
1616,1013913,75,1,Policy review,2024-08-19 15:20:00,2024-08-26 15:20:00
1617,1013922,109,6,Policy review,2026-05-20 16:11:00,2026-05-22 16:11:00
1618,1013923,109,4,Capacity support,2024-10-19 09:45:00,2024-10-20 09:45:00
1619,1013927,70,2,Capacity support,2025-07-11 16:57:00,
1620,1013928,164,1,Policy review,2025-05-31 16:05:00,2025-06-02 16:05:00
1621,1013931,112,5,Capacity support,2026-04-06 12:03:00,
1622,1013955,137,4,Multi-department coordination,2026-05-25 10:22:00,2026-06-01 10:22:00
1623,1013980,154,7,SLA risk,2025-03-28 15:01:00,2025-04-02 15:01:00
1624,1013981,149,8,Capacity support,2024-09-25 13:15:00,
1625,1013984,186,8,Multi-department coordination,2024-09-23 14:37:00,2024-09-24 14:37:00
1626,1013988,177,2,Multi-department coordination,2025-01-07 11:45:00,
1627,1013990,163,8,Capacity support,2026-03-23 15:51:00,2026-03-31 15:51:00
1628,1013993,197,3,Capacity support,2025-10-29 09:47:00,
1629,1013994,21,8,Policy review,2025-12-04 12:44:00,2025-12-08 12:44:00
1630,1014027,33,1,Capacity support,2024-10-12 11:27:00,2024-10-16 11:27:00
1631,1014028,118,8,SLA risk,2025-05-06 09:41:00,2025-05-10 09:41:00
1632,1014038,39,3,Capacity support,2025-01-07 15:23:00,2025-01-12 15:23:00
1633,1014044,141,7,Policy review,2026-01-07 13:40:00,2026-01-13 13:40:00
1634,1014051,138,5,Policy review,2025-03-26 13:46:00,2025-03-30 13:46:00
1635,1014079,146,5,SLA risk,2026-05-07 13:05:00,2026-05-13 13:05:00
1636,1014095,226,5,Policy review,2025-04-22 09:28:00,
1637,1014105,189,1,Policy review,2025-12-05 13:28:00,2025-12-08 13:28:00
1638,1014109,163,1,SLA risk,2025-12-27 08:12:00,2025-12-28 08:12:00
1639,1014118,85,1,Policy review,2025-10-10 08:00:00,2025-10-14 08:00:00
1640,1014119,258,8,Multi-department coordination,2024-11-05 13:38:00,2024-11-11 13:38:00
1641,1014126,15,3,Multi-department coordination,2025-01-06 15:43:00,2025-01-12 15:43:00
1642,1014127,265,5,Multi-department coordination,2026-03-02 12:06:00,
1643,1014142,187,1,Policy review,2024-10-05 15:01:00,2024-10-12 15:01:00
1644,1014144,115,1,SLA risk,2025-12-14 10:32:00,2025-12-18 10:32:00
1645,1014147,88,7,Multi-department coordination,2026-06-12 11:59:00,2026-06-19 11:59:00
1646,1014155,84,5,Policy review,2026-03-03 16:38:00,2026-03-05 16:38:00
1647,1014162,196,4,SLA risk,2026-07-05 08:02:00,
1648,1014170,15,6,Policy review,2025-10-09 16:54:00,2025-10-10 16:54:00
1649,1014172,252,7,SLA risk,2026-05-18 10:36:00,2026-05-19 10:36:00
1650,1014173,98,1,Policy review,2024-09-26 09:12:00,2024-10-03 09:12:00
1651,1014191,78,4,Capacity support,2025-04-28 12:34:00,2025-05-02 12:34:00
1652,1014209,4,6,Multi-department coordination,2025-11-29 14:10:00,2025-12-02 14:10:00
1653,1014224,111,8,SLA risk,2025-07-15 13:00:00,
1654,1014251,139,1,Multi-department coordination,2025-04-21 12:51:00,
1655,1014252,134,8,Multi-department coordination,2026-06-12 13:36:00,2026-06-20 13:36:00
1656,1014259,155,2,Policy review,2025-12-12 16:51:00,
1657,1014266,115,4,Capacity support,2025-02-26 12:42:00,
1658,1014270,207,2,Multi-department coordination,2025-11-11 10:16:00,2025-11-14 10:16:00
1659,1014273,23,3,Capacity support,2025-03-06 13:43:00,2025-03-11 13:43:00
1660,1014294,138,1,SLA risk,2026-06-29 10:25:00,
1661,1014297,152,2,Capacity support,2025-01-15 10:31:00,2025-01-18 10:31:00
1662,1014304,137,8,Capacity support,2025-06-23 09:46:00,2025-06-25 09:46:00
1663,1014316,81,6,Capacity support,2026-05-08 14:35:00,2026-05-09 14:35:00
1664,1014334,13,4,Policy review,2026-05-12 15:42:00,
1665,1014355,166,3,Policy review,2026-02-11 13:53:00,2026-02-15 13:53:00
1666,1014366,36,7,SLA risk,2026-02-02 11:11:00,
1667,1014368,146,6,SLA risk,2026-06-01 15:13:00,
1668,1014369,95,8,Multi-department coordination,2024-09-10 14:08:00,
1669,1014374,110,6,SLA risk,2024-11-15 10:12:00,2024-11-16 10:12:00
1670,1014379,89,5,Multi-department coordination,2025-12-20 11:12:00,2025-12-24 11:12:00
1671,1014380,128,6,SLA risk,2026-04-03 10:02:00,2026-04-10 10:02:00
1672,1014382,90,1,Multi-department coordination,2024-11-08 08:02:00,2024-11-10 08:02:00
1673,1014391,255,8,Multi-department coordination,2025-07-05 12:53:00,2025-07-08 12:53:00
1674,1014392,26,2,Capacity support,2025-12-28 08:01:00,
1675,1014400,23,5,Policy review,2024-10-24 10:33:00,
1676,1014421,64,2,SLA risk,2025-12-26 13:52:00,2025-12-28 13:52:00
1677,1014425,32,7,Policy review,2025-10-29 12:42:00,2025-11-05 12:42:00
1678,1014429,245,8,SLA risk,2025-05-14 16:58:00,2025-05-17 16:58:00
1679,1014434,154,5,Policy review,2025-10-27 08:17:00,2025-10-30 08:17:00
1680,1014438,178,1,SLA risk,2025-04-09 10:12:00,
1681,1014439,17,2,SLA risk,2025-09-27 15:22:00,2025-10-01 15:22:00
1682,1014454,35,1,Capacity support,2026-05-08 14:29:00,2026-05-14 14:29:00
1683,1014472,93,1,Multi-department coordination,2026-03-21 10:44:00,2026-03-23 10:44:00
1684,1014477,193,7,Policy review,2024-11-08 12:54:00,2024-11-14 12:54:00
1685,1014486,181,1,Multi-department coordination,2025-01-09 12:52:00,2025-01-10 12:52:00
1686,1014493,174,2,SLA risk,2026-03-25 12:01:00,2026-03-26 12:01:00
1687,1014495,213,3,Multi-department coordination,2025-01-17 12:43:00,
1688,1014496,83,6,Policy review,2026-07-05 10:51:00,
1689,1014503,88,2,SLA risk,2025-04-10 13:09:00,2025-04-11 13:09:00
1690,1014515,88,4,Policy review,2025-03-04 11:13:00,2025-03-12 11:13:00
1691,1014523,66,3,Multi-department coordination,2026-01-27 08:29:00,
1692,1014528,260,1,SLA risk,2025-04-16 10:23:00,2025-04-22 10:23:00
1693,1014543,40,6,Policy review,2024-11-14 14:30:00,2024-11-15 14:30:00
1694,1014547,3,1,SLA risk,2025-06-17 12:31:00,
1695,1014555,22,8,Policy review,2025-04-26 09:47:00,2025-05-02 09:47:00
1696,1014560,84,2,Multi-department coordination,2025-11-01 14:46:00,
1697,1014564,124,3,Capacity support,2025-08-09 09:07:00,
1698,1014572,8,2,Capacity support,2025-12-11 10:46:00,2025-12-17 10:46:00
1699,1014575,197,7,SLA risk,2026-04-27 14:42:00,2026-05-05 14:42:00
1700,1014579,52,2,Capacity support,2025-05-01 09:36:00,
1701,1014582,68,3,Capacity support,2025-07-04 11:12:00,2025-07-11 11:12:00
1702,1014583,186,3,Capacity support,2025-11-14 08:55:00,2025-11-15 08:55:00
1703,1014587,13,3,Policy review,2025-03-08 16:42:00,2025-03-16 16:42:00
1704,1014612,193,1,Capacity support,2024-11-23 13:32:00,2024-11-29 13:32:00
1705,1014615,131,6,Policy review,2025-08-30 13:49:00,2025-09-02 13:49:00
1706,1014621,7,4,Multi-department coordination,2024-09-22 13:52:00,
1707,1014622,104,3,Multi-department coordination,2025-06-19 15:12:00,2025-06-26 15:12:00
1708,1014626,34,6,Capacity support,2025-10-31 16:58:00,
1709,1014647,111,8,Multi-department coordination,2025-12-17 13:31:00,
1710,1014651,186,8,Policy review,2025-03-13 10:08:00,2025-03-14 10:08:00
1711,1014652,210,6,Multi-department coordination,2024-11-07 11:11:00,2024-11-08 11:11:00
1712,1014662,109,3,Capacity support,2025-05-25 16:50:00,2025-05-31 16:50:00
1713,1014663,212,8,Policy review,2025-10-02 12:21:00,
1714,1014666,109,8,Capacity support,2025-03-05 13:15:00,2025-03-06 13:15:00
1715,1014668,271,7,Capacity support,2025-06-09 08:13:00,
1716,1014682,148,8,Multi-department coordination,2025-10-19 13:39:00,
1717,1014685,147,7,Policy review,2025-05-24 12:44:00,2025-05-27 12:44:00
1718,1014697,252,6,Capacity support,2024-11-07 11:04:00,2024-11-12 11:04:00
1719,1014699,22,7,SLA risk,2026-01-31 11:34:00,
1720,1014701,73,2,Policy review,2026-03-19 16:02:00,2026-03-20 16:02:00
1721,1014705,25,1,Multi-department coordination,2025-02-25 11:03:00,2025-03-01 11:03:00
1722,1014718,215,5,Multi-department coordination,2025-05-12 14:45:00,2025-05-15 14:45:00
1723,1014743,172,4,Policy review,2024-12-06 12:58:00,2024-12-13 12:58:00
1724,1014751,107,5,Capacity support,2025-04-07 16:52:00,
1725,1014757,39,4,Multi-department coordination,2025-07-23 12:29:00,
1726,1014774,99,1,Multi-department coordination,2025-03-28 11:59:00,2025-03-30 11:59:00
1727,1014779,208,2,SLA risk,2025-09-22 10:10:00,2025-09-24 10:10:00
1728,1014793,94,4,Capacity support,2025-12-30 13:25:00,2026-01-05 13:25:00
1729,1014798,210,8,Capacity support,2025-06-22 09:05:00,2025-06-30 09:05:00
1730,1014799,178,8,Capacity support,2025-07-17 13:35:00,2025-07-21 13:35:00
1731,1014804,184,5,SLA risk,2026-02-28 16:43:00,2026-03-04 16:43:00
1732,1014816,52,2,SLA risk,2025-09-28 13:51:00,2025-09-29 13:51:00
1733,1014822,81,7,Policy review,2024-10-27 08:21:00,2024-10-28 08:21:00
1734,1014823,17,6,Capacity support,2025-10-28 10:06:00,
1735,1014838,77,5,Policy review,2025-04-26 14:02:00,2025-05-04 14:02:00
1736,1014848,2,3,Policy review,2025-07-22 14:01:00,
1737,1014853,114,8,Multi-department coordination,2025-02-18 15:34:00,2025-02-20 15:34:00
1738,1014855,133,5,Policy review,2025-08-28 08:14:00,2025-08-29 08:14:00
1739,1014861,10,5,Policy review,2026-04-06 11:54:00,2026-04-11 11:54:00
1740,1014878,148,1,Policy review,2024-12-19 14:27:00,
1741,1014900,181,6,Multi-department coordination,2025-04-22 12:05:00,2025-04-27 12:05:00
1742,1014903,28,4,Capacity support,2025-12-28 15:50:00,
1743,1014920,220,7,Multi-department coordination,2025-01-30 09:24:00,
1744,1014933,42,6,Capacity support,2025-11-28 09:53:00,2025-11-30 09:53:00
1745,1014937,143,7,Multi-department coordination,2026-01-28 09:27:00,2026-02-05 09:27:00
1746,1014940,5,7,Multi-department coordination,2024-12-04 16:10:00,2024-12-09 16:10:00
1747,1014943,163,7,Policy review,2026-02-19 13:51:00,2026-02-27 13:51:00
1748,1014960,220,8,Multi-department coordination,2024-09-24 08:25:00,2024-09-25 08:25:00
1749,1014963,187,6,Capacity support,2024-12-01 16:54:00,2024-12-04 16:54:00
1750,1014974,98,2,Policy review,2026-02-11 08:00:00,2026-02-14 08:00:00
1751,1014987,71,2,Multi-department coordination,2025-04-29 12:05:00,
1752,1015000,56,3,Policy review,2025-09-08 16:22:00,2025-09-09 16:22:00
1753,1015017,34,2,Policy review,2025-12-20 12:51:00,2025-12-21 12:51:00
1754,1015019,4,4,Multi-department coordination,2025-09-16 10:05:00,
1755,1015021,184,6,Multi-department coordination,2026-01-30 15:58:00,2026-02-03 15:58:00
1756,1015027,53,5,Multi-department coordination,2025-04-03 12:27:00,2025-04-08 12:27:00
1757,1015033,60,7,Policy review,2025-10-07 12:51:00,
1758,1015038,16,1,SLA risk,2025-03-26 11:29:00,2025-04-03 11:29:00
1759,1015039,178,2,Policy review,2024-09-21 11:14:00,2024-09-28 11:14:00
1760,1015042,108,5,SLA risk,2024-12-04 08:11:00,
1761,1015046,13,3,Capacity support,2024-09-05 09:49:00,2024-09-09 09:49:00
1762,1015047,117,6,SLA risk,2026-05-28 13:19:00,2026-06-02 13:19:00
1763,1015053,143,4,Multi-department coordination,2024-11-04 14:24:00,
1764,1015062,148,3,Capacity support,2025-03-21 11:16:00,2025-03-25 11:16:00
1765,1015070,4,5,Capacity support,2025-06-27 08:49:00,2025-07-03 08:49:00
1766,1015080,8,4,Policy review,2026-06-17 10:24:00,2026-06-22 10:24:00
1767,1015093,160,5,SLA risk,2026-06-23 10:41:00,
1768,1015096,237,2,Policy review,2024-12-22 08:36:00,2024-12-26 08:36:00
1769,1015125,52,3,SLA risk,2025-11-02 13:33:00,2025-11-07 13:33:00
1770,1015127,83,6,Multi-department coordination,2026-06-07 14:21:00,2026-06-09 14:21:00
1771,1015132,226,5,SLA risk,2025-12-17 08:49:00,
1772,1015139,140,3,Capacity support,2024-12-24 12:12:00,
1773,1015142,98,8,Policy review,2024-08-17 13:20:00,
1774,1015152,34,3,Multi-department coordination,2025-07-08 11:49:00,
1775,1015158,35,5,SLA risk,2026-02-12 14:09:00,
1776,1015166,112,8,Capacity support,2026-04-19 10:14:00,
1777,1015175,21,3,SLA risk,2026-04-14 09:42:00,2026-04-20 09:42:00
1778,1015195,164,3,SLA risk,2025-08-30 09:14:00,
1779,1015225,3,5,Capacity support,2024-10-02 12:03:00,
1780,1015227,213,6,Capacity support,2026-03-03 14:32:00,2026-03-10 14:32:00
1781,1015229,38,3,Policy review,2024-11-23 14:03:00,
1782,1015230,160,4,Capacity support,2024-11-07 13:57:00,
1783,1015244,63,1,SLA risk,2025-03-14 16:11:00,2025-03-20 16:11:00
1784,1015246,102,4,Capacity support,2026-04-30 14:31:00,2026-05-01 14:31:00
1785,1015269,40,3,SLA risk,2025-05-19 14:38:00,2025-05-26 14:38:00
1786,1015270,23,5,Policy review,2026-01-16 11:50:00,2026-01-20 11:50:00
1787,1015272,172,5,Capacity support,2024-12-08 11:48:00,2024-12-15 11:48:00
1788,1015275,108,2,SLA risk,2025-08-05 13:05:00,
1789,1015281,85,2,Capacity support,2024-12-20 13:39:00,2024-12-23 13:39:00
1790,1015283,47,2,SLA risk,2025-12-25 09:11:00,2025-12-31 09:11:00
1791,1015287,68,8,Policy review,2025-07-13 12:53:00,2025-07-17 12:53:00
1792,1015295,207,3,Policy review,2026-06-02 11:49:00,2026-06-10 11:49:00
1793,1015296,186,5,SLA risk,2025-02-10 12:55:00,2025-02-11 12:55:00
1794,1015314,67,3,Multi-department coordination,2026-03-10 08:41:00,
1795,1015315,45,7,SLA risk,2025-12-27 08:23:00,2025-12-29 08:23:00
1796,1015320,47,7,Capacity support,2026-02-07 11:00:00,
1797,1015324,162,2,Capacity support,2024-10-19 09:27:00,2024-10-24 09:27:00
1798,1015332,215,6,Multi-department coordination,2025-07-30 11:49:00,2025-08-04 11:49:00
1799,1015335,128,8,Multi-department coordination,2025-12-06 16:38:00,
1800,1015339,16,1,Policy review,2025-03-23 10:16:00,
1801,1015370,227,1,Multi-department coordination,2024-12-25 16:52:00,2024-12-31 16:52:00
1802,1015372,172,1,Capacity support,2026-01-10 13:18:00,
1803,1015377,213,6,Capacity support,2025-06-08 15:22:00,2025-06-09 15:22:00
1804,1015390,169,8,Policy review,2025-05-20 09:51:00,2025-05-27 09:51:00
1805,1015409,29,7,Capacity support,2026-03-12 13:08:00,
1806,1015414,82,4,Policy review,2024-10-05 13:10:00,
1807,1015423,189,2,Multi-department coordination,2026-06-23 11:56:00,2026-06-30 11:56:00
1808,1015437,146,8,SLA risk,2024-11-24 14:38:00,2024-11-28 14:38:00
1809,1015448,18,5,SLA risk,2025-06-22 11:10:00,2025-06-27 11:10:00
1810,1015456,30,3,Multi-department coordination,2025-05-22 14:23:00,2025-05-27 14:23:00
1811,1015485,114,4,Policy review,2024-12-03 09:07:00,
1812,1015496,25,6,Multi-department coordination,2026-04-26 11:35:00,
1813,1015530,49,6,SLA risk,2025-12-25 15:51:00,2025-12-31 15:51:00
1814,1015532,62,5,SLA risk,2025-04-18 09:33:00,
1815,1015533,215,6,SLA risk,2026-07-07 12:29:00,2026-07-12 12:29:00
1816,1015534,189,5,Multi-department coordination,2024-10-03 13:23:00,2024-10-05 13:23:00
1817,1015551,119,4,SLA risk,2025-02-11 10:27:00,2025-02-15 10:27:00
1818,1015556,2,5,Multi-department coordination,2025-07-12 13:49:00,
1819,1015557,83,6,Capacity support,2025-03-20 12:30:00,2025-03-22 12:30:00
1820,1015598,6,5,SLA risk,2024-12-08 10:18:00,2024-12-15 10:18:00
1821,1015610,175,8,Capacity support,2024-12-23 12:04:00,2024-12-28 12:04:00
1822,1015620,141,3,Capacity support,2025-04-13 09:10:00,2025-04-21 09:10:00
1823,1015629,113,7,Multi-department coordination,2025-09-23 08:48:00,2025-09-25 08:48:00
1824,1015631,145,6,Capacity support,2025-11-01 10:20:00,2025-11-09 10:20:00
1825,1015637,12,7,Capacity support,2025-04-03 08:46:00,2025-04-05 08:46:00
1826,1015643,99,4,SLA risk,2025-10-30 08:01:00,2025-11-02 08:01:00
1827,1015645,91,8,Multi-department coordination,2025-05-18 08:25:00,2025-05-24 08:25:00
1828,1015648,272,3,Policy review,2026-01-31 14:56:00,2026-02-01 14:56:00
1829,1015655,161,1,Capacity support,2025-01-10 09:01:00,2025-01-14 09:01:00
1830,1015664,101,1,Multi-department coordination,2025-01-20 12:25:00,
1831,1015676,47,2,SLA risk,2024-11-22 16:53:00,2024-11-24 16:53:00
1832,1015686,152,4,Multi-department coordination,2025-03-18 16:20:00,
1833,1015687,161,2,SLA risk,2025-10-22 09:39:00,2025-10-24 09:39:00
1834,1015693,27,2,Capacity support,2026-03-26 13:35:00,2026-03-31 13:35:00
1835,1015695,7,7,Policy review,2024-11-21 14:34:00,2024-11-25 14:34:00
1836,1015707,59,7,SLA risk,2025-01-04 14:52:00,2025-01-12 14:52:00
1837,1015708,109,7,Capacity support,2025-03-09 09:38:00,2025-03-15 09:38:00
1838,1015710,31,5,Policy review,2025-11-25 15:26:00,
1839,1015718,76,5,Multi-department coordination,2026-03-03 10:08:00,2026-03-08 10:08:00
1840,1015722,60,8,Policy review,2025-07-22 15:14:00,2025-07-23 15:14:00
1841,1015735,127,3,Multi-department coordination,2025-06-25 08:59:00,
1842,1015741,132,3,Capacity support,2025-03-19 13:25:00,
1843,1015762,227,5,Multi-department coordination,2025-06-06 09:39:00,
1844,1015764,122,8,Capacity support,2025-01-13 10:57:00,
1845,1015770,96,4,SLA risk,2024-10-22 11:40:00,2024-10-26 11:40:00
1846,1015786,107,4,Policy review,2025-12-18 14:59:00,2025-12-24 14:59:00
1847,1015796,24,3,Policy review,2025-11-02 14:03:00,2025-11-05 14:03:00
1848,1015804,150,4,Multi-department coordination,2025-10-13 15:47:00,2025-10-17 15:47:00
1849,1015809,156,4,Capacity support,2025-12-06 08:38:00,
1850,1015823,213,8,Policy review,2026-05-16 14:32:00,2026-05-18 14:32:00
1851,1015827,196,8,Policy review,2024-10-09 12:04:00,2024-10-16 12:04:00
1852,1015838,133,7,Multi-department coordination,2026-06-28 14:51:00,2026-07-02 14:51:00
1853,1015841,16,3,Capacity support,2024-09-11 10:11:00,2024-09-14 10:11:00
1854,1015855,115,2,Multi-department coordination,2026-01-04 11:28:00,2026-01-08 11:28:00
1855,1015862,91,5,Policy review,2024-12-14 14:05:00,
1856,1015869,264,5,Multi-department coordination,2025-02-08 08:46:00,
1857,1015876,19,2,Multi-department coordination,2025-01-20 10:03:00,
1858,1015898,115,5,SLA risk,2025-07-15 14:10:00,2025-07-22 14:10:00
1859,1015902,140,4,Capacity support,2026-01-15 16:57:00,
1860,1015918,143,3,Capacity support,2024-12-16 08:24:00,2024-12-20 08:24:00
1861,1015932,215,4,SLA risk,2024-12-10 10:36:00,
1862,1015937,36,2,Capacity support,2024-10-24 15:27:00,2024-10-25 15:27:00
1863,1015951,123,3,Multi-department coordination,2025-02-11 14:13:00,2025-02-15 14:13:00
1864,1015952,92,6,Capacity support,2026-03-03 10:06:00,2026-03-06 10:06:00
1865,1015970,115,1,Multi-department coordination,2026-02-18 10:41:00,2026-02-24 10:41:00
1866,1015972,79,4,Policy review,2024-10-02 08:16:00,
1867,1015975,77,6,Capacity support,2026-03-20 11:20:00,
1868,1015978,54,6,Multi-department coordination,2025-08-01 12:21:00,
1869,1015995,95,1,Multi-department coordination,2026-03-24 14:12:00,2026-03-30 14:12:00
1870,1016000,196,3,SLA risk,2026-04-27 12:59:00,
1871,1016008,12,1,Multi-department coordination,2026-05-03 09:45:00,
1872,1016009,107,3,Multi-department coordination,2024-12-27 10:45:00,2024-12-30 10:45:00
1873,1016011,187,1,Capacity support,2026-03-15 12:08:00,2026-03-18 12:08:00
1874,1016012,121,4,SLA risk,2024-10-11 09:37:00,2024-10-18 09:37:00
1875,1016016,18,5,Capacity support,2024-11-10 15:24:00,
1876,1016018,71,2,Multi-department coordination,2025-10-27 13:14:00,
1877,1016022,54,7,Policy review,2026-03-28 14:34:00,2026-04-01 14:34:00
1878,1016027,70,1,Policy review,2024-11-16 16:27:00,
1879,1016043,90,2,SLA risk,2026-01-20 09:15:00,2026-01-24 09:15:00
1880,1016044,19,6,Policy review,2024-12-12 09:42:00,2024-12-15 09:42:00
1881,1016047,162,4,SLA risk,2025-03-20 14:06:00,2025-03-22 14:06:00
1882,1016050,245,7,SLA risk,2025-06-15 12:42:00,2025-06-19 12:42:00
1883,1016055,6,4,Capacity support,2026-03-01 12:53:00,
1884,1016063,44,6,Capacity support,2025-06-22 08:31:00,
1885,1016073,196,3,SLA risk,2026-05-17 12:56:00,
1886,1016075,44,2,Capacity support,2026-05-15 09:04:00,
1887,1016079,153,8,SLA risk,2025-11-23 15:14:00,2025-11-26 15:14:00
