status_history_id,request_id,previous_status,new_status,changed_by_user_id,changed_at
2749,1000586,Triaged,Assigned,124,2026-01-19 00:02:00
2750,1000586,Assigned,In Progress,124,2026-01-19 16:02:00
2751,1000586,In Progress,Resolved,124,2026-01-19 08:02:00
2752,1000587,,New,134,2026-06-02 10:01:00
2753,1000587,New,Triaged,134,2026-06-02 17:01:00
2754,1000587,Triaged,Assigned,134,2026-06-03 08:01:00
2755,1000587,Assigned,In Progress,134,2026-06-02 19:01:00
2756,1000588,,New,47,2025-05-23 12:06:00
2757,1000588,New,Triaged,47,2025-05-23 14:06:00
2758,1000588,Triaged,Assigned,47,2025-05-23 16:06:00
2759,1000588,Assigned,In Progress,47,2025-05-25 15:06:00
2760,1000589,,New,61,2025-09-23 14:16:00
2761,1000589,New,Triaged,61,2025-09-23 18:16:00
2762,1000589,Triaged,Assigned,61,2025-09-24 16:16:00
2763,1000590,,New,22,2026-01-09 15:24:00
2764,1000590,New,Triaged,22,2026-01-10 05:24:00
2765,1000590,Triaged,Assigned,22,2026-01-10 17:24:00
2766,1000590,Assigned,In Progress,22,2026-01-11 15:24:00
2767,1000590,In Progress,Pending Parent,22,2026-01-12 03:24:00
2768,1000591,,New,147,2024-11-24 14:19:00
2769,1000591,New,Triaged,147,2024-11-24 16:19:00
2770,1000591,Triaged,Assigned,147,2024-11-24 20:19:00
2771,1000591,Assigned,In Progress,147,2024-11-25 05:19:00
2772,1000592,,New,73,2024-12-09 08:28:00
2773,1000592,New,Triaged,73,2024-12-09 14:28:00
2774,1000592,Triaged,Assigned,73,2024-12-10 04:28:00
2775,1000592,Assigned,In Progress,73,2024-12-10 20:28:00
2776,1000592,In Progress,Resolved,73,2024-12-11 12:28:00
2777,1000592,Resolved,Closed,73,2024-12-11 15:28:00
2778,1000593,,New,16,2024-12-19 09:14:00
2779,1000593,New,Triaged,16,2024-12-20 03:14:00
2780,1000593,Triaged,Assigned,16,2024-12-19 21:14:00
2781,1000593,Assigned,In Progress,16,2024-12-19 18:14:00
2782,1000593,In Progress,Resolved,16,2024-12-20 17:14:00
2783,1000594,,New,172,2026-05-26 12:27:00
2784,1000594,New,Triaged,172,2026-05-26 17:27:00
2785,1000594,Triaged,Assigned,172,2026-05-27 20:27:00
2786,1000595,,New,144,2026-02-05 14:02:00
2787,1000595,New,Triaged,144,2026-02-06 06:02:00
2788,1000595,Triaged,Assigned,144,2026-02-06 18:02:00
2789,1000595,Assigned,In Progress,144,2026-02-07 02:02:00
2790,1000595,In Progress,Escalated,144,2026-02-06 06:02:00
2791,1000596,,New,59,2026-02-23 16:11:00
2792,1000596,New,Triaged,59,2026-02-23 18:11:00
2793,1000596,Triaged,Assigned,59,2026-02-24 22:11:00
2794,1000596,Assigned,In Progress,59,2026-02-24 13:11:00
2795,1000596,In Progress,Pending Parent,59,2026-02-24 12:11:00
2796,1000597,,New,116,2024-10-28 09:11:00
2797,1000597,New,Triaged,116,2024-10-28 17:11:00
2798,1000597,Triaged,Assigned,116,2024-10-29 11:11:00
2799,1000597,Assigned,In Progress,116,2024-10-28 18:11:00
2800,1000597,In Progress,Pending Parent,116,2024-10-29 17:11:00
2801,1000598,,New,178,2025-02-03 15:53:00
2802,1000598,New,Triaged,178,2025-02-03 18:53:00
2803,1000598,Triaged,Assigned,178,2025-02-03 21:53:00
2804,1000598,Assigned,In Progress,178,2025-02-04 21:53:00
2805,1000598,In Progress,Pending Parent,178,2025-02-06 15:53:00
2806,1000599,,New,104,2025-04-23 12:28:00
2807,1000599,New,Triaged,104,2025-04-24 06:28:00
2808,1000599,Triaged,Assigned,104,2025-04-24 22:28:00
2809,1000600,,New,249,2025-07-22 08:38:00
2810,1000600,New,Triaged,249,2025-07-22 18:38:00
2811,1000600,Triaged,Assigned,249,2025-07-23 16:38:00
2812,1000601,,New,132,2025-08-28 16:48:00
2813,1000601,New,Triaged,132,2025-08-29 04:48:00
2814,1000601,Triaged,Assigned,132,2025-08-29 02:48:00
2815,1000601,Assigned,In Progress,132,2025-08-30 04:48:00
2816,1000601,In Progress,Resolved,132,2025-08-29 20:48:00
2817,1000602,,New,177,2025-12-17 15:35:00
2818,1000602,New,Triaged,177,2025-12-18 07:35:00
2819,1000602,Triaged,Assigned,177,2025-12-18 17:35:00
2820,1000603,,New,134,2025-11-07 13:30:00
2821,1000603,New,Triaged,134,2025-11-07 16:30:00
2822,1000603,Triaged,Assigned,134,2025-11-08 23:30:00
2823,1000603,Assigned,In Progress,134,2025-11-08 22:30:00
2824,1000603,In Progress,Resolved,134,2025-11-08 21:30:00
2825,1000603,Resolved,Closed,134,2025-11-09 00:30:00
2826,1000604,,New,7,2025-12-23 13:38:00
2827,1000604,New,Triaged,7,2025-12-23 21:38:00
2828,1000604,Triaged,Assigned,7,2025-12-23 19:38:00
2829,1000604,Assigned,In Progress,7,2025-12-25 10:38:00
2830,1000604,In Progress,Resolved,7,2025-12-24 13:38:00
2831,1000604,Resolved,Closed,7,2025-12-27 07:38:00
2832,1000605,,New,24,2026-06-19 11:06:00
2833,1000605,New,Triaged,24,2026-06-20 02:06:00
2834,1000605,Triaged,Assigned,24,2026-06-20 15:06:00
2835,1000605,Assigned,In Progress,24,2026-06-21 02:06:00
2836,1000605,In Progress,Resolved,24,2026-06-20 23:06:00
2837,1000606,,New,126,2025-06-29 10:06:00
2838,1000606,New,Triaged,126,2025-06-29 23:06:00
2839,1000606,Triaged,Assigned,126,2025-06-30 14:06:00
2840,1000606,Assigned,In Progress,126,2025-06-30 16:06:00
2841,1000606,In Progress,Resolved,126,2025-06-29 22:06:00
2842,1000607,,New,214,2026-06-19 09:20:00
2843,1000607,New,Triaged,214,2026-06-20 01:20:00
2844,1000607,Triaged,Assigned,214,2026-06-20 13:20:00
2845,1000607,Assigned,In Progress,214,2026-06-21 00:20:00
2846,1000608,,New,34,2025-07-16 10:33:00
2847,1000608,New,Triaged,34,2025-07-16 16:33:00
2848,1000608,Triaged,Assigned,34,2025-07-17 04:33:00
2849,1000608,Assigned,In Progress,34,2025-07-18 07:33:00
2850,1000608,In Progress,Resolved,34,2025-07-17 10:33:00
2851,1000608,Resolved,Closed,34,2025-07-18 07:33:00
2852,1000609,,New,96,2025-07-15 08:54:00
2853,1000609,New,Triaged,96,2025-07-15 23:54:00
2854,1000609,Triaged,Assigned,96,2025-07-15 18:54:00
2855,1000609,Assigned,In Progress,96,2025-07-16 23:54:00
2856,1000609,In Progress,Pending Parent,96,2025-07-17 08:54:00
2857,1000610,,New,264,2025-10-29 14:04:00
2858,1000610,New,Triaged,264,2025-10-30 00:04:00
2859,1000610,Triaged,Assigned,264,2025-10-31 00:04:00
2860,1000610,Assigned,In Progress,264,2025-10-31 14:04:00
2861,1000610,In Progress,Resolved,264,2025-11-01 14:04:00
2862,1000611,,New,143,2026-06-30 09:33:00
2863,1000611,New,Triaged,143,2026-07-01 03:33:00
2864,1000611,Triaged,Assigned,143,2026-07-01 11:33:00
2865,1000611,Assigned,In Progress,143,2026-07-01 15:33:00
2866,1000612,,New,121,2025-05-22 10:14:00
2867,1000612,New,Triaged,121,2025-05-23 01:14:00
2868,1000612,Triaged,Assigned,121,2025-05-23 22:14:00
2869,1000612,Assigned,In Progress,121,2025-05-23 10:14:00
2870,1000612,In Progress,Resolved,121,2025-05-24 10:14:00
2871,1000612,Resolved,Closed,121,2025-05-25 23:14:00
2872,1000613,,New,160,2025-05-04 14:01:00
2873,1000613,New,Triaged,160,2025-05-05 00:01:00
2874,1000613,Triaged,Assigned,160,2025-05-04 22:01:00
2875,1000613,Assigned,In Progress,160,2025-05-05 20:01:00
2876,1000614,,New,169,2024-10-08 13:50:00
2877,1000614,New,Triaged,169,2024-10-08 21:50:00
2878,1000614,Triaged,Assigned,169,2024-10-09 15:50:00
2879,1000614,Assigned,In Progress,169,2024-10-10 07:50:00
2880,1000614,In Progress,Resolved,169,2024-10-10 21:50:00
2881,1000614,Resolved,Closed,169,2024-10-11 16:50:00
2882,1000615,,New,62,2025-07-06 16:18:00
2883,1000615,New,Triaged,62,2025-07-06 23:18:00
2884,1000615,Triaged,Assigned,62,2025-07-07 00:18:00
2885,1000615,Assigned,In Progress,62,2025-07-07 16:18:00
2886,1000615,In Progress,Resolved,62,2025-07-08 20:18:00
2887,1000616,,New,155,2025-04-08 16:26:00
2888,1000616,New,Triaged,155,2025-04-08 19:26:00
2889,1000616,Triaged,Assigned,155,2025-04-10 04:26:00
2890,1000616,Assigned,In Progress,155,2025-04-10 13:26:00
2891,1000616,In Progress,Resolved,155,2025-04-09 08:26:00
2892,1000617,,New,96,2025-10-15 11:13:00
2893,1000617,New,Triaged,96,2025-10-15 16:13:00
2894,1000617,Triaged,Assigned,96,2025-10-16 05:13:00
2895,1000617,Assigned,In Progress,96,2025-10-17 02:13:00
2896,1000617,In Progress,Resolved,96,2025-10-18 03:13:00
2897,1000617,Resolved,Closed,96,2025-10-17 03:13:00
2898,1000618,,New,157,2025-08-23 08:30:00
2899,1000618,New,Triaged,157,2025-08-23 19:30:00
2900,1000618,Triaged,Assigned,157,2025-08-24 02:30:00
2901,1000618,Assigned,In Progress,157,2025-08-25 11:30:00
2902,1000618,In Progress,Resolved,157,2025-08-24 20:30:00
2903,1000619,,New,136,2024-08-23 14:54:00
2904,1000619,New,Triaged,136,2024-08-24 00:54:00
2905,1000619,Triaged,Assigned,136,2024-08-23 22:54:00
2906,1000619,Assigned,In Progress,136,2024-08-25 14:54:00
2907,1000620,,New,24,2025-11-30 16:33:00
2908,1000620,New,Triaged,24,2025-12-01 01:33:00
2909,1000620,Triaged,Assigned,24,2025-11-30 20:33:00
2910,1000620,Assigned,In Progress,24,2025-12-01 04:33:00
2911,1000620,In Progress,Escalated,24,2025-12-01 00:33:00
2912,1000621,,New,173,2025-05-28 11:03:00
2913,1000621,New,Triaged,173,2025-05-28 13:03:00
2914,1000621,Triaged,Assigned,173,2025-05-29 13:03:00
2915,1000621,Assigned,In Progress,173,2025-05-29 20:03:00
2916,1000621,In Progress,Pending Parent,173,2025-05-30 15:03:00
2917,1000622,,New,227,2024-10-23 14:57:00
2918,1000622,New,Triaged,227,2024-10-23 23:57:00
2919,1000622,Triaged,Assigned,227,2024-10-24 10:57:00
2920,1000622,Assigned,In Progress,227,2024-10-24 14:57:00
2921,1000622,In Progress,Escalated,227,2024-10-24 22:57:00
2922,1000623,,New,130,2026-03-24 08:42:00
2923,1000623,New,Triaged,130,2026-03-24 22:42:00
2924,1000623,Triaged,Assigned,130,2026-03-25 06:42:00
2925,1000623,Assigned,In Progress,130,2026-03-25 14:42:00
2926,1000623,In Progress,Pending Student,130,2026-03-25 04:42:00
2927,1000624,,New,52,2026-01-04 16:18:00
2928,1000624,New,Triaged,52,2026-01-05 10:18:00
2929,1000624,Triaged,Assigned,52,2026-01-05 08:18:00
2930,1000624,Assigned,In Progress,52,2026-01-05 10:18:00
2931,1000624,In Progress,Escalated,52,2026-01-05 08:18:00
2932,1000625,,New,91,2025-09-24 10:07:00
2933,1000625,New,Triaged,91,2025-09-24 22:07:00
2934,1000625,Triaged,Assigned,91,2025-09-25 04:07:00
2935,1000625,Assigned,In Progress,91,2025-09-25 16:07:00
2936,1000625,In Progress,Resolved,91,2025-09-24 18:07:00
2937,1000625,Resolved,Closed,91,2025-09-27 08:07:00
2938,1000626,,New,128,2026-03-24 09:03:00
2939,1000626,New,Triaged,128,2026-03-24 23:03:00
2940,1000626,Triaged,Assigned,128,2026-03-24 15:03:00
2941,1000626,Assigned,In Progress,128,2026-03-26 06:03:00
2942,1000627,,New,6,2025-11-09 14:02:00
2943,1000627,New,Triaged,6,2025-11-09 18:02:00
2944,1000627,Triaged,Assigned,6,2025-11-09 20:02:00
2945,1000627,Assigned,In Progress,6,2025-11-11 20:02:00
2946,1000627,In Progress,Resolved,6,2025-11-11 18:02:00
2947,1000627,Resolved,Closed,6,2025-11-11 06:02:00
2948,1000628,,New,77,2025-12-17 09:17:00
2949,1000628,New,Triaged,77,2025-12-17 21:17:00
2950,1000628,Triaged,Assigned,77,2025-12-18 03:17:00
2951,1000628,Assigned,In Progress,77,2025-12-19 03:17:00
2952,1000628,In Progress,Resolved,77,2025-12-20 09:17:00
2953,1000628,Resolved,Closed,77,2025-12-18 15:17:00
2954,1000629,,New,146,2025-05-25 08:23:00
2955,1000629,New,Triaged,146,2025-05-25 10:23:00
2956,1000629,Triaged,Assigned,146,2025-05-26 12:23:00
2957,1000629,Assigned,In Progress,146,2025-05-27 11:23:00
2958,1000629,In Progress,Escalated,146,2025-05-28 04:23:00
2959,1000630,,New,59,2024-10-07 12:03:00
2960,1000630,New,Triaged,59,2024-10-07 20:03:00
2961,1000630,Triaged,Assigned,59,2024-10-08 12:03:00
2962,1000630,Assigned,In Progress,59,2024-10-09 00:03:00
2963,1000630,In Progress,Resolved,59,2024-10-09 04:03:00
2964,1000631,,New,122,2024-08-31 11:39:00
2965,1000631,New,Triaged,122,2024-09-01 00:39:00
2966,1000631,Triaged,Assigned,122,2024-09-01 05:39:00
2967,1000632,,New,138,2024-11-24 14:10:00
2968,1000632,New,Triaged,138,2024-11-25 06:10:00
2969,1000632,Triaged,Assigned,138,2024-11-25 16:10:00
2970,1000632,Assigned,In Progress,138,2024-11-24 23:10:00
2971,1000632,In Progress,Pending Parent,138,2024-11-27 02:10:00
2972,1000633,,New,110,2025-09-24 13:19:00
2973,1000633,New,Triaged,110,2025-09-25 05:19:00
2974,1000633,Triaged,Assigned,110,2025-09-26 01:19:00
2975,1000634,,New,252,2026-06-20 08:21:00
2976,1000634,New,Triaged,252,2026-06-20 18:21:00
2977,1000634,Triaged,Assigned,252,2026-06-21 08:21:00
2978,1000634,Assigned,In Progress,252,2026-06-21 17:21:00
2979,1000634,In Progress,Pending Parent,252,2026-06-21 00:21:00
2980,1000635,,New,174,2025-05-27 09:09:00
2981,1000635,New,Triaged,174,2025-05-27 11:09:00
2982,1000635,Triaged,Assigned,174,2025-05-28 15:09:00
2983,1000636,,New,168,2026-01-11 08:54:00
2984,1000636,New,Triaged,168,2026-01-11 14:54:00
2985,1000636,Triaged,Assigned,168,2026-01-12 10:54:00
2986,1000637,,New,13,2026-04-13 08:57:00
2987,1000637,New,Triaged,13,2026-04-14 02:57:00
2988,1000637,Triaged,Assigned,13,2026-04-14 12:57:00
2989,1000637,Assigned,In Progress,13,2026-04-14 20:57:00
2990,1000637,In Progress,Resolved,13,2026-04-15 20:57:00
2991,1000638,,New,135,2024-12-15 13:57:00
2992,1000638,New,Triaged,135,2024-12-16 07:57:00
2993,1000638,Triaged,Assigned,135,2024-12-16 11:57:00
2994,1000638,Assigned,In Progress,135,2024-12-16 19:57:00
2995,1000638,In Progress,Resolved,135,2024-12-16 09:57:00
2996,1000638,Resolved,Closed,135,2024-12-18 06:57:00
2997,1000639,,New,74,2025-05-11 16:06:00
2998,1000639,New,Triaged,74,2025-05-11 19:06:00
2999,1000639,Triaged,Assigned,74,2025-05-11 20:06:00
3000,1000639,Assigned,In Progress,74,2025-05-12 19:06:00
3001,1000639,In Progress,Resolved,74,2025-05-14 16:06:00
3002,1000640,,New,134,2025-08-10 08:50:00
3003,1000640,New,Triaged,134,2025-08-10 23:50:00
3004,1000640,Triaged,Assigned,134,2025-08-11 04:50:00
3005,1000640,Assigned,In Progress,134,2025-08-11 14:50:00
3006,1000641,,New,119,2024-12-08 10:13:00
3007,1000641,New,Triaged,119,2024-12-09 01:13:00
3008,1000641,Triaged,Assigned,119,2024-12-09 20:13:00
3009,1000641,Assigned,In Progress,119,2024-12-08 19:13:00
3010,1000641,In Progress,Escalated,119,2024-12-08 22:13:00
3011,1000642,,New,31,2025-12-07 15:27:00
3012,1000642,New,Triaged,31,2025-12-08 09:27:00
3013,1000642,Triaged,Assigned,31,2025-12-08 11:27:00
3014,1000642,Assigned,In Progress,31,2025-12-08 21:27:00
3015,1000643,,New,159,2025-08-31 12:34:00
3016,1000643,New,Triaged,159,2025-09-01 06:34:00
3017,1000643,Triaged,Assigned,159,2025-08-31 16:34:00
3018,1000643,Assigned,In Progress,159,2025-09-01 06:34:00
3019,1000643,In Progress,Pending Parent,159,2025-09-02 12:34:00
3020,1000644,,New,76,2025-07-01 12:40:00
3021,1000644,New,Triaged,76,2025-07-01 23:40:00
3022,1000644,Triaged,Assigned,76,2025-07-02 22:40:00
3023,1000645,,New,75,2025-07-04 08:55:00
3024,1000645,New,Triaged,75,2025-07-04 19:55:00
3025,1000645,Triaged,Assigned,75,2025-07-04 16:55:00
3026,1000645,Assigned,In Progress,75,2025-07-06 02:55:00
3027,1000645,In Progress,Escalated,75,2025-07-06 20:55:00
3028,1000646,,New,24,2024-10-10 08:41:00
3029,1000646,New,Triaged,24,2024-10-10 19:41:00
3030,1000646,Triaged,Assigned,24,2024-10-10 16:41:00
3031,1000646,Assigned,In Progress,24,2024-10-12 11:41:00
3032,1000646,In Progress,Escalated,24,2024-10-11 20:41:00
3033,1000647,,New,268,2025-06-16 16:35:00
3034,1000647,New,Triaged,268,2025-06-17 04:35:00
3035,1000647,Triaged,Assigned,268,2025-06-17 22:35:00
3036,1000647,Assigned,In Progress,268,2025-06-17 04:35:00
3037,1000647,In Progress,Escalated,268,2025-06-19 04:35:00
3038,1000648,,New,115,2025-03-27 16:13:00
3039,1000648,New,Triaged,115,2025-03-27 22:13:00
3040,1000648,Triaged,Assigned,115,2025-03-28 18:13:00
3041,1000648,Assigned,In Progress,115,2025-03-29 22:13:00
3042,1000648,In Progress,Resolved,115,2025-03-28 04:13:00
3043,1000649,,New,175,2025-12-17 16:16:00
3044,1000649,New,Triaged,175,2025-12-17 21:16:00
3045,1000649,Triaged,Assigned,175,2025-12-18 06:16:00
3046,1000649,Assigned,In Progress,175,2025-12-18 10:16:00
3047,1000649,In Progress,Escalated,175,2025-12-19 20:16:00
3048,1000650,,New,159,2025-12-05 14:18:00
3049,1000650,New,Triaged,159,2025-12-06 05:18:00
3050,1000650,Triaged,Assigned,159,2025-12-06 02:18:00
3051,1000651,,New,49,2024-10-19 09:48:00
3052,1000651,New,Triaged,49,2024-10-19 11:48:00
3053,1000651,Triaged,Assigned,49,2024-10-20 19:48:00
3054,1000651,Assigned,In Progress,49,2024-10-19 15:48:00
3055,1000651,In Progress,Escalated,49,2024-10-21 21:48:00
3056,1000652,,New,75,2025-09-24 08:58:00
3057,1000652,New,Triaged,75,2025-09-24 15:58:00
3058,1000652,Triaged,Assigned,75,2025-09-25 20:58:00
3059,1000652,Assigned,In Progress,75,2025-09-25 02:58:00
3060,1000652,In Progress,Pending Parent,75,2025-09-26 00:58:00
3061,1000653,,New,43,2025-04-11 13:24:00
3062,1000653,New,Triaged,43,2025-04-12 04:24:00
3063,1000653,Triaged,Assigned,43,2025-04-12 23:24:00
3064,1000653,Assigned,In Progress,43,2025-04-13 13:24:00
3065,1000654,,New,151,2025-12-11 15:20:00
3066,1000654,New,Triaged,151,2025-12-11 19:20:00
3067,1000654,Triaged,Assigned,151,2025-12-12 15:20:00
3068,1000654,Assigned,In Progress,151,2025-12-12 12:20:00
3069,1000655,,New,125,2025-07-04 09:36:00
3070,1000655,New,Triaged,125,2025-07-04 18:36:00
3071,1000655,Triaged,Assigned,125,2025-07-05 13:36:00
3072,1000655,Assigned,In Progress,125,2025-07-05 21:36:00
3073,1000655,In Progress,Resolved,125,2025-07-06 05:36:00
3074,1000656,,New,24,2025-05-20 11:19:00
3075,1000656,New,Triaged,24,2025-05-20 21:19:00
3076,1000656,Triaged,Assigned,24,2025-05-21 19:19:00
3077,1000656,Assigned,In Progress,24,2025-05-21 11:19:00
3078,1000656,In Progress,Pending Parent,24,2025-05-21 23:19:00
3079,1000657,,New,86,2025-01-16 16:49:00
3080,1000657,New,Triaged,86,2025-01-17 10:49:00
3081,1000657,Triaged,Assigned,86,2025-01-17 22:49:00
3082,1000657,Assigned,In Progress,86,2025-01-17 07:49:00
3083,1000657,In Progress,Pending Parent,86,2025-01-18 08:49:00
3084,1000658,,New,169,2025-12-24 08:07:00
3085,1000658,New,Triaged,169,2025-12-24 11:07:00
3086,1000658,Triaged,Assigned,169,2025-12-24 22:07:00
3087,1000658,Assigned,In Progress,169,2025-12-26 11:07:00
3088,1000658,In Progress,Resolved,169,2025-12-26 20:07:00
3089,1000659,,New,87,2026-05-17 10:05:00
3090,1000659,New,Triaged,87,2026-05-17 14:05:00
3091,1000659,Triaged,Assigned,87,2026-05-18 22:05:00
3092,1000659,Assigned,In Progress,87,2026-05-19 16:05:00
3093,1000660,,New,5,2026-04-26 14:52:00
3094,1000660,New,Triaged,5,2026-04-27 04:52:00
3095,1000660,Triaged,Assigned,5,2026-04-27 08:52:00
3096,1000660,Assigned,In Progress,5,2026-04-27 17:52:00
3097,1000660,In Progress,Resolved,5,2026-04-27 10:52:00
3098,1000661,,New,193,2025-05-02 12:07:00
3099,1000661,New,Triaged,193,2025-05-03 02:07:00
3100,1000661,Triaged,Assigned,193,2025-05-03 20:07:00
3101,1000661,Assigned,In Progress,193,2025-05-03 12:07:00
3102,1000661,In Progress,Escalated,193,2025-05-04 04:07:00
3103,1000662,,New,252,2025-04-27 09:22:00
3104,1000662,New,Triaged,252,2025-04-27 14:22:00
3105,1000662,Triaged,Assigned,252,2025-04-27 13:22:00
3106,1000663,,New,77,2025-04-20 10:52:00
3107,1000663,New,Triaged,77,2025-04-20 14:52:00
3108,1000663,Triaged,Assigned,77,2025-04-21 00:52:00
3109,1000663,Assigned,In Progress,77,2025-04-22 04:52:00
3110,1000663,In Progress,Resolved,77,2025-04-21 10:52:00
3111,1000664,,New,75,2025-05-02 13:10:00
3112,1000664,New,Triaged,75,2025-05-03 05:10:00
3113,1000664,Triaged,Assigned,75,2025-05-03 15:10:00
3114,1000664,Assigned,In Progress,75,2025-05-04 04:10:00
3115,1000665,,New,1,2025-08-24 11:05:00
3116,1000665,New,Triaged,1,2025-08-24 15:05:00
3117,1000665,Triaged,Assigned,1,2025-08-25 23:05:00
3118,1000665,Assigned,In Progress,1,2025-08-26 02:05:00
3119,1000666,,New,38,2025-11-30 12:32:00
3120,1000666,New,Triaged,38,2025-11-30 16:32:00
3121,1000666,Triaged,Assigned,38,2025-12-01 16:32:00
3122,1000667,,New,70,2024-09-07 09:38:00
3123,1000667,New,Triaged,70,2024-09-07 16:38:00
3124,1000667,Triaged,Assigned,70,2024-09-08 07:38:00
3125,1000667,Assigned,In Progress,70,2024-09-08 09:38:00
3126,1000667,In Progress,Resolved,70,2024-09-08 13:38:00
3127,1000667,Resolved,Closed,70,2024-09-08 00:38:00
3128,1000668,,New,25,2025-08-09 08:55:00
3129,1000668,New,Triaged,25,2025-08-09 11:55:00
3130,1000668,Triaged,Assigned,25,2025-08-10 12:55:00
3131,1000668,Assigned,In Progress,25,2025-08-11 08:55:00
3132,1000668,In Progress,Resolved,25,2025-08-11 04:55:00
3133,1000668,Resolved,Closed,25,2025-08-11 05:55:00
3134,1000669,,New,210,2025-06-07 14:53:00
3135,1000669,New,Triaged,210,2025-06-07 18:53:00
3136,1000669,Triaged,Assigned,210,2025-06-08 20:53:00
3137,1000669,Assigned,In Progress,210,2025-06-08 17:53:00
3138,1000670,,New,226,2025-06-30 13:54:00
3139,1000670,New,Triaged,226,2025-06-30 19:54:00
3140,1000670,Triaged,Assigned,226,2025-07-01 09:54:00
3141,1000670,Assigned,In Progress,226,2025-07-01 04:54:00
3142,1000671,,New,124,2025-03-14 11:42:00
3143,1000671,New,Triaged,124,2025-03-15 03:42:00
3144,1000671,Triaged,Assigned,124,2025-03-15 19:42:00
3145,1000672,,New,1,2026-02-06 16:17:00
3146,1000672,New,Triaged,1,2026-02-06 18:17:00
3147,1000672,Triaged,Assigned,1,2026-02-07 00:17:00
3148,1000672,Assigned,In Progress,1,2026-02-07 19:17:00
3149,1000672,In Progress,Resolved,1,2026-02-09 16:17:00
3150,1000672,Resolved,Closed,1,2026-02-09 09:17:00
3151,1000673,,New,160,2025-03-07 13:35:00
3152,1000673,New,Triaged,160,2025-03-08 01:35:00
3153,1000673,Triaged,Assigned,160,2025-03-08 17:35:00
3154,1000673,Assigned,In Progress,160,2025-03-08 04:35:00
3155,1000674,,New,214,2026-03-09 09:26:00
3156,1000674,New,Triaged,214,2026-03-09 19:26:00
3157,1000674,Triaged,Assigned,214,2026-03-10 09:26:00
3158,1000675,,New,129,2026-06-24 13:43:00
3159,1000675,New,Triaged,129,2026-06-25 05:43:00
3160,1000675,Triaged,Assigned,129,2026-06-24 21:43:00
3161,1000675,Assigned,In Progress,129,2026-06-26 13:43:00
3162,1000675,In Progress,Resolved,129,2026-06-27 13:43:00
3163,1000675,Resolved,Closed,129,2026-06-26 05:43:00
3164,1000676,,New,173,2024-12-05 08:23:00
3165,1000676,New,Triaged,173,2024-12-05 22:23:00
3166,1000676,Triaged,Assigned,173,2024-12-05 20:23:00
3167,1000676,Assigned,In Progress,173,2024-12-07 05:23:00
3168,1000676,In Progress,Resolved,173,2024-12-06 08:23:00
3169,1000677,,New,268,2025-06-06 08:30:00
3170,1000677,New,Triaged,268,2025-06-06 12:30:00
3171,1000677,Triaged,Assigned,268,2025-06-06 14:30:00
3172,1000677,Assigned,In Progress,268,2025-06-06 17:30:00
3173,1000678,,New,40,2025-04-20 12:35:00
3174,1000678,New,Triaged,40,2025-04-21 04:35:00
3175,1000678,Triaged,Assigned,40,2025-04-20 20:35:00
3176,1000679,,New,177,2025-10-12 13:39:00
3177,1000679,New,Triaged,177,2025-10-12 21:39:00
3178,1000679,Triaged,Assigned,177,2025-10-12 19:39:00
3179,1000679,Assigned,In Progress,177,2025-10-13 13:39:00
3180,1000680,,New,112,2025-09-30 11:52:00
3181,1000680,New,Triaged,112,2025-10-01 00:52:00
3182,1000680,Triaged,Assigned,112,2025-09-30 21:52:00
3183,1000680,Assigned,In Progress,112,2025-10-02 08:52:00
3184,1000680,In Progress,Resolved,112,2025-10-03 03:52:00
3185,1000681,,New,210,2026-03-22 09:05:00
3186,1000681,New,Triaged,210,2026-03-22 11:05:00
3187,1000681,Triaged,Assigned,210,2026-03-23 19:05:00
3188,1000681,Assigned,In Progress,210,2026-03-23 21:05:00
3189,1000681,In Progress,Resolved,210,2026-03-24 13:05:00
3190,1000682,,New,14,2026-03-08 08:29:00
3191,1000682,New,Triaged,14,2026-03-08 14:29:00
3192,1000682,Triaged,Assigned,14,2026-03-09 12:29:00
3193,1000682,Assigned,In Progress,14,2026-03-10 14:29:00
3194,1000682,In Progress,Resolved,14,2026-03-10 12:29:00
3195,1000683,,New,182,2025-02-02 14:42:00
3196,1000683,New,Triaged,182,2025-02-02 23:42:00
3197,1000683,Triaged,Assigned,182,2025-02-03 20:42:00
3198,1000683,Assigned,In Progress,182,2025-02-03 14:42:00
3199,1000684,,New,59,2025-01-30 13:22:00
3200,1000684,New,Triaged,59,2025-01-31 03:22:00
3201,1000684,Triaged,Assigned,59,2025-01-31 05:22:00
3202,1000684,Assigned,In Progress,59,2025-01-31 04:22:00
3203,1000684,In Progress,Resolved,59,2025-02-02 09:22:00
3204,1000685,,New,152,2024-09-24 08:47:00
3205,1000685,New,Triaged,152,2024-09-24 18:47:00
3206,1000685,Triaged,Assigned,152,2024-09-25 06:47:00
3207,1000685,Assigned,In Progress,152,2024-09-24 20:47:00
3208,1000685,In Progress,Resolved,152,2024-09-27 04:47:00
3209,1000686,,New,115,2024-11-07 09:29:00
3210,1000686,New,Triaged,115,2024-11-07 23:29:00
3211,1000686,Triaged,Assigned,115,2024-11-07 19:29:00
3212,1000686,Assigned,In Progress,115,2024-11-09 09:29:00
3213,1000687,,New,163,2025-04-28 08:00:00
3214,1000687,New,Triaged,163,2025-04-28 13:00:00
3215,1000687,Triaged,Assigned,163,2025-04-28 22:00:00
